;0;1;2;3;4
0;-0.001336;-0.001336;-0.001336;-0.00121;-0.001336
1;-0.000232;-0.000232;-0.000232;-0.000235;-0.000232
2;-0.00023300000000000003;-0.00023300000000000003;-0.00023300000000000003;-0.00023600000000000002;-0.00023300000000000003
3;-0.000273;-0.000273;-0.000273;-0.00027800000000000004;-0.000273
4;-0.000238;-0.000238;-0.000238;-0.00024100000000000003;-0.000238
5;-0.00028399999999999996;-0.00028399999999999996;-0.00028399999999999996;-0.00028800000000000006;-0.00028399999999999996
6;-0.00028399999999999996;-0.00028399999999999996;-0.00028399999999999996;-0.00028800000000000006;-0.00028399999999999996
7;-0.00022;-0.00022;-0.00022;-0.000223;-0.00022
8;-0.000256;-0.000256;-0.000256;-0.000259;-0.000256
9;-0.000303;-0.000303;-0.000303;-0.000308;-0.000303
10;-0.000274;-0.000274;-0.000274;-0.00027800000000000004;-0.000274
11;-0.000294;-0.000294;-0.000294;-0.000298;-0.000294
12;-0.00024100000000000003;-0.00024100000000000003;-0.00024100000000000003;-0.000244;-0.00024100000000000003
13;-0.000197;-0.000197;-0.000197;-0.00019899999999999999;-0.000197
14;-0.00019600000000000002;-0.00019600000000000002;-0.00019600000000000002;-0.00019800000000000002;-0.00019600000000000002
15;-0.000291;-0.000291;-0.000291;-0.000295;-0.000291
16;-0.00029;-0.00029;-0.00029;-0.000294;-0.00029
17;-0.000299;-0.000299;-0.000299;-0.000303;-0.000299
18;-0.000321;-0.000321;-0.000321;-0.000326;-0.000321
19;-0.000255;-0.000255;-0.000255;-0.00025800000000000004;-0.000255
20;-0.000317;-0.000317;-0.000317;-0.000321;-0.000317
21;-0.00034100000000000005;-0.00034100000000000005;-0.00034100000000000005;-0.00034600000000000006;-0.00034100000000000005
22;-0.000294;-0.000294;-0.000294;-0.000298;-0.000294
23;-0.000287;-0.000287;-0.000287;-0.000291;-0.000287
24;-0.0003;-0.0003;-0.0003;-0.000304;-0.0003
25;-0.000359;-0.000359;-0.000359;-0.000364;-0.000359
26;-0.000262;-0.000262;-0.000262;-0.000264;-0.000262
27;-0.000262;-0.000262;-0.000262;-0.00026500000000000004;-0.000262
28;-0.000261;-0.000261;-0.000261;-0.000263;-0.000261
29;-0.000227;-0.000227;-0.000227;-0.00022899999999999998;-0.000227
30;-0.00028300000000000005;-0.00028300000000000005;-0.00028300000000000005;-0.000286;-0.00028300000000000005
31;-0.000256;-0.000256;-0.000256;-0.00025800000000000004;-0.000256
32;-0.000222;-0.000222;-0.000222;-0.000223;-0.000222
33;-0.000292;-0.000292;-0.000292;-0.000295;-0.000292
34;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00033;-0.00032700000000000003
35;-0.00019899999999999999;-0.00019899999999999999;-0.00019899999999999999;-0.0002;-0.00019899999999999999
36;-0.000257;-0.000257;-0.000257;-0.000259;-0.000257
37;-0.00027699999999999996;-0.00027699999999999996;-0.00027699999999999996;-0.00027899999999999995;-0.00027699999999999996
38;-0.00026500000000000004;-0.00026500000000000004;-0.00026500000000000004;-0.00026700000000000004;-0.00026500000000000004
39;-0.00016;-0.00016;-0.00016;-0.00016;-0.00016
40;-0.000145;-0.000145;-0.000145;-0.000145;-0.000145
41;-0.000179;-0.000179;-0.000179;-0.000179;-0.000179
42;-0.000295;-0.000295;-0.000295;-0.000297;-0.000295
43;-0.00028100000000000005;-0.00028100000000000005;-0.00028100000000000005;-0.00028300000000000005;-0.00028100000000000005
44;-0.001242;-0.001242;-0.001242;-0.0012670000000000001;-0.001242
45;-0.000537;-0.000537;-0.000537;-0.000543;-0.000537
46;-0.000541;-0.000541;-0.000541;-0.0005470000000000001;-0.000541
47;-0.000122;-0.000122;-0.000122;-0.000122;-0.000122
48;-7.200000000000002e-05;-7.200000000000002e-05;-7.200000000000002e-05;-7.200000000000002e-05;-7.200000000000002e-05
49;-8e-05;-8e-05;-8e-05;-8e-05;-8e-05
50;-1.6e-05;-1.6e-05;-1.6e-05;-1.6e-05;-1.6e-05
51;0.000249;0.000249;0.000249;0.000248;0.000249
52;0.000146;0.000146;0.000146;0.000146;0.000146
53;9.2e-05;9.2e-05;9.2e-05;9.2e-05;9.2e-05
54;0.000185;0.000185;0.000185;0.000185;0.000185
55;0.000252;0.000252;0.000252;0.00025100000000000003;0.000252
56;0.00028300000000000005;0.00028300000000000005;0.00028300000000000005;0.00028199999999999997;0.00028300000000000005
57;0.000231;0.000231;0.000231;0.000231;0.000231
58;0.000182;0.000182;0.000182;0.000182;0.000182
59;0.00013900000000000002;0.00013900000000000002;0.00013900000000000002;0.00013900000000000002;0.00013900000000000002
60;0.0005470000000000001;0.0005470000000000001;0.0005470000000000001;0.000545;0.0005470000000000001
61;0.00062;0.00062;0.00062;0.000617;0.00062
62;0.000624;0.000624;0.000624;0.000622;0.000624
63;0.0008079999999999999;0.0008079999999999999;0.0008079999999999999;0.000805;0.0008079999999999999
64;0.00133;0.00133;0.00133;0.001325;0.00133
65;0.0012890000000000002;0.0012890000000000002;0.0012890000000000002;0.001284;0.0012890000000000002
66;0.001229;0.001229;0.001229;0.001224;0.001229
67;0.001256;0.001256;0.001256;0.001251;0.001256
68;0.0007190000000000001;0.0007190000000000001;0.0007190000000000001;0.000718;0.0007190000000000001
69;0.001119;0.001119;0.001119;0.0011159999999999998;0.001119
70;0.0011909999999999998;0.0011909999999999998;0.0011909999999999998;0.001188;0.0011909999999999998
71;0.00123;0.00123;0.00123;0.001227;0.00123
72;0.0012790000000000002;0.0012790000000000002;0.0012790000000000002;0.001276;0.0012790000000000002
73;0.001278;0.001278;0.001278;0.0012749999999999999;0.001278
74;0.001183;0.001183;0.001183;0.00118;0.001183
75;0.001348;0.001348;0.001348;0.001345;0.001348
76;0.001868;0.001868;0.001868;0.0018650000000000001;0.001868
77;0.001946;0.001946;0.001946;0.001944;0.001946
78;0.001935;0.001935;0.001935;0.001933;0.001935
79;0.0016980000000000003;0.0016980000000000003;0.0016980000000000003;0.0016950000000000001;0.0016980000000000003
80;0.001232;0.001232;0.001232;0.00123;0.001232
81;0.001631;0.001631;0.001631;0.001628;0.001631
82;0.001722;0.001722;0.001722;0.00172;0.001722
83;0.00171;0.00171;0.00171;0.0017080000000000003;0.00171
84;0.0012649999999999998;0.0012649999999999998;0.0012649999999999998;0.001263;0.0012649999999999998
85;0.001464;0.001464;0.001464;0.001462;0.001464
86;0.0010329999999999998;0.0010329999999999998;0.0010329999999999998;0.0010320000000000001;0.0010329999999999998
87;0.000816;0.000816;0.000816;0.000815;0.000816
88;0.000793;0.000793;0.000793;0.0007920000000000001;0.000793
89;0.0007199999999999999;0.0007199999999999999;0.0007199999999999999;0.0007190000000000001;0.0007199999999999999
90;0.000705;0.000705;0.000705;0.000705;0.000705
91;0.000738;0.000738;0.000738;0.000738;0.000738
92;0.0008070000000000001;0.0008070000000000001;0.0008070000000000001;0.000806;0.0008070000000000001
93;0.00036700000000000003;0.00036700000000000003;0.00036700000000000003;0.000366;0.00036700000000000003
94;-8.900000000000001e-05;-8.900000000000001e-05;-8.900000000000001e-05;-8.900000000000001e-05;-8.900000000000001e-05
95;0.000343;0.000343;0.000343;0.000343;0.000343
96;0.000205;0.000205;0.000205;0.000205;0.000205
97;-0.000215;-0.000215;-0.000215;-0.00021600000000000002;-0.000215
98;-0.0006590000000000001;-0.0006590000000000001;-0.0006590000000000001;-0.00067;-0.0006590000000000001
99;-0.000684;-0.000684;-0.000684;-0.0007040000000000001;-0.000684
100;-0.000543;-0.000543;-0.000543;-0.0005600000000000001;-0.000543
101;-0.0005579999999999999;-0.0005579999999999999;-0.0005579999999999999;-0.00058;-0.0005579999999999999
102;-0.000541;-0.000541;-0.000541;-0.0005639999999999999;-0.000541
103;-0.0006870000000000001;-0.0006870000000000001;-0.0006870000000000001;-0.0007290000000000002;-0.0006870000000000001
104;-0.000355;-0.000355;-0.000355;-0.000368;-0.000355
105;-0.001194;-0.001194;-0.001194;-0.001306;-0.001194
106;-0.0013959999999999999;-0.0013959999999999999;-0.0013959999999999999;-0.001527;-0.0013959999999999999
107;-0.00196;-0.00196;-0.00196;-0.002057;-0.00196
108;-0.0019950000000000002;-0.0019950000000000002;-0.0019950000000000002;-0.002092;-0.0019950000000000002
109;-0.001968;-0.001968;-0.001968;-0.002073;-0.001968
110;-0.0015190000000000002;-0.0015190000000000002;-0.0015190000000000002;-0.001675;-0.0015190000000000002
111;-0.001481;-0.001481;-0.001481;-0.001644;-0.001481
112;-0.001443;-0.001443;-0.001443;-0.001611;-0.001443
113;-0.00177;-0.00177;-0.00177;-0.0019180000000000002;-0.00177
114;-0.002142;-0.002142;-0.002142;-0.0022319999999999996;-0.002142
115;-0.002124;-0.002124;-0.002124;-0.0022210000000000003;-0.002124
