,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.006,-0.297,0.352,3.896
1,0.049,0.006,-0.297,0.352,3.941
2,0.049,0.0,-0.303,0.352,3.987
3,0.049,0.006,-0.297,0.352,4.033
4,0.049,0.006,-0.297,0.352,4.079
5,0.049,0.006,-0.297,0.352,4.124
6,0.049,0.006,-0.297,0.352,4.17
7,0.049,0.006,-0.297,0.352,4.215
8,0.27,0.0,-0.082,0.352,4.261
9,0.27,0.006,-0.076,0.352,4.273
10,0.049,0.006,-0.297,0.352,4.285
11,0.049,0.006,-0.297,0.352,4.33
12,0.049,0.006,-0.297,0.352,4.376
13,0.049,0.0,-0.303,0.352,4.421
14,0.049,0.006,-0.297,0.352,4.468
15,0.21,0.006,-0.136,0.352,4.513
16,0.431,0.006,0.085,0.352,4.534
17,0.27,0.006,-0.076,0.352,4.521
18,0.27,0.0,-0.082,0.352,4.533
19,0.049,0.006,-0.297,0.352,4.545
20,0.049,0.006,-0.297,0.352,4.591
21,0.049,0.006,-0.297,0.352,4.636
22,0.21,0.006,-0.136,0.352,4.682
23,0.21,0.0,-0.142,0.352,4.703
24,0.049,0.006,-0.297,0.352,4.724
25,0.27,0.006,-0.076,0.352,4.77
26,0.27,0.006,-0.076,0.352,4.782
27,0.049,0.006,-0.297,0.352,4.793
28,0.049,0.0,-0.303,0.352,4.839
29,0.21,0.006,-0.136,0.352,4.885
30,0.21,0.006,-0.136,0.352,4.906
31,0.049,0.006,-0.297,0.352,4.927
32,0.049,0.006,-0.297,0.352,4.972
33,0.049,0.006,-0.297,0.352,5.018
34,0.27,0.0,-0.082,0.352,5.063
35,0.531,0.006,0.185,0.352,5.076
36,0.578,0.006,0.232,0.352,5.048
37,0.049,0.006,-0.297,0.352,5.012
38,0.049,0.006,-0.297,0.352,5.058
39,0.049,0.0,-0.303,0.352,5.103
40,0.049,0.006,-0.297,0.352,5.15
41,0.212,0.006,-0.134,0.352,5.195
42,0.557,0.006,0.211,0.352,5.216
43,0.557,0.006,0.211,0.352,5.183
44,0.7879999999999999,0.0,0.436,0.352,5.151
45,0.893,0.006,0.547,0.352,5.084
46,0.672,0.006,0.326,0.352,5.0
47,0.787,0.006,0.441,0.352,4.95
48,0.6559999999999999,0.006,0.31,0.352,4.882
49,2.639,0.006,2.293,0.352,4.835
50,2.786,0.0,2.434,0.352,4.483
51,1.023,0.006,0.677,0.352,4.11
52,0.902,0.006,0.556,0.352,4.006
53,2.2159999999999997,0.006,1.87,0.352,3.921
54,0.6779999999999999,0.006,0.332,0.352,3.634
55,0.6920000000000001,0.0,0.34,0.352,3.583
56,0.41100000000000003,0.006,0.065,0.352,3.531
57,0.588,0.006,0.242,0.352,3.521
58,0.41100000000000003,0.006,0.065,0.352,3.484
59,0.47100000000000003,0.006,0.125,0.352,3.474
60,0.5720000000000001,0.0,0.22,0.352,3.455
61,0.981,0.006,0.635,0.352,3.421
62,0.474,0.006,0.128,0.352,3.324
63,0.508,0.006,0.162,0.352,3.304
64,0.287,0.006,-0.059,0.352,3.279
65,0.287,0.0,-0.065,0.352,3.288
66,0.551,0.006,0.205,0.352,3.298
67,0.551,0.006,0.205,0.352,3.267
68,0.33,0.006,-0.016,0.352,3.235
69,0.33,0.006,-0.016,0.352,3.238
70,0.193,0.006,-0.153,0.352,3.24
71,0.27,0.0,-0.082,0.352,3.264
72,0.27,0.006,-0.076,0.352,3.276
73,0.21,0.006,-0.136,0.352,3.288
74,0.21,0.006,-0.136,0.352,3.309
75,0.049,0.006,-0.297,0.352,3.329
76,0.049,0.0,-0.303,0.352,3.375
77,0.049,0.006,-0.297,0.352,3.421
78,0.27,0.006,-0.076,0.352,3.467
79,0.27,0.006,-0.076,0.352,3.479
80,0.049,0.006,-0.297,0.352,3.49
81,0.049,0.006,-0.297,0.352,3.536
82,0.049,0.0,-0.303,0.352,3.581
83,0.049,0.006,-0.297,0.352,3.628
84,0.049,0.006,-0.297,0.352,3.673
85,0.049,0.006,-0.297,0.352,3.719
86,0.21,0.006,-0.136,0.352,3.764
87,0.21,0.006,-0.136,0.352,3.785
88,0.049,0.006,-0.297,0.352,3.806
89,0.27,0.006,-0.076,0.352,3.851
90,0.27,0.0,-0.082,0.352,3.863
91,0.27,0.006,-0.076,0.352,3.876
92,0.049,0.006,-0.297,0.352,3.887
93,0.049,0.006,-0.297,0.352,3.933
94,0.21,0.006,-0.136,0.352,3.978
95,0.21,0.006,-0.136,0.352,3.999
