,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.05,0.006,-0.189,0.245,3.879
1,0.191,0.006,-0.048,0.245,3.908
2,0.191,0.0,-0.054,0.245,3.915
3,0.05,0.006,-0.189,0.245,3.924
4,0.05,0.006,-0.189,0.245,3.953
5,0.05,0.006,-0.189,0.245,3.982
6,0.34299999999999997,0.006,0.104,0.245,4.011
7,0.34299999999999997,0.0,0.098,0.245,3.995
8,0.05,0.006,-0.189,0.245,3.98
9,0.05,0.006,-0.189,0.245,4.009
10,0.05,0.006,-0.189,0.245,4.037
11,0.05,0.006,-0.189,0.245,4.066
12,0.05,0.006,-0.189,0.245,4.095
13,0.153,0.0,-0.092,0.245,4.124
14,0.381,0.006,0.142,0.245,4.139
15,0.381,0.006,0.142,0.245,4.117
16,0.05,0.006,-0.189,0.245,4.095
17,0.05,0.006,-0.189,0.245,4.124
18,0.05,0.0,-0.195,0.245,4.153
19,0.153,0.006,-0.086,0.245,4.183
20,0.153,0.006,-0.086,0.245,4.196
21,0.24,0.006,0.001,0.245,4.209
22,0.24,0.006,0.001,0.245,4.209
23,0.191,0.0,-0.054,0.245,4.209
24,0.191,0.006,-0.048,0.245,4.217
25,0.05,0.006,-0.189,0.245,4.224
26,0.05,0.006,-0.189,0.245,4.253
27,0.05,0.006,-0.189,0.245,4.282
28,0.05,0.0,-0.195,0.245,4.311
29,0.153,0.006,-0.086,0.245,4.341
30,0.34299999999999997,0.006,0.104,0.245,4.354
31,0.24,0.006,0.001,0.245,4.339
32,0.191,0.006,-0.048,0.245,4.338
33,0.191,0.006,-0.048,0.245,4.346
34,0.05,0.0,-0.195,0.245,4.353
35,0.05,0.006,-0.189,0.245,4.383
36,0.05,0.006,-0.189,0.245,4.412
37,0.24,0.006,0.001,0.245,4.441
38,0.381,0.006,0.142,0.245,4.441
39,0.191,0.0,-0.054,0.245,4.419
40,0.05,0.006,-0.189,0.245,4.427
41,0.05,0.006,-0.189,0.245,4.456
42,0.153,0.006,-0.086,0.245,4.485
43,0.153,0.006,-0.086,0.245,4.498
44,0.191,0.0,-0.054,0.245,4.512
45,0.381,0.006,0.142,0.245,4.52
46,0.34,0.006,0.101,0.245,4.498
47,0.12,0.006,-0.119,0.245,4.483
48,0.155,0.006,-0.084,0.245,4.501
49,0.41,0.0,0.165,0.245,4.514
50,0.37,0.006,0.131,0.245,4.488
51,0.55,0.006,0.311,0.245,4.468
52,0.899,0.006,0.66,0.245,4.421
53,0.914,0.006,0.675,0.245,4.319
54,0.34,0.006,0.101,0.245,4.216
55,0.34,0.0,0.095,0.245,4.2
56,0.22,0.006,-0.019,0.245,4.186
57,0.19899999999999998,0.006,-0.04,0.245,4.189
58,0.28,0.006,0.041,0.245,4.195
59,0.28,0.006,0.041,0.245,4.189
60,0.254,0.0,0.009,0.245,4.182
61,0.254,0.006,0.015,0.245,4.181
62,0.064,0.006,-0.175,0.245,4.179
63,2.515,0.006,2.276,0.245,4.205
64,0.153,0.006,-0.086,0.245,3.856
65,0.05,0.0,-0.195,0.245,3.87
66,0.191,0.006,-0.048,0.245,3.9
67,0.191,0.006,-0.048,0.245,3.907
68,0.05,0.006,-0.189,0.245,3.914
69,0.34299999999999997,0.006,0.104,0.245,3.943
70,0.24,0.006,0.001,0.245,3.927
71,0.05,0.0,-0.195,0.245,3.927
72,0.05,0.006,-0.189,0.245,3.957
73,0.191,0.006,-0.048,0.245,3.986
74,0.191,0.006,-0.048,0.245,3.993
75,0.05,0.006,-0.189,0.245,4.001
76,0.24,0.0,-0.005,0.245,4.03
77,0.24,0.006,0.001,0.245,4.03
78,0.05,0.006,-0.189,0.245,4.03
79,0.05,0.006,-0.189,0.245,4.059
80,0.05,0.006,-0.189,0.245,4.088
81,0.05,0.0,-0.195,0.245,4.117
82,0.24,0.006,0.001,0.245,4.147
83,0.24,0.006,0.001,0.245,4.147
84,0.24,0.006,0.001,0.245,4.147
85,0.153,0.006,-0.086,0.245,4.147
86,0.294,0.006,0.055,0.245,4.16
