,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.051,0.006,-0.183,0.24,3.878
1,0.051,0.006,-0.183,0.24,3.906
2,0.051,0.006,-0.183,0.24,3.934
3,0.051,0.0,-0.189,0.24,3.962
4,0.051,0.006,-0.183,0.24,3.991
5,0.155,0.006,-0.079,0.24,4.019
6,0.371,0.006,0.137,0.24,4.031
7,0.267,0.006,0.033,0.24,4.01
8,0.051,0.0,-0.189,0.24,4.005
9,0.051,0.006,-0.183,0.24,4.034
10,0.051,0.006,-0.183,0.24,4.062
11,0.051,0.006,-0.183,0.24,4.09
12,0.051,0.006,-0.183,0.24,4.118
13,0.051,0.006,-0.183,0.24,4.145
14,0.371,0.0,0.131,0.24,4.173
15,0.371,0.006,0.137,0.24,4.153
16,0.051,0.006,-0.183,0.24,4.132
17,0.051,0.006,-0.183,0.24,4.16
18,0.051,0.006,-0.183,0.24,4.188
19,0.051,0.0,-0.189,0.24,4.216
20,0.051,0.006,-0.183,0.24,4.245
21,0.371,0.006,0.137,0.24,4.273
22,0.371,0.006,0.137,0.24,4.252
23,0.267,0.006,0.033,0.24,4.231
24,0.051,0.0,-0.189,0.24,4.226
25,0.051,0.006,-0.183,0.24,4.255
26,0.051,0.006,-0.183,0.24,4.283
27,0.155,0.006,-0.079,0.24,4.311
28,0.155,0.006,-0.079,0.24,4.323
29,0.051,0.006,-0.183,0.24,4.335
30,0.051,0.0,-0.189,0.24,4.363
31,0.051,0.006,-0.183,0.24,4.392
32,0.051,0.006,-0.183,0.24,4.42
33,0.051,0.006,-0.183,0.24,4.448
34,0.155,0.006,-0.079,0.24,4.476
35,0.155,0.0,-0.085,0.24,4.488
36,0.051,0.006,-0.183,0.24,4.501
37,0.267,0.006,0.033,0.24,4.529
38,0.267,0.006,0.033,0.24,4.523
39,0.051,0.006,-0.183,0.24,4.518
40,0.051,0.0,-0.189,0.24,4.546
41,0.051,0.006,-0.183,0.24,4.575
42,0.155,0.006,-0.079,0.24,4.603
43,0.155,0.006,-0.079,0.24,4.615
44,0.051,0.006,-0.183,0.24,4.627
45,0.051,0.006,-0.183,0.24,4.655
46,0.267,0.0,0.027,0.24,4.683
47,0.267,0.006,0.033,0.24,4.679
48,0.051,0.006,-0.183,0.24,4.674
49,0.155,0.006,-0.079,0.24,4.702
50,0.155,0.006,-0.079,0.24,4.714
51,0.051,0.0,-0.189,0.24,4.726
52,0.051,0.006,-0.183,0.24,4.755
53,0.267,0.006,0.033,0.24,4.783
54,0.267,0.006,0.033,0.24,4.778
55,0.155,0.006,-0.079,0.24,4.773
56,0.155,0.0,-0.085,0.24,4.785
57,0.051,0.006,-0.183,0.24,4.798
58,0.051,0.006,-0.183,0.24,4.826
59,0.051,0.006,-0.183,0.24,4.854
60,0.151,0.006,-0.083,0.24,4.881
