,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.052000000000000005,0.006,-0.579,0.637,3.939
1,0.052000000000000005,0.006,-0.586,0.644,4.027
2,0.052000000000000005,0.006,-0.586,0.644,4.117
3,0.052000000000000005,0.006,-0.586,0.644,4.207
4,0.052000000000000005,0.006,-0.586,0.644,4.297
5,0.052000000000000005,0.006,-0.586,0.644,4.387
6,0.052000000000000005,0.0,-0.592,0.644,4.477
7,0.052000000000000005,0.006,-0.586,0.644,4.568
8,0.052000000000000005,0.006,-0.586,0.644,4.657
9,0.284,0.006,-0.354,0.644,4.747
10,0.284,0.006,-0.354,0.644,4.802
11,0.052000000000000005,0.006,-0.586,0.644,4.856
12,0.052000000000000005,0.006,-0.586,0.644,4.946
13,0.052000000000000005,0.006,-0.586,0.644,5.036
14,0.052000000000000005,0.006,-0.586,0.644,5.126
15,0.052000000000000005,0.006,-0.586,0.644,5.215
16,0.052000000000000005,0.006,-0.586,0.644,5.305
17,0.284,0.006,-0.354,0.644,5.395
18,0.284,0.006,-0.354,0.644,5.449
19,0.052000000000000005,0.006,-0.586,0.644,5.504
20,0.052000000000000005,0.0,-0.592,0.644,5.594
21,0.052000000000000005,0.006,-0.586,0.644,5.684
22,0.052000000000000005,0.006,-0.586,0.644,5.774
23,0.052000000000000005,0.006,-0.586,0.644,5.864
24,0.284,0.006,-0.354,0.644,5.954
25,0.284,0.006,-0.354,0.644,6.008
26,0.052000000000000005,0.006,-0.586,0.644,6.063
27,0.052000000000000005,0.006,-0.586,0.644,6.152
28,0.052000000000000005,0.006,-0.586,0.644,6.242
29,0.052000000000000005,0.006,-0.586,0.644,6.332
30,0.052000000000000005,0.006,-0.586,0.644,6.422
31,0.052000000000000005,0.006,-0.586,0.644,6.512
32,0.052000000000000005,0.006,-0.586,0.644,6.602
33,0.052000000000000005,0.006,-0.586,0.644,6.692
34,0.052000000000000005,0.0,-0.592,0.644,6.782
35,0.052000000000000005,0.006,-0.586,0.644,6.872
36,0.052000000000000005,0.006,-0.586,0.644,6.962
37,0.052000000000000005,0.006,-0.586,0.644,7.052
38,0.052000000000000005,0.006,-0.586,0.644,7.142
39,0.052000000000000005,0.006,-0.586,0.644,7.232
40,0.052000000000000005,0.006,-0.586,0.644,7.322
41,0.29600000000000004,0.006,-0.342,0.644,7.412
42,0.33899999999999997,0.006,-0.299,0.644,7.464
43,0.19899999999999998,0.006,-0.439,0.644,7.51
44,0.196,0.006,-0.442,0.644,7.577
45,0.27899999999999997,0.006,-0.359,0.644,7.645
46,2.0180000000000002,0.006,1.373,0.651,7.7
47,2.0780000000000003,0.006,1.433,0.651,7.49
48,2.31,0.0,1.659,0.651,7.27
49,0.746,0.006,0.101,0.651,7.016
50,0.364,0.006,-0.281,0.651,7.0
51,0.47600000000000003,0.006,-0.169,0.651,7.043
52,0.371,0.006,-0.274,0.651,7.069
53,0.386,0.006,-0.259,0.651,7.111
54,0.386,0.006,-0.259,0.651,7.151
55,0.462,0.006,-0.183,0.651,7.191
56,0.40700000000000003,0.006,-0.238,0.651,7.219
57,0.627,0.006,-0.018,0.651,7.256
58,0.527,3.3120000000000003,3.0,0.839,7.258
59,0.515,3.6959999999999997,3.0,1.211,6.798
60,0.28300000000000003,3.69,3.0,0.973,6.338
61,0.192,3.69,3.0,0.882,5.878
62,0.127,3.684,3.0,0.811,5.418
63,0.127,3.684,3.0,0.811,4.958
64,0.052000000000000005,3.678,3.0,0.73,4.498
65,0.284,3.678,3.0,0.962,4.038
66,0.284,3.678,3.0,0.962,3.578
67,0.052000000000000005,3.678,3.0,0.73,3.118
68,0.052000000000000005,3.6719999999999997,3.0,0.724,2.658
69,0.052000000000000005,3.678,3.0,0.73,2.198
70,0.052000000000000005,2.79,2.191,0.651,1.738
71,0.052000000000000005,0.006,-0.593,0.651,1.402
72,0.052000000000000005,0.006,-0.593,0.651,1.493
73,0.052000000000000005,0.006,-0.593,0.651,1.584
74,0.052000000000000005,0.006,-0.593,0.651,1.675
75,0.284,0.006,-0.361,0.651,1.766
76,0.284,0.006,-0.361,0.651,1.822
77,0.052000000000000005,0.006,-0.593,0.651,1.877
78,0.052000000000000005,0.006,-0.593,0.651,1.968
79,0.052000000000000005,0.006,-0.593,0.651,2.059
80,0.052000000000000005,0.0,-0.599,0.651,2.15
81,0.052000000000000005,0.006,-0.593,0.651,2.242
82,0.052000000000000005,0.006,-0.593,0.651,2.333
83,0.052000000000000005,0.006,-0.593,0.651,2.424
84,0.284,0.006,-0.361,0.651,2.515
85,0.284,0.006,-0.361,0.651,2.57
86,0.052000000000000005,0.0,-0.599,0.651,2.626
87,0.052000000000000005,0.006,-0.593,0.651,2.718
88,0.052000000000000005,0.006,-0.593,0.651,2.809
89,0.052000000000000005,0.006,-0.593,0.651,2.9
90,0.052000000000000005,0.006,-0.593,0.651,2.991
91,0.087,0.0,-0.564,0.651,3.082
92,0.052000000000000005,0.006,-0.593,0.651,3.168
93,0.081,0.006,-0.564,0.651,3.259
94,0.313,0.006,-0.332,0.651,3.346
95,0.313,0.006,-0.332,0.651,3.397
96,0.11599999999999999,0.0,-0.535,0.651,3.448
97,0.233,0.006,-0.412,0.651,3.53
98,0.183,0.006,-0.462,0.651,3.593
99,0.306,0.006,-0.339,0.651,3.664
100,0.27699999999999997,0.006,-0.368,0.651,3.716
101,0.5489999999999999,0.006,-0.096,0.651,3.773
102,0.489,0.0,-0.162,0.651,3.787
103,0.395,0.006,-0.25,0.651,3.812
104,0.237,0.006,-0.408,0.651,3.851
105,0.107,0.006,-0.538,0.651,3.913
106,0.316,0.006,-0.329,0.651,3.996
107,0.366,0.0,-0.285,0.651,4.046
108,0.5479999999999999,0.006,-0.097,0.651,4.09
109,0.598,0.006,-0.047,0.651,4.105
110,0.5479999999999999,0.006,-0.097,0.651,4.112
111,0.361,0.006,-0.284,0.651,4.127
112,0.261,0.0,-0.39,0.651,4.171
113,0.172,0.006,-0.473,0.651,4.231
114,0.184,0.006,-0.461,0.651,4.303
115,0.22399999999999998,0.006,-0.421,0.651,4.374
116,0.316,0.006,-0.329,0.651,4.439
117,0.284,0.0,-0.367,0.651,4.489
118,0.052000000000000005,0.006,-0.593,0.651,4.545
119,0.052000000000000005,0.006,-0.593,0.651,4.636
120,0.052000000000000005,0.006,-0.593,0.651,4.727
121,0.052000000000000005,0.006,-0.593,0.651,4.818
122,0.052000000000000005,0.0,-0.599,0.651,4.909
123,0.052000000000000005,0.006,-0.593,0.651,5.001
124,0.284,0.006,-0.361,0.651,5.092
125,0.284,0.006,-0.361,0.651,5.148
126,0.052000000000000005,0.006,-0.593,0.651,5.203
127,0.052000000000000005,0.0,-0.599,0.651,5.294
128,0.052000000000000005,0.006,-0.593,0.651,5.386
129,0.052000000000000005,0.006,-0.593,0.651,5.477
130,0.052000000000000005,0.006,-0.593,0.651,5.568
131,0.284,0.006,-0.361,0.651,5.659
132,0.284,0.006,-0.361,0.651,5.714
133,0.052000000000000005,0.0,-0.599,0.651,5.77
134,0.052000000000000005,0.006,-0.593,0.651,5.862
135,0.052000000000000005,0.006,-0.593,0.651,5.953
