,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.062,0.006,-0.273,0.341,3.892
1,0.259,0.006,-0.329,0.594,3.934
2,0.19899999999999998,0.006,-0.389,0.594,3.984
3,0.159,0.006,-0.429,0.594,4.044
4,0.35200000000000004,0.006,-0.236,0.594,4.11
5,0.34299999999999997,0.006,-0.245,0.594,4.146
6,0.486,0.006,-0.102,0.594,4.184
7,0.342,0.006,-0.246,0.594,4.199
8,0.289,0.006,-0.299,0.594,4.237
9,0.512,0.006,-0.076,0.594,4.283
10,0.41200000000000003,0.0,-0.182,0.594,4.295
11,0.24100000000000002,0.006,-0.347,0.594,4.323
12,0.366,0.006,-0.222,0.594,4.376
13,0.17300000000000001,0.006,-0.415,0.594,4.41
14,0.049,0.006,-0.539,0.594,4.474
15,0.049,0.006,-0.539,0.594,4.556
16,0.209,0.006,-0.379,0.594,4.639
17,0.209,0.006,-0.379,0.594,4.697
18,0.049,0.006,-0.539,0.594,4.755
19,0.366,0.006,-0.222,0.594,4.838
20,0.366,0.006,-0.222,0.594,4.872
21,0.049,0.006,-0.539,0.594,4.906
22,0.049,0.006,-0.539,0.594,4.989
23,0.049,0.0,-0.545,0.594,5.072
24,0.049,0.006,-0.539,0.594,5.155
25,0.049,0.006,-0.539,0.594,5.238
26,0.209,0.006,-0.379,0.594,5.321
27,0.526,0.006,-0.062,0.594,5.379
28,0.17300000000000001,0.006,-0.415,0.594,5.389
29,0.049,0.006,-0.539,0.594,5.452
30,0.049,0.006,-0.539,0.594,5.535
31,0.049,0.0,-0.545,0.594,5.618
32,0.049,0.006,-0.539,0.594,5.701
33,0.33299999999999996,0.006,-0.255,0.594,5.784
34,0.33299999999999996,0.006,-0.255,0.594,5.823
35,0.242,0.006,-0.346,0.594,5.862
36,0.049,0.0,-0.545,0.594,5.915
37,0.157,0.006,-0.431,0.594,5.999
38,0.257,0.006,-0.331,0.594,6.065
39,0.377,0.006,-0.211,0.594,6.116
40,0.32899999999999996,0.006,-0.259,0.594,6.148
41,0.26899999999999996,0.006,-0.319,0.594,6.188
42,0.462,0.0,-0.132,0.594,6.237
43,0.586,0.006,-0.002,0.594,6.257
44,2.702,0.006,2.114,0.594,6.258
45,0.397,0.006,-0.191,0.594,5.934
46,0.42100000000000004,0.006,-0.167,0.594,5.963
47,0.409,0.0,-0.185,0.594,5.989
48,0.301,0.006,-0.287,0.594,6.017
49,0.405,0.006,-0.183,0.594,6.061
50,0.526,0.006,-0.062,0.594,6.089
51,0.32899999999999996,0.006,-0.259,0.594,6.099
52,0.32899999999999996,0.0,-0.265,0.594,6.139
53,0.061,0.006,-0.527,0.594,6.179
54,0.061,0.006,-0.527,0.594,6.26
55,0.049,0.006,-0.539,0.594,6.341
56,0.049,0.006,-0.539,0.594,6.424
57,0.049,0.0,-0.545,0.594,6.506
58,0.209,0.006,-0.379,0.594,6.59
59,0.526,0.006,-0.062,0.594,6.648
60,0.37799999999999995,0.006,-0.21,0.594,6.658
61,0.061,0.006,-0.527,0.594,6.69
62,0.061,0.006,-0.527,0.594,6.771
63,0.061,0.0,-0.533,0.594,6.852
64,0.049,0.006,-0.539,0.594,6.934
65,0.086,0.006,-0.502,0.594,7.016
66,0.086,0.006,-0.502,0.594,7.093
67,0.27899999999999997,0.006,-0.309,0.594,7.17
68,0.24600000000000002,0.0,-0.348,0.594,7.218
69,0.37,0.006,-0.218,0.594,7.271
70,0.21,0.006,-0.378,0.594,7.305
71,0.086,0.006,-0.502,0.594,7.363
72,0.049,0.006,-0.539,0.594,7.44
