,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,3.684,3.0,0.739,3.39
1,0.055,3.684,2.954,0.785,2.93
2,0.055,3.678,2.948,0.785,2.477
3,0.055,3.684,2.954,0.785,2.025
4,0.055,3.678,2.948,0.785,1.572
5,0.055,3.678,2.948,0.785,1.12
6,0.209,3.5220000000000002,2.946,0.785,0.668
7,0.209,1.9860000000000002,1.41,0.785,0.216
8,0.055,0.522,-0.2,0.777,0.0
9,0.055,0.006,-0.716,0.777,0.031
10,0.055,0.006,-0.716,0.777,0.14
11,0.055,0.006,-0.716,0.777,0.25
12,0.055,0.006,-0.716,0.777,0.36
13,0.055,0.006,-0.716,0.777,0.47
14,0.209,0.006,-0.562,0.777,0.579
15,0.209,0.006,-0.562,0.777,0.666
16,0.055,0.006,-0.716,0.777,0.752
17,0.055,0.006,-0.716,0.777,0.861
18,0.055,0.006,-0.716,0.777,0.971
19,0.055,0.006,-0.716,0.777,1.081
20,0.055,0.006,-0.716,0.777,1.191
21,0.055,0.0,-0.722,0.777,1.3
22,0.055,0.006,-0.716,0.777,1.411
23,0.055,0.006,-0.716,0.777,1.521
24,0.055,0.006,-0.716,0.777,1.631
25,0.055,0.006,-0.716,0.777,1.74
26,0.055,0.006,-0.716,0.777,1.85
27,0.055,0.006,-0.716,0.777,1.96
28,0.055,0.006,-0.716,0.777,2.07
29,0.209,0.006,-0.562,0.777,2.179
30,0.209,0.006,-0.562,0.777,2.265
31,0.055,0.006,-0.716,0.777,2.352
32,0.055,0.006,-0.716,0.777,2.461
33,0.055,0.006,-0.716,0.777,2.571
34,0.055,0.006,-0.716,0.777,2.681
35,0.055,0.0,-0.722,0.777,2.791
36,0.055,0.006,-0.716,0.777,2.901
37,0.055,0.006,-0.716,0.777,3.011
38,0.055,0.006,-0.716,0.777,3.121
39,0.209,0.006,-0.562,0.777,3.231
40,0.209,0.006,-0.562,0.777,3.317
41,0.055,0.006,-0.716,0.777,3.403
42,0.055,0.006,-0.716,0.777,3.513
43,0.055,0.0,-0.722,0.777,3.622
44,0.195,0.006,-0.576,0.777,3.733
45,0.135,0.006,-0.636,0.777,3.821
46,0.315,0.006,-0.456,0.777,3.919
47,0.479,0.006,-0.292,0.777,3.989
48,0.5539999999999999,0.0,-0.223,0.777,4.033
49,0.628,0.006,-0.143,0.777,4.068
50,0.209,0.006,-0.562,0.777,4.089
51,0.055,0.006,-0.716,0.777,4.176
52,0.055,0.006,-0.716,0.777,4.285
53,0.055,0.0,-0.722,0.777,4.395
54,0.055,0.006,-0.716,0.777,4.506
55,0.055,0.006,-0.716,0.777,4.615
56,0.055,0.006,-0.716,0.777,4.725
57,0.055,0.006,-0.716,0.777,4.835
58,0.055,0.0,-0.722,0.777,4.945
59,0.055,0.006,-0.716,0.777,5.055
60,0.055,0.006,-0.716,0.777,5.165
61,0.055,0.006,-0.716,0.777,5.275
62,0.209,0.006,-0.562,0.777,5.385
63,0.209,0.006,-0.562,0.777,5.471
64,0.055,0.0,-0.722,0.777,5.557
65,0.055,0.006,-0.716,0.777,5.668
66,0.055,0.006,-0.716,0.777,5.777
67,0.055,0.006,-0.716,0.777,5.887
68,0.055,0.006,-0.716,0.777,5.997
69,0.055,0.0,-0.722,0.777,6.107
70,0.055,0.006,-0.716,0.777,6.217
71,0.209,0.006,-0.562,0.777,6.327
72,0.348,0.006,-0.423,0.777,6.413
73,0.207,0.006,-0.564,0.777,6.478
74,2.4859999999999998,0.0,1.709,0.777,6.564
75,2.526,0.006,1.755,0.777,6.302
76,0.055,0.006,-0.716,0.777,6.033
77,0.055,0.006,-0.716,0.777,6.143
78,0.055,0.006,-0.716,0.777,6.253
79,0.055,0.0,-0.722,0.777,6.362
80,0.055,0.006,-0.716,0.777,6.473
81,0.055,0.006,-0.716,0.777,6.583
82,0.209,0.006,-0.562,0.777,6.693
83,0.209,0.006,-0.562,0.777,6.779
84,0.207,0.006,-0.564,0.777,6.865
85,0.207,0.0,-0.57,0.777,6.951
86,0.207,0.006,-0.564,0.777,7.039
87,0.19399999999999998,0.006,-0.577,0.777,7.125
88,0.348,0.006,-0.423,0.777,7.214
89,0.348,0.006,-0.423,0.777,7.278
90,0.467,0.0,-0.31,0.777,7.343
91,0.326,0.006,-0.445,0.777,7.391
92,0.326,0.006,-0.445,0.777,7.459
93,0.207,0.006,-0.564,0.777,7.527
94,0.207,0.006,-0.564,0.777,7.614
95,0.207,2.55,1.331,1.426,7.7
96,0.3,3.6959999999999997,2.57,1.426,7.496
97,0.631,3.69,2.895,1.426,7.102
98,0.327,3.684,2.585,1.426,6.658
99,2.6060000000000003,3.684,3.0,3.29,6.262
100,2.6060000000000003,3.678,3.0,3.284,5.802
101,0.387,3.684,2.645,1.426,5.342
102,0.387,3.678,2.639,1.426,4.936
103,0.5770000000000001,3.678,2.829,1.426,4.531
104,2.911,3.678,3.0,3.589,4.098
105,2.951,2.016,3.0,1.967,3.638
106,2.86,0.006,1.44,1.426,3.178
107,0.376,0.006,-1.044,1.426,2.957
108,0.376,0.006,-1.044,1.426,3.117
109,0.449,0.006,-0.971,1.426,3.277
110,0.489,0.0,-0.937,1.426,3.426
111,0.6920000000000001,0.006,-0.728,1.426,3.57
112,0.7120000000000001,1.8479999999999999,1.134,1.426,3.681
113,0.498,3.69,2.762,1.426,3.507
114,0.498,3.684,2.756,1.426,3.084
115,0.498,3.69,2.762,1.426,2.661
116,0.5579999999999999,3.678,2.81,1.426,2.238
117,0.465,3.684,2.723,1.426,1.807
118,0.525,2.3040000000000003,1.403,1.426,1.39
119,0.465,0.006,-0.955,1.426,1.174
120,0.5920000000000001,0.006,-0.828,1.426,1.321
121,0.611,0.006,-0.809,1.426,1.448
122,0.7879999999999999,0.006,-0.632,1.426,1.572
123,0.7070000000000001,0.006,-0.713,1.426,1.669
124,0.767,0.0,-0.659,1.426,1.778
125,0.677,0.006,-0.743,1.426,1.879
126,0.535,0.006,-0.885,1.426,1.993
127,0.535,0.006,-0.885,1.426,2.129
128,0.7290000000000001,0.006,-0.691,1.426,2.265
129,0.742,0.006,-0.678,1.426,2.371
130,0.555,0.006,-0.865,1.426,2.475
131,0.998,0.006,-0.422,1.426,2.607
132,0.767,0.006,-0.653,1.426,2.672
133,0.716,0.006,-0.704,1.426,2.772
134,0.81,0.006,-0.61,1.426,2.88
135,0.765,0.006,-0.655,1.426,2.974
136,2.944,0.006,1.524,1.426,3.074
137,2.861,0.006,1.441,1.426,2.84
138,0.679,0.0,-0.747,1.426,2.619
139,0.6459999999999999,0.006,-0.774,1.426,2.734
140,0.6459999999999999,0.006,-0.774,1.426,2.853
141,0.055,0.006,-1.365,1.426,2.971
142,0.055,0.006,-1.365,1.426,3.181
143,0.055,0.006,3.0,-2.939,3.39
