,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.0,-0.221,0.266,3.884
1,0.045,0.0,-0.221,0.266,3.918
2,0.045,0.006,-0.215,0.266,3.952
3,0.228,0.006,-0.032,0.266,3.985
4,0.228,0.006,-0.032,0.266,3.99
5,0.045,0.006,-0.215,0.266,3.995
6,0.045,0.0,-0.221,0.266,4.028
7,0.045,0.0,-0.221,0.266,4.062
8,0.045,0.006,-0.215,0.266,4.096
9,0.17600000000000002,0.006,-0.084,0.266,4.129
10,0.359,0.006,0.099,0.266,4.141
11,0.228,0.006,-0.032,0.266,4.126
12,0.045,0.006,-0.215,0.266,4.131
13,0.045,0.006,-0.215,0.266,4.164
14,0.045,0.006,-0.215,0.266,4.197
15,0.045,0.006,-0.215,0.266,4.23
16,0.228,0.006,-0.032,0.266,4.263
17,0.228,0.006,-0.032,0.266,4.268
18,0.228,0.006,-0.032,0.266,4.273
19,0.17600000000000002,0.006,-0.084,0.266,4.278
20,0.17600000000000002,0.006,-0.084,0.266,4.291
21,0.045,0.006,-0.215,0.266,4.304
22,0.045,0.0,-0.221,0.266,4.337
23,0.045,0.0,-0.221,0.266,4.371
24,0.045,0.006,-0.215,0.266,4.405
25,0.228,0.006,-0.032,0.266,4.438
26,0.228,0.006,-0.032,0.266,4.443
27,0.045,0.006,-0.215,0.266,4.448
28,0.045,0.0,-0.221,0.266,4.481
29,0.17600000000000002,0.006,-0.084,0.266,4.515
30,0.045,0.006,-0.215,0.266,4.528
31,0.045,0.006,-0.215,0.266,4.561
32,0.045,0.006,-0.215,0.266,4.594
33,0.045,0.006,-0.215,0.266,4.627
34,0.228,0.0,-0.038,0.266,4.66
35,0.359,0.006,0.099,0.266,4.665
36,0.045,0.006,-0.215,0.266,4.65
37,0.045,0.006,-0.215,0.266,4.683
38,0.165,0.006,-0.095,0.266,4.716
39,0.265,0.0,-0.001,0.266,4.731
40,0.521,0.006,0.261,0.266,4.731
41,8.566,0.006,3.0,5.572,4.691
42,0.865,0.006,0.605,0.266,4.231
43,0.045,0.006,-0.215,0.266,4.138
44,0.045,0.0,-0.221,0.266,4.171
45,0.228,0.006,-0.032,0.266,4.205
46,0.228,0.006,-0.032,0.266,4.21
47,0.17600000000000002,0.006,-0.084,0.266,4.215
48,0.17600000000000002,0.006,-0.084,0.266,4.228
49,0.045,0.006,-0.215,0.266,4.241
50,0.045,0.0,-0.221,0.266,4.274
51,0.045,0.006,-0.215,0.266,4.308
52,0.228,0.006,-0.032,0.266,4.341
53,0.228,0.006,-0.032,0.266,4.346
54,0.228,0.006,-0.032,0.266,4.351
55,0.045,0.0,-0.221,0.266,4.356
56,0.057999999999999996,0.006,-0.202,0.266,4.39
57,0.057999999999999996,0.006,-0.202,0.266,4.421
58,0.057999999999999996,0.006,-0.202,0.266,4.452
59,0.071,0.006,-0.189,0.266,4.483
60,0.045,0.0,-0.221,0.266,4.512
61,0.045,0.006,-0.215,0.266,4.546
62,0.228,0.006,-0.032,0.266,4.579
63,0.359,0.006,0.099,0.266,4.584
64,1.899,0.006,1.639,0.266,4.569
65,0.071,0.006,-0.189,0.266,4.317
66,0.071,0.0,-0.195,0.266,4.346
67,0.08800000000000001,0.006,-0.172,0.266,4.376
68,0.045,0.006,-0.215,0.266,4.403
69,0.045,0.006,-0.215,0.266,4.436
70,0.17600000000000002,0.006,-0.084,0.266,4.469
71,0.045,0.0,-0.221,0.266,4.482
72,0.228,0.006,-0.032,0.266,4.516
73,0.228,0.006,-0.032,0.266,4.521
74,0.045,0.006,-0.215,0.266,4.525
75,0.045,0.006,-0.215,0.266,4.558
76,0.045,0.0,-0.221,0.266,4.591
77,0.045,0.006,-0.215,0.266,4.625
78,0.045,0.006,-0.215,0.266,4.658
79,0.17600000000000002,0.006,-0.084,0.266,4.691
80,0.359,0.006,0.099,0.266,4.704
81,0.228,0.006,-0.032,0.266,4.689
82,0.045,0.0,-0.221,0.266,4.694
83,0.045,0.006,-0.215,0.266,4.728
84,0.045,0.006,-0.215,0.266,4.761
85,0.17600000000000002,0.006,-0.084,0.266,4.794
86,0.17600000000000002,0.006,-0.084,0.266,4.807
87,0.045,0.0,-0.221,0.266,4.82
88,0.228,0.006,-0.032,0.266,4.854
89,0.228,0.006,-0.032,0.266,4.859
90,0.045,0.006,-0.215,0.266,4.864
91,0.045,0.006,-0.215,0.266,4.897
92,0.045,0.0,-0.221,0.266,4.93
93,0.045,0.006,-0.215,0.266,4.964
94,0.045,0.006,-0.215,0.266,4.997
95,0.08800000000000001,0.006,-0.172,0.266,5.03
96,0.175,0.006,-0.085,0.266,5.056
97,0.195,0.006,-0.065,0.266,5.069
98,0.358,0.0,0.092,0.266,5.079
99,0.8240000000000001,0.006,0.564,0.266,5.065
100,0.701,0.006,0.441,0.266,4.979
101,0.496,0.006,0.236,0.266,4.911
102,0.628,0.006,0.368,0.266,4.875
103,0.5660000000000001,0.0,0.3,0.266,4.819
104,0.526,0.006,0.266,0.266,4.773
105,0.6559999999999999,0.006,0.396,0.266,4.732
