,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.006,-0.185,0.236,3.878
1,0.045,0.006,-0.185,0.236,3.907
2,0.045,0.0,-0.191,0.236,3.935
3,0.045,0.006,-0.185,0.236,3.964
4,0.045,0.006,-0.185,0.236,3.993
5,0.045,0.006,-0.185,0.236,4.021
6,0.045,0.006,-0.185,0.236,4.049
7,0.045,0.0,-0.191,0.236,4.078
8,0.045,0.006,-0.185,0.236,4.107
9,0.045,0.006,-0.185,0.236,4.135
10,0.24,0.006,0.01,0.236,4.164
11,0.24,0.006,0.01,0.236,4.162
12,0.045,0.006,-0.185,0.236,4.16
13,0.045,0.0,-0.191,0.236,4.189
14,0.045,0.006,-0.185,0.236,4.218
15,0.045,0.006,-0.185,0.236,4.246
16,0.045,0.006,-0.185,0.236,4.275
17,0.24,0.006,0.01,0.236,4.303
18,0.24,0.0,0.004,0.236,4.302
19,0.045,0.006,-0.185,0.236,4.301
20,0.045,0.006,-0.185,0.236,4.329
21,0.045,0.006,-0.185,0.236,4.358
22,0.045,0.006,-0.185,0.236,4.386
23,0.045,0.0,-0.191,0.236,4.414
24,0.24,0.006,0.01,0.236,4.444
25,0.24,0.006,0.01,0.236,4.442
26,0.045,0.006,-0.185,0.236,4.44
27,0.045,0.006,-0.185,0.236,4.469
28,0.045,0.006,-0.185,0.236,4.497
29,0.045,0.0,-0.191,0.236,4.525
30,0.045,0.006,-0.185,0.236,4.555
31,0.24,0.006,0.01,0.236,4.583
32,0.24,0.006,0.01,0.236,4.582
33,0.24,0.006,0.01,0.236,4.58
34,0.045,0.0,-0.191,0.236,4.578
35,0.045,0.006,-0.185,0.236,4.608
36,0.045,0.006,-0.185,0.236,4.636
37,0.045,0.006,-0.185,0.236,4.664
38,0.045,0.006,-0.185,0.236,4.693
39,0.045,0.0,-0.191,0.236,4.721
40,0.24,0.006,0.01,0.236,4.75
41,0.24,0.006,0.01,0.236,4.749
42,0.045,0.006,-0.185,0.236,4.747
43,0.045,0.006,-0.185,0.236,4.776
44,0.045,0.0,-0.191,0.236,4.804
45,0.045,0.006,-0.185,0.236,4.833
46,0.045,0.006,-0.185,0.236,4.861
47,0.24,0.006,0.01,0.236,4.89
48,0.24,0.006,0.01,0.236,4.888
49,0.045,0.006,-0.185,0.236,4.887
50,0.045,0.0,-0.191,0.236,4.915
51,0.045,0.006,-0.185,0.236,4.944
52,0.045,0.006,-0.185,0.236,4.973
53,0.045,0.006,-0.185,0.236,5.001
54,0.045,0.006,-0.185,0.236,5.029
55,0.24,0.0,0.004,0.236,5.058
56,0.24,0.006,0.01,0.236,5.057
57,0.045,0.006,-0.185,0.236,5.055
58,0.045,0.006,-0.185,0.236,5.084
59,0.045,0.006,-0.185,0.236,5.112
60,0.045,0.0,-0.191,0.236,5.14
61,0.24,0.006,0.01,0.236,5.17
62,0.24,0.006,0.01,0.236,5.168
63,0.24,0.006,0.01,0.236,5.167
64,0.045,0.006,-0.185,0.236,5.165
65,0.045,0.0,-0.191,0.236,5.193
66,0.045,0.006,-0.185,0.236,5.223
67,0.045,0.006,-0.185,0.236,5.251
68,0.24,0.006,0.01,0.236,5.279
69,0.24,0.006,0.01,0.236,5.278
70,0.045,0.006,-0.185,0.236,5.276
71,0.045,0.0,-0.191,0.236,5.305
72,0.045,0.006,-0.185,0.236,5.334
73,0.045,0.006,-0.185,0.236,5.362
74,0.045,0.006,-0.185,0.236,5.391
75,0.24,0.006,0.01,0.236,5.419
76,0.24,0.0,0.004,0.236,5.417
77,0.045,0.006,-0.185,0.236,5.417
78,0.045,0.006,-0.185,0.236,5.445
79,0.045,0.006,-0.185,0.236,5.473
80,0.045,0.006,-0.185,0.236,5.502
81,0.045,0.0,-0.191,0.236,5.53
82,0.045,0.006,-0.185,0.236,5.559
83,0.24,0.006,0.01,0.236,5.588
84,0.24,0.006,0.01,0.236,5.586
85,0.045,0.006,-0.185,0.236,5.585
86,0.045,0.0,-0.191,0.236,5.613
87,0.045,0.006,-0.185,0.236,5.642
88,0.045,0.006,-0.185,0.236,5.67
89,0.045,0.006,-0.185,0.236,5.699
90,0.045,0.006,-0.185,0.236,5.727
91,0.045,0.006,-0.185,0.236,5.756
92,0.24,0.0,0.004,0.236,5.784
93,0.272,0.006,0.042,0.236,5.783
94,0.077,0.006,-0.153,0.236,5.777
95,0.077,0.006,-0.153,0.236,5.8
96,0.077,0.006,-0.153,0.236,5.824
97,0.287,0.0,0.051,0.236,5.847
98,0.435,0.006,0.205,0.236,5.839
99,0.435,0.006,0.205,0.236,5.808
100,0.435,0.006,0.205,0.236,5.776
101,0.355,0.006,0.125,0.236,5.745
102,0.28300000000000003,0.0,0.047,0.236,5.726
103,0.28300000000000003,0.006,0.053,0.236,5.718
104,0.32299999999999995,0.006,0.093,0.236,5.71
105,0.675,0.006,0.445,0.236,5.696
106,0.485,0.006,0.255,0.236,5.628
107,0.29,0.0,0.054,0.236,5.589
108,0.29,0.006,0.06,0.236,5.58
109,0.29,0.006,0.06,0.236,5.571
110,0.21,0.006,-0.02,0.236,5.562
111,0.322,0.006,0.092,0.236,5.565
112,0.222,0.0,-0.014,0.236,5.551
113,0.24100000000000002,0.006,0.011,0.236,5.553
114,0.201,0.006,-0.029,0.236,5.551
115,0.313,0.006,0.083,0.236,5.556
116,1.345,0.006,1.115,0.236,5.543
117,0.423,0.006,0.193,0.236,5.372
118,0.523,0.0,0.287,0.236,5.342
119,2.372,0.006,2.142,0.236,5.298
