,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.044000000000000004,0.006,-0.322,0.372,3.899
1,0.044000000000000004,0.006,-0.296,0.346,3.949
2,0.044000000000000004,0.0,-0.289,0.333,3.994
3,0.044000000000000004,0.006,-0.239,0.289,4.038
4,0.044000000000000004,0.006,-0.24,0.29,4.075
5,0.198,0.006,-0.241,0.445,4.112
6,0.198,0.006,-0.26,0.464,4.149
7,0.044000000000000004,0.0,-0.331,0.375,4.189
8,0.044000000000000004,0.006,-0.354,0.404,4.239
9,0.39299999999999996,0.006,-0.378,0.777,4.294
10,0.244,0.006,-0.412,0.662,4.351
11,0.141,0.006,-0.398,0.545,4.415
12,0.141,0.006,-0.421,0.568,4.476
13,0.044000000000000004,0.0,-0.428,0.472,4.54
14,0.044000000000000004,0.006,-0.391,0.441,4.606
15,0.198,0.006,-0.367,0.571,4.666
16,0.198,0.006,-0.396,0.6,4.722
17,0.39299999999999996,0.006,-0.402,0.801,4.783
18,0.39299999999999996,0.0,-0.361,0.754,4.844
19,0.044000000000000004,0.006,-0.379,0.429,4.9
20,0.044000000000000004,0.006,-0.406,0.456,4.958
21,0.044000000000000004,0.006,-0.392,0.442,5.02
22,0.141,0.006,-0.383,0.53,5.08
23,0.295,0.0,-0.403,0.698,5.139
24,0.39799999999999996,0.006,-0.37,0.774,5.201
25,0.39299999999999996,0.006,-0.35,0.749,5.258
26,0.244,0.006,-0.387,0.637,5.311
27,0.044000000000000004,0.006,-0.402,0.452,5.371
28,0.044000000000000004,0.006,-0.403,0.453,5.432
29,0.198,0.0,-0.41,0.608,5.494
30,0.295,0.006,-0.4,0.701,5.557
31,0.044000000000000004,0.006,-0.405,0.455,5.618
32,0.044000000000000004,0.006,-0.398,0.448,5.68
33,0.39299999999999996,0.006,-0.382,0.781,5.741
34,0.39299999999999996,0.0,-0.371,0.764,5.8
35,0.044000000000000004,0.006,-0.381,0.431,5.857
36,0.141,0.006,-0.389,0.536,5.915
37,0.141,0.006,-0.406,0.553,5.975
38,0.198,0.006,-0.406,0.61,6.037
39,0.198,0.0,-0.366,0.564,6.099
40,0.044000000000000004,0.006,-0.239,0.289,6.156
41,0.193,0.006,-0.228,0.427,6.192
42,0.044000000000000004,0.006,-0.288,0.338,6.227
43,0.044000000000000004,0.006,-0.156,0.206,6.271
44,0.244,0.0,0.05,0.194,6.295
45,0.341,0.006,-0.136,0.483,6.288
46,0.198,0.006,-0.136,0.34,6.308
47,0.198,0.006,-0.082,0.286,6.329
48,0.193,0.006,0.083,0.116,6.342
49,0.193,0.006,-0.049,0.248,6.329
50,0.141,0.0,-0.093,0.234,6.337
51,0.141,0.006,-0.045,0.192,6.351
52,0.244,0.006,-0.122,0.372,6.358
53,0.244,0.006,-0.085,0.335,6.377
54,0.198,0.006,-0.116,0.32,6.39
55,0.198,0.0,-0.168,0.366,6.407
56,0.044000000000000004,0.006,-0.111,0.161,6.433
57,0.044000000000000004,0.006,0.19,-0.14,6.45
58,0.29,0.006,-0.012,0.308,6.421
59,0.193,0.006,0.159,0.04,6.423
60,0.244,0.0,0.106,0.138,6.398
61,0.244,0.006,0.139,0.111,6.382
62,0.198,0.006,0.074,0.13,6.361
63,0.198,0.006,0.238,-0.034,6.35
64,0.044000000000000004,0.006,-0.162,0.212,6.313
65,0.044000000000000004,0.0,-0.085,0.129,6.338
66,0.193,0.006,-0.05,0.249,6.351
