,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.006,-0.322,0.377,3.899
1,0.049,0.006,-0.296,0.351,3.949
2,0.049,0.0,-0.289,0.338,3.994
3,0.049,0.006,-0.239,0.294,4.038
4,0.049,0.006,-0.24,0.295,4.075
5,0.049,0.006,-0.241,0.296,4.112
6,0.049,0.006,-0.26,0.315,4.149
7,0.049,0.006,-0.331,0.386,4.189
8,0.27,0.0,-0.354,0.624,4.239
9,0.27,0.006,-0.378,0.654,4.294
10,0.049,0.006,-0.412,0.467,4.351
11,0.049,0.006,-0.398,0.453,4.415
12,0.049,0.006,-0.421,0.476,4.476
13,0.049,0.0,-0.428,0.477,4.54
14,0.049,0.006,-0.391,0.446,4.606
15,0.21,0.006,-0.367,0.583,4.666
16,0.431,0.006,-0.396,0.833,4.722
17,0.27,0.006,-0.402,0.678,4.783
18,0.27,0.0,-0.361,0.631,4.844
19,0.049,0.006,-0.379,0.434,4.9
20,0.049,0.006,-0.406,0.461,4.958
21,0.049,0.006,-0.392,0.447,5.02
22,0.21,0.006,-0.383,0.599,5.08
23,0.21,0.0,-0.403,0.613,5.139
24,0.049,0.006,-0.37,0.425,5.201
25,0.27,0.006,-0.35,0.626,5.258
26,0.27,0.006,-0.387,0.663,5.311
27,0.049,0.006,-0.402,0.457,5.371
28,0.049,0.0,-0.403,0.452,5.432
29,0.21,0.006,-0.41,0.626,5.494
30,0.21,0.006,-0.4,0.616,5.557
31,0.049,0.006,-0.405,0.46,5.618
32,0.049,0.006,-0.398,0.453,5.68
33,0.049,0.006,-0.382,0.437,5.741
34,0.27,0.0,-0.371,0.641,5.8
35,0.531,0.006,-0.381,0.918,5.857
36,0.578,0.006,-0.389,0.973,5.915
37,0.049,0.006,-0.406,0.461,5.975
38,0.049,0.006,-0.406,0.461,6.037
39,0.049,0.0,-0.366,0.415,6.099
40,0.049,0.006,-0.239,0.294,6.156
41,0.212,0.006,-0.228,0.446,6.192
42,0.557,0.006,-0.288,0.851,6.227
