,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.054000000000000006,0.0,0.382,-0.328,3.791
1,0.054000000000000006,0.0,0.34,-0.286,3.733
2,0.054000000000000006,0.0,0.349,-0.295,3.681
3,0.054000000000000006,0.0,0.384,-0.33,3.627
4,0.054000000000000006,0.0,0.381,-0.327,3.568
5,0.054000000000000006,0.0,0.392,-0.338,3.51
6,0.054000000000000006,0.0,0.378,-0.324,3.45
7,0.16,0.0,0.361,-0.201,3.392
8,0.35700000000000004,0.0,0.398,-0.041,3.337
9,0.251,0.0,0.388,-0.137,3.276
10,0.251,0.0,0.361,-0.11,3.216
11,0.054000000000000006,0.0,0.36,-0.306,3.161
12,0.054000000000000006,0.0,0.348,-0.294,3.105
13,0.054000000000000006,0.0,0.355,-0.301,3.052
14,0.054000000000000006,0.0,0.372,-0.318,2.998
15,0.054000000000000006,0.0,0.402,-0.348,2.941
16,0.054000000000000006,0.0,0.386,-0.332,2.879
17,0.054000000000000006,0.0,0.364,-0.31,2.82
18,0.35700000000000004,0.0,0.396,-0.039,2.764
19,0.35700000000000004,0.0,0.381,-0.024,2.703
20,0.054000000000000006,0.0,0.361,-0.307,2.645
21,0.054000000000000006,0.0,0.472,-0.418,2.59
22,0.054000000000000006,0.0,0.477,-0.423,2.517
23,0.054000000000000006,0.0,0.379,-0.325,2.444
24,0.054000000000000006,0.0,0.406,-0.352,2.386
25,0.054000000000000006,0.0,0.412,-0.358,2.324
26,0.16,0.0,0.375,-0.215,2.261
27,0.251,0.0,0.36,-0.109,2.203
28,0.251,0.0,0.377,-0.126,2.148
29,0.054000000000000006,0.0,0.369,-0.315,2.09
30,0.054000000000000006,0.0,0.374,-0.32,2.034
31,0.054000000000000006,0.0,0.373,-0.319,1.976
32,0.16,0.0,0.383,-0.223,1.919
33,0.16,0.0,0.391,-0.231,1.86
34,0.054000000000000006,0.0,0.416,-0.362,1.8
35,0.251,0.0,0.409,-0.158,1.737
36,0.251,0.0,0.39,-0.139,1.674
37,0.054000000000000006,0.0,0.379,-0.325,1.614
38,0.054000000000000006,0.0,0.369,-0.315,1.556
39,0.16,0.1,0.295,-0.235,1.499
40,0.16,0.1,0.403,-0.343,1.454
41,0.054000000000000006,0.1,0.412,-0.458,1.392
42,0.054000000000000006,0.1,0.459,-0.505,1.329
43,0.251,0.1,0.582,-0.431,1.259
44,0.251,0.1,0.651,-0.5,1.17
45,0.054000000000000006,0.3,0.297,-0.543,1.07
46,0.054000000000000006,0.3,0.285,-0.531,1.024
47,0.054000000000000006,0.3,0.4,-0.646,0.981
48,0.16,0.3,0.541,-0.681,0.919
49,0.16,0.3,0.38,-0.52,0.836
50,0.054000000000000006,0.3,0.36,-0.606,0.778
51,0.251,0.6,0.07,-0.419,0.723
52,0.251,0.6,0.024,-0.373,0.712
53,0.054000000000000006,0.6,0.045,-0.591,0.708
54,0.054000000000000006,0.6,0.101,-0.647,0.701
55,0.054000000000000006,0.6,-0.124,-0.422,0.686
56,0.054000000000000006,0.6,0.119,-0.665,0.705
57,0.16,1.0,-0.109,-0.731,0.687
58,0.35700000000000004,1.0,-0.398,-0.245,0.703
59,0.251,1.0,-0.181,-0.568,0.764
60,0.054000000000000006,1.0,-0.24,-0.706,0.792
61,0.054000000000000006,1.0,-0.293,-0.653,0.829
62,0.054000000000000006,1.0,-0.258,-0.688,0.874
63,0.054000000000000006,1.6,-0.721,-0.825,0.913
64,0.054000000000000006,1.6,-1.124,-0.422,1.024
65,0.054000000000000006,1.6,-1.077,-0.469,1.196
66,0.251,1.6,-1.046,-0.303,1.361
67,0.35700000000000004,1.6,-1.083,-0.16,1.522
68,0.16,1.6,-0.963,-0.477,1.688
69,0.054000000000000006,2.0,-1.371,-0.575,1.836
70,0.054000000000000006,2.0,-1.291,-0.655,2.046
71,0.054000000000000006,2.0,-1.148,-0.798,2.244
72,0.054000000000000006,2.0,-1.108,-0.838,2.42
73,0.054000000000000006,2.0,-1.148,-0.798,2.59
74,0.251,2.0,-1.128,-0.621,2.766
75,0.251,2.2,-1.572,-0.377,2.939
76,0.054000000000000006,2.2,-1.745,-0.401,3.18
77,0.054000000000000006,2.2,-1.67,-0.476,3.447
78,0.054000000000000006,2.2,-1.807,-0.339,3.703
79,0.054000000000000006,2.2,-1.689,-0.457,3.98
80,0.054000000000000006,2.2,-1.448,-0.698,4.239
81,0.054000000000000006,2.0,-1.59,-0.356,4.461
82,0.251,2.0,-1.395,-0.354,4.705
83,0.251,2.0,-1.473,-0.276,4.919
84,0.16,2.0,-1.364,-0.476,5.145
85,0.16,2.0,-1.427,-0.413,5.354
86,0.054000000000000006,2.0,-1.426,-0.52,5.573
87,0.054000000000000006,1.8,-1.272,-0.474,5.791
88,0.054000000000000006,1.8,-1.367,-0.379,5.986
89,0.054000000000000006,1.8,-1.273,-0.473,6.196
90,0.251,1.8,-0.948,-0.601,6.391
91,0.251,1.8,-1.064,-0.485,6.537
