,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.0,0.382,-0.337,3.791
1,0.045,0.0,0.34,-0.295,3.733
2,0.045,0.0,0.349,-0.304,3.681
3,0.045,0.0,0.384,-0.339,3.627
4,0.045,0.0,0.381,-0.336,3.568
5,0.045,0.0,0.392,-0.347,3.51
6,0.045,0.0,0.378,-0.333,3.45
7,0.045,0.0,0.361,-0.316,3.392
8,0.045,0.0,0.398,-0.353,3.337
9,0.045,0.0,0.388,-0.343,3.276
10,0.24,0.0,0.361,-0.121,3.216
11,0.24,0.0,0.36,-0.12,3.161
12,0.045,0.0,0.348,-0.303,3.105
13,0.045,0.0,0.355,-0.31,3.052
14,0.045,0.0,0.372,-0.327,2.998
15,0.045,0.0,0.402,-0.357,2.941
16,0.045,0.0,0.386,-0.341,2.879
17,0.24,0.0,0.364,-0.124,2.82
18,0.24,0.0,0.396,-0.156,2.764
19,0.045,0.0,0.381,-0.336,2.703
20,0.045,0.0,0.361,-0.316,2.645
21,0.045,0.0,0.472,-0.427,2.59
22,0.045,0.0,0.477,-0.432,2.517
23,0.045,0.0,0.379,-0.334,2.444
24,0.24,0.0,0.406,-0.166,2.386
25,0.24,0.0,0.412,-0.172,2.324
26,0.045,0.0,0.375,-0.33,2.261
27,0.045,0.0,0.36,-0.315,2.203
28,0.045,0.0,0.377,-0.332,2.148
29,0.045,0.0,0.369,-0.324,2.09
30,0.045,0.0,0.374,-0.329,2.034
31,0.24,0.0,0.373,-0.133,1.976
32,0.24,0.0,0.383,-0.143,1.919
33,0.24,0.0,0.391,-0.151,1.86
34,0.045,0.0,0.416,-0.371,1.8
35,0.045,0.0,0.409,-0.364,1.737
36,0.045,0.0,0.39,-0.345,1.674
37,0.045,0.0,0.379,-0.334,1.614
38,0.045,0.0,0.369,-0.324,1.556
39,0.045,0.1,0.295,-0.35,1.499
40,0.24,0.1,0.403,-0.263,1.454
41,0.24,0.1,0.412,-0.272,1.392
42,0.045,0.1,0.459,-0.514,1.329
43,0.045,0.1,0.582,-0.637,1.259
44,0.045,0.1,0.651,-0.706,1.17
45,0.045,0.3,0.297,-0.552,1.07
46,0.045,0.3,0.285,-0.54,1.024
47,0.24,0.3,0.4,-0.46,0.981
48,0.24,0.3,0.541,-0.601,0.919
49,0.045,0.3,0.38,-0.635,0.836
50,0.045,0.3,0.36,-0.615,0.778
51,0.045,0.6,0.07,-0.625,0.723
52,0.045,0.6,0.024,-0.579,0.712
53,0.045,0.6,0.045,-0.6,0.708
54,0.045,0.6,0.101,-0.656,0.701
55,0.24,0.6,-0.124,-0.236,0.686
56,0.24,0.6,0.119,-0.479,0.705
57,0.045,1.0,-0.109,-0.846,0.687
58,0.045,1.0,-0.398,-0.557,0.703
59,0.045,1.0,-0.181,-0.774,0.764
60,0.045,1.0,-0.24,-0.715,0.792
61,0.24,1.0,-0.293,-0.467,0.829
62,0.24,1.0,-0.258,-0.502,0.874
63,0.24,1.6,-0.721,-0.639,0.913
64,0.045,1.6,-1.124,-0.431,1.024
65,0.045,1.6,-1.077,-0.478,1.196
66,0.045,1.6,-1.046,-0.509,1.361
67,0.045,1.6,-1.083,-0.472,1.522
68,0.24,1.6,-0.963,-0.397,1.688
69,0.24,2.0,-1.371,-0.389,1.836
70,0.045,2.0,-1.291,-0.664,2.046
71,0.045,2.0,-1.148,-0.807,2.244
72,0.045,2.0,-1.108,-0.847,2.42
73,0.045,2.0,-1.148,-0.807,2.59
74,0.045,2.0,-1.128,-0.827,2.766
75,0.24,2.2,-1.572,-0.388,2.939
76,0.24,2.2,-1.745,-0.215,3.18
77,0.045,2.2,-1.67,-0.485,3.447
78,0.045,2.2,-1.807,-0.348,3.703
79,0.045,2.2,-1.689,-0.466,3.98
80,0.045,2.2,-1.448,-0.707,4.239
81,0.045,2.0,-1.59,-0.365,4.461
82,0.045,2.0,-1.395,-0.56,4.705
83,0.24,2.0,-1.473,-0.287,4.919
84,0.24,2.0,-1.364,-0.396,5.145
85,0.045,2.0,-1.427,-0.528,5.354
86,0.045,2.0,-1.426,-0.529,5.573
87,0.045,1.8,-1.272,-0.483,5.791
88,0.045,1.8,-1.367,-0.388,5.986
89,0.045,1.8,-1.273,-0.482,6.196
90,0.045,1.8,-0.948,-0.807,6.391
91,0.045,1.8,-1.064,-0.691,6.537
92,0.24,1.8,-1.152,-0.408,6.7
93,0.272,1.4,-0.834,-0.294,6.877
94,0.077,1.4,-0.602,-0.721,7.004
95,0.077,1.4,-0.659,-0.664,7.097
96,0.077,1.4,-0.73,-0.593,7.198
97,0.287,1.4,-0.784,-0.329,7.31
98,0.435,1.4,-0.626,-0.339,7.43
99,0.435,1.0,-0.014,-0.551,7.526
100,0.435,1.0,0.014,-0.579,7.528
101,0.355,1.0,-0.341,-0.304,7.526
102,0.28300000000000003,1.0,-0.259,-0.458,7.578
103,0.28300000000000003,1.0,-0.248,-0.469,7.618
104,0.32299999999999995,1.0,-0.289,-0.388,7.656
105,0.675,0.4,0.322,-0.047,7.7
106,0.485,0.4,0.273,-0.188,7.651
107,0.29,0.4,0.389,-0.499,7.609
108,0.29,0.4,0.563,-0.673,7.549
109,0.29,0.4,0.435,-0.545,7.463
110,0.21,0.4,0.479,-0.669,7.396
111,0.322,0.1,0.774,-0.552,7.323
112,0.222,0.1,0.865,-0.743,7.204
113,0.24100000000000002,0.1,0.92,-0.779,7.071
114,0.201,0.1,0.829,-0.728,6.93
115,0.313,0.1,0.684,-0.471,6.803
116,1.345,0.1,0.73,0.515,6.698
117,0.423,0.0,0.708,-0.285,6.586
118,0.523,0.0,0.647,-0.124,6.478
119,2.372,0.0,0.733,1.639,6.378
120,0.608,0.0,0.855,-0.247,6.266
121,0.628,0.0,0.737,-0.109,6.135
