;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81
0;3.600000000000001e-05;4.4000000000000006e-05;5.4000000000000005e-05;4.8e-05;3.5000000000000004e-05;5.2000000000000004e-05;5.5e-05;4.2999999999999995e-05;5.9000000000000004e-05;5.7e-05;4.9000000000000005e-05;9.2e-05;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;8.7e-05;4.8e-05;4.9000000000000005e-05;5.3e-05;5.1e-05;4.4999999999999996e-05;5.4000000000000005e-05;5.5e-05;5.4000000000000005e-05;5e-05;3.4000000000000007e-05;5.1e-05;2.7999999999999996e-05;5.4000000000000005e-05;5.3e-05;5.3e-05;5.599999999999999e-05;5.7e-05;4.4999999999999996e-05;4.2999999999999995e-05;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;5.4000000000000005e-05;5e-05;2.9e-05;5.3e-05;6.2e-05;4.4999999999999996e-05;4.6e-05;5.4000000000000005e-05;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;5.5e-05;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.000614;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06
1;3.600000000000001e-05;4.4000000000000006e-05;5.4000000000000005e-05;0.000227;3.5000000000000004e-05;5.2000000000000004e-05;5.5e-05;4.2999999999999995e-05;5.9000000000000004e-05;5.7e-05;4.9000000000000005e-05;9.2e-05;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;0.000247;4.8e-05;4.9000000000000005e-05;0.000235;5.1e-05;4.4999999999999996e-05;5.4000000000000005e-05;8.5e-05;5.4000000000000005e-05;0.000191;3.4000000000000007e-05;5.1e-05;0.00029;5.4000000000000005e-05;5.3e-05;5.3e-05;5.599999999999999e-05;5.7e-05;4.4999999999999996e-05;0.000161;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;0.000365;5e-05;2.9e-05;5.3e-05;0.000259;4.4999999999999996e-05;4.6e-05;0.000256;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;5.5e-05;1e-06;1e-06;0.0;1e-06;0.0;1e-06;0.000614;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
2;3.600000000000001e-05;4.4000000000000006e-05;5.4000000000000005e-05;0.000227;3.5000000000000004e-05;5.2000000000000004e-05;5.5e-05;4.2999999999999995e-05;5.9000000000000004e-05;5.7e-05;4.9000000000000005e-05;0.000174;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;0.000363;4.8e-05;4.9000000000000005e-05;0.000235;5.1e-05;4.4999999999999996e-05;5.4000000000000005e-05;0.000125;5.4000000000000005e-05;0.000191;3.4000000000000007e-05;5.1e-05;0.000343;5.4000000000000005e-05;5.3e-05;5.3e-05;5.599999999999999e-05;5.7e-05;4.4999999999999996e-05;0.000161;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;0.000365;5e-05;2.9e-05;5.3e-05;0.00019899999999999999;4.4999999999999996e-05;4.6e-05;0.000256;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;5.5e-05;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;0.000613;1e-06;1e-06;0.0;1e-06;0.0;0.0;1e-06;0.0;1e-06;1e-06;0.0;0.0;1e-06;0.0;1e-06;0.0;1e-06;0.0;1e-06;1e-06
3;3.600000000000001e-05;4.4000000000000006e-05;5.4000000000000005e-05;0.000231;0.000235;5.2000000000000004e-05;5.5e-05;0.000213;0.00028100000000000005;5.7e-05;4.9000000000000005e-05;0.000555;5.599999999999999e-05;4.9000000000000005e-05;0.000223;0.000463;4.8e-05;4.9000000000000005e-05;0.000205;5.1e-05;4.4999999999999996e-05;5.4000000000000005e-05;0.000125;0.000266;5e-05;3.4000000000000007e-05;5.1e-05;2.7999999999999996e-05;5.4000000000000005e-05;5.3e-05;5.3e-05;5.599999999999999e-05;0.00025;0.000228;4.2999999999999995e-05;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;5.4000000000000005e-05;5e-05;2.9e-05;5.3e-05;0.00015900000000000002;4.4999999999999996e-05;4.6e-05;0.000256;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;0.000174;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;0.000614;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0
4;3.600000000000001e-05;4.4000000000000006e-05;5.4000000000000005e-05;4.8e-05;0.000235;5.2000000000000004e-05;5.5e-05;0.000213;0.00028100000000000005;5.7e-05;4.9000000000000005e-05;0.00057;5.599999999999999e-05;4.9000000000000005e-05;0.000223;0.000754;4.8e-05;4.9000000000000005e-05;0.000205;0.000171;4.4999999999999996e-05;5.4000000000000005e-05;8.5e-05;5.4000000000000005e-05;5e-05;3.4000000000000007e-05;5.1e-05;2.7999999999999996e-05;5.4000000000000005e-05;5.3e-05;5.3e-05;5.599999999999999e-05;0.000167;0.000228;4.2999999999999995e-05;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;5.4000000000000005e-05;5e-05;0.000133;5.3e-05;0.00035200000000000005;4.4999999999999996e-05;4.6e-05;5.4000000000000005e-05;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;0.00021899999999999998;0.000174;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.000613;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;0.0;1e-06;0.0;1e-06;0.0;1e-06;1e-06;1e-06
5;0.000192;0.00019800000000000002;5.4000000000000005e-05;0.00016600000000000002;3.5000000000000004e-05;5.2000000000000004e-05;5.5e-05;4.2999999999999995e-05;5.9000000000000004e-05;5.7e-05;4.9000000000000005e-05;0.0006590000000000001;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;0.0007290000000000002;0.000133;4.9000000000000005e-05;5.3e-05;0.000171;4.4999999999999996e-05;5.4000000000000005e-05;0.000185;0.000169;5e-05;3.4000000000000007e-05;0.000155;0.000242;5.4000000000000005e-05;5.3e-05;5.3e-05;0.00023300000000000003;0.000167;4.4999999999999996e-05;4.2999999999999995e-05;0.00014400000000000003;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;4.2999999999999995e-05;5.2000000000000004e-05;5.4000000000000005e-05;5e-05;0.000133;0.00021700000000000002;0.000343;4.4999999999999996e-05;4.6e-05;0.000153;5.2000000000000004e-05;5.3e-05;0.00022899999999999998;4.7000000000000004e-05;0.00021899999999999998;5.5e-05;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.000613;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06
6;0.000192;0.00019800000000000002;5.4000000000000005e-05;0.00016600000000000002;3.5000000000000004e-05;5.2000000000000004e-05;0.00020899999999999998;0.000201;5.9000000000000004e-05;5.7e-05;4.9000000000000005e-05;0.000381;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;5.2000000000000004e-05;4.8e-05;4.9000000000000005e-05;5.3e-05;5.1e-05;4.4999999999999996e-05;5.4000000000000005e-05;0.000155;0.000169;0.000343;3.4000000000000007e-05;0.000371;0.000242;5.4000000000000005e-05;5.3e-05;5.3e-05;0.00023300000000000003;5.7e-05;4.4999999999999996e-05;4.2999999999999995e-05;0.00014400000000000003;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;0.000389;5.2000000000000004e-05;5.4000000000000005e-05;5e-05;2.9e-05;0.00021700000000000002;0.000486;0.00023300000000000003;4.6e-05;0.000153;0.00031;5.3e-05;0.000389;4.7000000000000004e-05;0.00021899999999999998;5.5e-05;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;0.0005870000000000001;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
7;0.000152;4.4000000000000006e-05;5.4000000000000005e-05;4.8e-05;3.5000000000000004e-05;5.2000000000000004e-05;0.00020899999999999998;0.00038700000000000003;5.9000000000000004e-05;5.7e-05;0.00018800000000000002;5.2000000000000004e-05;5.599999999999999e-05;4.9000000000000005e-05;5.3e-05;5.2000000000000004e-05;4.8e-05;4.9000000000000005e-05;5.3e-05;5.1e-05;4.4999999999999996e-05;0.00016;5.5e-05;5.4000000000000005e-05;0.000343;0.00020800000000000001;0.00026700000000000004;2.7999999999999996e-05;5.4000000000000005e-05;5.3e-05;5.3e-05;0.00023600000000000002;5.7e-05;4.4999999999999996e-05;0.000161;5.5e-05;4.4999999999999996e-05;5.2000000000000004e-05;4.8e-05;0.000257;0.000161;5.4000000000000005e-05;5e-05;0.000228;0.00021700000000000002;0.000342;0.00023300000000000003;4.6e-05;5.4000000000000005e-05;0.00031;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;5.5e-05;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;0.000331;0.0;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;0.0;1e-06;0.0;1e-06;1e-06
8;0.000152;4.4000000000000006e-05;5.4000000000000005e-05;0.000227;3.5000000000000004e-05;5.2000000000000004e-05;5.5e-05;0.00022899999999999998;0.00023300000000000003;5.7e-05;0.00018800000000000002;0.00014199999999999998;5.599999999999999e-05;0.000171;5.3e-05;0.000169;0.000249;0.00027;0.000235;5.1e-05;4.4999999999999996e-05;0.00035700000000000006;0.00023600000000000002;5.4000000000000005e-05;5e-05;0.00020800000000000001;5.1e-05;2.7999999999999996e-05;0.00022;0.000259;5.3e-05;0.00023600000000000002;5.7e-05;4.4999999999999996e-05;0.000161;5.5e-05;4.4999999999999996e-05;0.000374;4.8e-05;4.2999999999999995e-05;0.000305;5.4000000000000005e-05;0.00024;0.000228;5.3e-05;0.000289;4.4999999999999996e-05;4.6e-05;5.4000000000000005e-05;5.2000000000000004e-05;5.3e-05;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;5.5e-05;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;8.7e-05;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0
9;3.600000000000001e-05;0.00039299999999999996;5.4000000000000005e-05;0.000227;3.5000000000000004e-05;0.00028399999999999996;5.5e-05;4.2999999999999995e-05;0.00023300000000000003;0.000169;4.9000000000000005e-05;0.00014199999999999998;5.599999999999999e-05;0.000171;5.3e-05;5.2000000000000004e-05;0.000249;0.00027;0.000235;5.1e-05;4.4999999999999996e-05;0.00025100000000000003;0.00023600000000000002;5.4000000000000005e-05;5e-05;3.4000000000000007e-05;5.1e-05;2.7999999999999996e-05;0.000441;5.3e-05;5.3e-05;5.599999999999999e-05;5.7e-05;0.00017600000000000002;4.2999999999999995e-05;5.5e-05;4.4999999999999996e-05;0.000374;4.8e-05;4.2999999999999995e-05;0.00038500000000000003;5.4000000000000005e-05;0.00024;2.9e-05;5.3e-05;0.000512;0.000152;0.000154;0.000256;5.2000000000000004e-05;0.000152;5.2000000000000004e-05;4.7000000000000004e-05;4.8e-05;0.000379;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;0.0;1e-06;1e-06;0.0;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
