;0;1;2;3;4
0;-0.001296;-0.0013109999999999999;-0.002257;-0.0008590000000000001;-0.002019
1;-0.000263;-0.000263;-0.00039700000000000005;-0.00014199999999999998;-0.00032500000000000004
2;-0.00026000000000000003;-0.00026000000000000003;-0.000403;-0.00014199999999999998;-0.000331
3;-0.00026000000000000003;-0.00026000000000000003;-0.000403;-0.000146;-0.000531
4;-0.000263;-0.000263;-0.000403;3.7000000000000005e-05;-0.000531
5;-0.00041700000000000005;-0.000419;-0.000403;-8.1e-05;-0.000331
6;-0.00041700000000000005;-0.000419;-0.000403;-8.1e-05;-0.000331
7;-0.000317;-0.000319;-0.000403;3.7000000000000005e-05;-0.000331
8;-0.00032;-0.000322;-0.000403;-0.00013600000000000003;-0.000331
9;-0.000436;-0.000439;-0.000403;-0.00014199999999999998;-0.000331
10;-0.00036200000000000007;-0.000364;-0.000403;-0.00014199999999999998;-0.000331
11;-0.000311;-0.000312;-0.000403;-0.000146;-0.000531
12;-0.000311;-0.000312;-0.000403;-8.1e-05;-0.000331
13;-0.00026000000000000003;-0.00026000000000000003;-0.000403;3.7000000000000005e-05;-0.000331
14;-0.000263;-0.000263;-0.00039700000000000005;3.7000000000000005e-05;-0.00032500000000000004
15;-0.000494;-0.000498;-0.000403;3.7000000000000005e-05;-0.000331
16;-0.000491;-0.000495;-0.000403;3.7000000000000005e-05;-0.000331
17;-0.000514;-0.000517;-0.000403;3.7000000000000005e-05;-0.000331
18;-0.00047799999999999996;-0.00048100000000000004;-0.000403;-0.000146;-0.000331
19;-0.00040399999999999995;-0.000407;-0.000403;3.7000000000000005e-05;-0.000331
20;-0.000399;-0.000402;-0.000403;-8.1e-05;-0.000531
21;-0.000374;-0.000377;-0.000403;-0.000254;-0.000531
22;-0.000413;-0.000415;-0.000403;-0.00014199999999999998;-0.000331
23;-0.000484;-0.0004870000000000001;-0.000403;3.7000000000000005e-05;-0.000331
24;-0.0005160000000000001;-0.0005200000000000001;-0.000403;3.7000000000000005e-05;-0.000331
25;-0.0005710000000000001;-0.0005760000000000001;-0.000403;-0.000146;-0.000331
