;0;1;2;3;4;5;6;7;8;9;10
0;-0.000317;-0.0011819999999999999;-0.0010500000000000002;-0.000204;-0.000701;-0.000227;-0.00148;-6.999999999999999e-06;-0.000662;-0.00021899999999999998;-0.000501
1;-0.000212;-0.000342;-0.00045000000000000004;-0.000355;-0.000374;-0.00032;-0.000924;8e-06;-5.8e-05;-0.00021899999999999998;-0.000451
2;-0.000212;-0.00034100000000000005;-0.000451;-0.000355;-0.000375;-0.00032;-0.000923;8e-06;-5.8e-05;-0.000218;-0.00045200000000000004
3;-0.00021100000000000003;-0.000342;-0.000451;-0.000359;-0.000575;-0.00032;-0.000924;-0.000162;-0.00027899999999999995;-0.00021899999999999998;-0.00045200000000000004
4;-0.000212;-0.000342;-0.000451;-0.00017600000000000002;-0.000575;-0.00032;-0.000923;-0.000162;-0.00028000000000000003;-0.00021899999999999998;-0.00045200000000000004
5;-0.000368;-0.000496;-0.000451;-0.000294;-0.000375;-0.00032;-0.000923;8e-06;-5.8e-05;-0.00021899999999999998;-0.00045200000000000004
6;-0.000368;-0.000496;-0.000451;-0.000294;-0.000375;-0.000319;-0.0010509999999999999;-0.00015;-5.8e-05;-0.00021899999999999998;-0.000451
7;-0.00032799999999999995;-0.00034100000000000005;-0.000451;-0.00017600000000000002;-0.000375;-0.00032;-0.000795;-0.000335;-5.8e-05;-0.00021899999999999998;-0.0005909999999999999
8;-0.00032799999999999995;-0.000342;-0.000451;-0.000354;-0.000375;-0.00032;-0.00039700000000000005;-0.00017800000000000002;-0.000232;-0.00021899999999999998;-0.0005909999999999999
9;-0.000212;-0.000691;-0.000451;-0.000355;-0.000375;-0.0005520000000000001;-0.000311;8e-06;-0.000232;-0.00033;-0.00045200000000000004
10;-0.000212;-0.0005420000000000001;-0.000451;-0.000355;-0.000375;-0.0005520000000000001;-0.000311;8e-06;-5.8e-05;-0.000331;-0.00045200000000000004
11;-0.000212;-0.000439;-0.000451;-0.000359;-0.000575;-0.00032;-0.000311;-0.000162;-5.8e-05;-0.00021899999999999998;-0.000451
12;-0.000212;-0.000439;-0.000451;-0.000294;-0.000375;-0.00032;-0.000311;8e-06;-5.8e-05;-0.00021899999999999998;-0.00045200000000000004
13;-0.000212;-0.00034100000000000005;-0.000451;-0.00017600000000000002;-0.000375;-0.00032;-0.000311;8e-06;-0.00028000000000000003;-0.00021899999999999998;-0.0005909999999999999
14;-0.000212;-0.000342;-0.00045000000000000004;-0.00017600000000000002;-0.000374;-0.00032;-0.000465;8e-06;-0.00028000000000000003;-0.000331;-0.0005909999999999999
15;-0.000524;-0.000496;-0.000451;-0.00017600000000000002;-0.000375;-0.00032;-0.000465;-0.00015;-5.8e-05;-0.000331;-0.00045200000000000004
16;-0.000523;-0.000496;-0.000451;-0.00017600000000000002;-0.000375;-0.00032;-0.000311;-0.00033600000000000004;-5.8e-05;-0.000218;-0.000451
17;-0.000368;-0.000691;-0.000451;-0.00017600000000000002;-0.000375;-0.0005520000000000001;-0.000311;-0.00017800000000000002;-5.7e-05;-0.00021899999999999998;-0.00045200000000000004
18;-0.000302;-0.00069;-0.000451;-0.000359;-0.000375;-0.0005520000000000001;-0.000311;-0.00017800000000000002;-0.000232;-0.00021899999999999998;-0.00045200000000000004
