,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.054000000000000006,0.006,-0.36,0.42,3.905
1,0.054000000000000006,0.006,-0.34,0.4,3.96
2,0.054000000000000006,0.006,-0.33,0.39,4.013
3,0.054000000000000006,0.006,-0.26,0.32,4.063
4,0.054000000000000006,0.0,-0.262,0.316,4.103
5,0.054000000000000006,0.006,-0.267,0.327,4.143
6,0.054000000000000006,0.006,-0.316,0.376,4.184
7,0.16,0.006,-0.413,0.579,4.233
8,0.35700000000000004,0.006,-0.417,0.78,4.296
9,0.251,0.006,-0.442,0.699,4.36
10,0.251,0.0,-0.489,0.74,4.428
11,0.054000000000000006,0.006,-0.469,0.529,4.503
12,0.054000000000000006,0.006,-0.501,0.561,4.574
13,0.054000000000000006,0.006,-0.517,0.577,4.651
14,0.054000000000000006,0.006,-0.494,0.554,4.731
15,0.054000000000000006,0.0,-0.47,0.524,4.806
16,0.054000000000000006,0.006,-0.478,0.538,4.878
17,0.054000000000000006,0.006,-0.477,0.537,4.952
18,0.35700000000000004,0.006,-0.422,0.785,5.025
19,0.35700000000000004,0.006,-0.452,0.815,5.089
20,0.054000000000000006,0.0,-0.491,0.545,5.159
21,0.054000000000000006,0.006,-0.492,0.552,5.234
22,0.054000000000000006,0.006,-0.49,0.55,5.309
23,0.054000000000000006,0.006,-0.511,0.571,5.385
24,0.054000000000000006,0.006,-0.445,0.505,5.463
25,0.054000000000000006,0.0,-0.411,0.465,5.531
26,0.16,0.006,-0.465,0.631,5.594
27,0.251,0.006,-0.493,0.75,5.666
28,0.251,0.006,-0.495,0.752,5.741
29,0.054000000000000006,0.006,-0.517,0.577,5.817
30,0.054000000000000006,0.006,-0.515,0.575,5.896
31,0.054000000000000006,0.0,-0.51,0.564,5.975
32,0.16,0.006,-0.499,0.665,6.053
33,0.16,0.006,-0.479,0.645,6.13
34,0.054000000000000006,0.006,-0.463,0.523,6.203
35,0.251,0.006,-0.482,0.739,6.274
36,0.251,0.0,-0.493,0.744,6.348
37,0.054000000000000006,0.006,-0.549,0.609,6.424
38,0.054000000000000006,0.006,-0.567,0.627,6.508
39,0.16,0.006,-0.481,0.647,6.595
40,0.16,0.006,-0.29,0.456,6.669
41,0.054000000000000006,0.0,-0.276,0.33,6.713
42,0.054000000000000006,0.006,-0.388,0.448,6.755
43,0.251,0.006,-0.179,0.436,6.815
44,0.251,0.006,0.07,0.187,6.842
45,0.054000000000000006,0.006,-0.16,0.22,6.832
46,0.054000000000000006,0.006,-0.171,0.231,6.856
47,0.054000000000000006,0.0,-0.087,0.141,6.882
48,0.16,0.006,0.102,0.064,6.896
49,0.16,0.006,-0.062,0.228,6.88
50,0.054000000000000006,0.006,-0.12,0.18,6.89
51,0.251,0.006,-0.056,0.313,6.908
52,0.251,0.0,-0.189,0.44,6.917
53,0.054000000000000006,0.006,-0.145,0.205,6.946
54,0.054000000000000006,0.006,-0.154,0.214,6.968
55,0.054000000000000006,0.006,-0.244,0.304,6.991
56,0.054000000000000006,0.006,-0.082,0.142,7.029
57,0.16,0.0,0.12,0.04,7.041
58,0.35700000000000004,0.006,2.825,-2.462,7.023
59,0.251,0.006,0.14,0.117,6.59
60,0.054000000000000006,0.006,0.106,-0.046,6.568
61,0.054000000000000006,0.006,0.131,-0.071,6.552
62,0.054000000000000006,0.0,0.079,-0.025,6.532
63,0.054000000000000006,0.006,0.139,-0.079,6.52
64,0.054000000000000006,0.006,-0.222,0.282,6.499
65,0.054000000000000006,0.006,-0.095,0.155,6.533
66,0.251,0.006,2.774,-2.517,6.547
67,0.35700000000000004,0.006,-0.089,0.452,6.122
68,0.16,0.0,0.058,0.102,6.136
69,0.054000000000000006,0.006,0.03,0.03,6.127
70,0.054000000000000006,0.006,-2.893,2.953,6.122
71,0.054000000000000006,0.006,2.851,-2.791,6.566
72,0.054000000000000006,0.006,0.067,-0.007,6.128
73,0.054000000000000006,0.0,0.015,0.039,6.118
74,0.251,0.006,0.065,0.192,6.116
75,0.251,0.006,-0.177,0.434,6.106
76,0.054000000000000006,0.006,-0.616,0.676,6.133
77,0.054000000000000006,0.006,-0.634,0.694,6.227
78,0.054000000000000006,0.0,-0.743,0.797,6.325
79,0.054000000000000006,0.006,-0.274,0.334,6.439
