;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
0;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365
1;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996
2;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034
3;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373
4;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037
5;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997;-0.00037799999999999997
6;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365
7;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351;-0.000351
8;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391;-0.000391
9;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383;-0.000383
