,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.057,0.006,0.021,0.042,3.847
1,0.057,0.006,-0.262,0.325,3.844
2,0.057,0.0,-0.262,0.319,3.884
3,0.057,0.006,-0.207,0.27,3.924
4,0.057,0.006,-0.223,0.286,3.955
5,0.057,0.006,-0.238,0.301,3.99
6,0.057,0.006,-0.225,0.288,4.026
7,0.057,0.006,-0.363,0.426,4.061
8,0.057,0.006,-0.492,0.555,4.116
9,0.16899999999999998,0.0,-0.516,0.685,4.192
10,0.16899999999999998,0.006,-0.545,0.72,4.271
11,0.057,0.006,-0.552,0.615,4.355
12,0.057,0.006,-0.591,0.654,4.439
13,0.057,0.006,-0.578,0.641,4.53
14,0.16899999999999998,0.006,-0.555,0.73,4.618
15,0.16899999999999998,0.006,-0.53,0.705,4.704
16,0.057,0.0,-0.539,0.596,4.785
17,0.057,0.006,-0.527,0.59,4.867
18,0.057,0.006,-0.501,0.564,4.948
19,0.057,0.006,-0.553,0.616,5.025
20,0.057,0.006,-0.537,0.6,5.11
21,0.057,0.006,-0.527,0.59,5.192
22,0.057,0.006,-0.567,0.63,5.273
23,0.057,0.0,-0.571,0.628,5.36
24,0.16899999999999998,0.006,-0.488,0.663,5.448
25,0.16899999999999998,0.006,-0.461,0.636,5.522
26,0.057,0.006,-0.55,0.613,5.593
27,0.057,0.006,-0.547,0.61,5.677
28,0.057,0.006,-0.548,0.611,5.761
29,0.057,0.0,-0.57,0.627,5.845
30,0.057,0.006,-0.558,0.621,5.932
31,0.057,0.006,-0.585,0.648,6.018
32,0.16899999999999998,0.006,-0.578,0.753,6.108
33,0.16899999999999998,0.006,-0.53,0.705,6.196
34,0.057,0.006,-0.484,0.547,6.277
35,0.057,0.0,-0.561,0.618,6.352
36,0.057,0.006,-0.57,0.633,6.438
37,0.057,0.006,-0.576,0.639,6.525
38,0.16899999999999998,0.006,-0.57,0.745,6.613
39,0.16899999999999998,0.006,-0.537,0.712,6.701
40,0.057,0.0,-0.301,0.358,6.783
41,0.057,0.006,-0.258,0.321,6.829
42,0.057,0.006,-0.436,0.499,6.869
43,0.057,0.006,-0.465,0.528,6.936
44,0.057,0.006,-0.02,0.083,7.007
45,0.16899999999999998,0.006,-0.216,0.391,7.01
46,0.16899999999999998,0.0,-0.068,0.237,7.043
47,0.09699999999999999,0.006,0.011,0.092,7.053
48,0.332,0.006,0.034,0.304,7.052
49,0.23199999999999998,0.006,-0.34,0.578,7.047
50,0.23199999999999998,0.006,-0.204,0.442,7.099
51,0.172,0.0,0.01,0.162,7.13
52,0.247,0.006,-0.197,0.45,7.128
53,0.35600000000000004,0.006,-0.387,0.749,7.159
54,2.324,0.006,-0.25,2.58,7.218
