,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.006,-0.314,0.368,3.898
1,0.22699999999999998,0.006,-0.279,0.512,3.946
2,0.22699999999999998,0.006,-0.271,0.504,3.989
3,0.231,0.006,-0.234,0.471,4.031
4,0.048,0.006,-0.234,0.288,4.066
5,0.166,0.006,-0.227,0.399,4.102
6,0.166,0.006,-0.246,0.418,4.137
7,0.048,0.006,-0.323,0.377,4.175
8,0.22699999999999998,0.0,-0.345,0.572,4.224
9,0.22699999999999998,0.006,-0.369,0.602,4.277
10,0.22699999999999998,0.006,-0.402,0.635,4.334
11,0.231,0.006,-0.388,0.625,4.396
12,0.166,0.006,-0.411,0.583,4.455
13,0.048,0.006,-0.411,0.465,4.518
14,0.048,0.006,-0.381,0.435,4.581
15,0.048,0.006,-0.358,0.412,4.639
16,0.048,0.006,-0.387,0.441,4.694
17,0.048,0.006,-0.392,0.446,4.754
18,0.231,0.006,-0.353,0.59,4.814
19,0.048,0.006,-0.37,0.424,4.868
20,0.166,0.006,-0.397,0.569,4.925
21,0.345,0.0,-0.375,0.72,4.985
22,0.22699999999999998,0.006,-0.374,0.607,5.043
23,0.048,0.006,-0.394,0.448,5.1
24,0.048,0.006,-0.361,0.415,5.161
25,0.231,0.006,-0.341,0.578,5.216
26,0.048,0.006,-0.378,0.432,5.268
27,0.166,0.006,-0.393,0.565,5.326
28,0.166,0.006,-0.385,0.557,5.386
29,0.048,0.006,-0.4,0.454,5.446
30,0.22699999999999998,0.006,-0.39,0.623,5.507
31,0.22699999999999998,0.0,-0.396,0.623,5.567
32,0.048,0.006,-0.376,0.43,5.627
33,0.166,0.006,-0.373,0.545,5.685
34,0.349,0.006,-0.362,0.717,5.742
35,0.048,0.006,-0.372,0.426,5.798
36,0.048,0.0,-0.372,0.42,5.855
37,0.22699999999999998,0.006,-0.389,0.622,5.912
38,0.22699999999999998,0.006,-0.397,0.63,5.972
39,0.048,0.006,-0.358,0.412,6.033
40,0.048,0.006,-0.234,0.288,6.087
41,0.231,0.0,-0.223,0.454,6.123
42,0.166,0.006,-0.282,0.454,6.157
43,0.166,0.006,-0.153,0.325,6.201
44,0.22699999999999998,0.006,0.047,0.186,6.224
45,0.22699999999999998,0.006,-0.126,0.359,6.217
46,0.22699999999999998,0.0,-0.133,0.36,6.236
47,0.048,0.006,-0.081,0.135,6.257
48,0.349,0.006,0.078,0.277,6.269
49,0.349,0.006,-0.049,0.404,6.257
50,0.048,0.006,-0.092,0.146,6.265
51,0.048,0.0,-0.045,0.093,6.279
52,0.048,0.006,-0.102,0.156,6.286
53,0.22699999999999998,0.006,-0.062,0.295,6.301
54,0.22699999999999998,0.006,-0.114,0.347,6.311
55,0.048,0.006,-0.165,0.219,6.328
56,0.048,0.006,-0.001,0.055,6.354
57,0.231,0.0,0.179,0.052,6.354
58,0.048,0.006,-0.013,0.067,6.326
59,0.166,0.006,0.15,0.022,6.328
60,0.17600000000000002,0.006,0.099,0.083,6.306
61,0.057999999999999996,0.006,0.131,-0.067,6.29
62,0.25,0.0,0.07,0.18,6.27
63,0.25,0.006,0.222,0.034,6.259
64,0.071,0.006,-0.151,0.228,6.225
65,0.166,0.006,-0.084,0.256,6.248
66,0.166,0.006,-0.05,0.222,6.261
67,0.231,0.0,-0.082,0.313,6.269
68,0.19399999999999998,0.006,0.059,0.141,6.282
69,0.373,0.006,0.139,0.24,6.273
70,2.8489999999999998,0.006,0.109,2.746,6.251
71,2.647,0.006,-0.008,2.661,6.235
72,2.537,0.006,0.15,2.393,6.236
73,2.537,0.0,-0.107,2.644,6.213
74,2.838,0.006,0.153,2.691,6.229
75,2.665,0.006,-0.142,2.813,6.206
76,0.071,0.006,-0.31,0.387,6.227
77,0.171,0.006,-0.324,0.501,6.275
78,0.237,0.0,-0.377,0.614,6.325
79,0.265,1.308,-0.197,1.77,6.383
80,0.086,3.6959999999999997,-0.134,3.916,6.413
81,0.086,0.43799999999999994,-0.355,0.879,6.433
82,0.076,0.006,-0.128,0.21,6.488
83,0.259,0.006,-0.201,0.466,6.507
84,2.077,0.006,-0.204,2.287,6.538
85,0.086,1.458,-0.125,1.669,6.57
86,0.20600000000000002,3.6959999999999997,-0.049,3.951,6.589
87,0.29600000000000004,3.69,-0.111,4.097,6.596
88,0.29600000000000004,3.69,-0.217,4.203,6.613
89,0.35700000000000004,3.684,-0.011,4.052,6.646
90,0.54,3.684,0.082,4.142,6.648
91,0.53,3.684,0.091,4.123,6.635
92,0.155,3.678,0.083,3.75,6.621
93,0.048,3.684,-0.037,3.769,6.609
94,0.048,3.678,0.227,3.499,6.614
95,0.048,3.684,0.233,3.499,6.58
96,0.14800000000000002,3.678,0.227,3.599,6.544
97,0.35100000000000003,3.678,0.523,3.506,6.509
98,0.55,3.54,0.608,3.482,6.429
99,0.525,0.006,0.751,-0.22,6.336
100,0.28600000000000003,0.006,0.886,-0.594,6.22
101,0.28800000000000003,0.0,0.567,-0.279,6.084
102,0.21,0.006,0.658,-0.442,5.997
103,0.39299999999999996,0.006,0.681,-0.282,5.897
104,0.424,0.006,0.558,-0.128,5.792
105,0.607,2.52,0.644,2.483,5.707
106,0.6859999999999999,3.6959999999999997,0.654,3.728,5.608
107,0.893,3.69,0.785,3.798,5.507
108,0.33799999999999997,3.69,0.999,3.029,5.387
109,0.373,3.684,0.806,3.251,5.234
110,0.17800000000000002,3.678,0.691,3.165,5.11
111,0.278,3.678,0.615,3.341,5.004
112,0.17800000000000002,3.684,0.676,3.186,4.91
113,4.957,3.678,0.782,7.853,4.806
114,4.897,3.678,0.582,7.993,4.686
115,2.7439999999999998,3.678,0.566,5.856,4.597
116,0.048,3.6719999999999997,0.621,3.099,4.51
117,0.048,3.588,0.458,3.178,4.415
118,0.048,1.8900000000000001,0.291,1.647,4.345
119,0.048,0.0,0.212,-0.164,4.3
120,0.048,0.006,0.364,-0.31,4.268
121,0.166,0.006,0.212,-0.04,4.212
122,0.528,0.006,0.281,0.253,4.18
123,0.22699999999999998,0.006,0.229,0.004,4.136
124,0.048,0.006,0.094,-0.04,4.101
125,0.048,0.006,0.164,-0.11,4.087
126,0.048,0.006,0.081,-0.027,4.062
127,0.166,0.006,0.228,-0.056,4.049
128,0.166,0.006,0.38,-0.208,4.014
129,0.048,0.006,0.048,0.006,3.956
130,0.22699999999999998,0.006,0.058,0.175,3.949
131,0.36,0.006,0.093,0.273,3.94
132,0.56,0.0,0.202,0.358,3.926
133,0.7490000000000001,0.006,0.187,0.568,3.895
134,0.44799999999999995,0.006,0.034,0.42,3.866
135,0.428,0.006,0.044,0.39,3.861
136,0.048,0.006,0.051,0.003,3.854
137,0.22699999999999998,0.006,-0.013,0.246,3.846
138,0.22699999999999998,0.006,-0.071,0.304,3.848
139,0.166,0.006,-0.089,0.261,3.859
140,0.166,0.006,-0.11,0.282,3.873
141,0.231,0.006,-0.04,0.277,3.89
142,0.231,0.006,-0.014,0.251,3.896
143,0.048,0.006,-0.314,0.368,3.898
