,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.057,0.0,0.006,0.574,-0.511,3.762
1,0.057,0.0,0.006,0.224,-0.161,3.674
2,0.057,0.0,0.006,0.224,-0.161,3.64
3,0.25,0.0,0.0,0.411,-0.161,3.605
4,0.16699999999999998,0.0,0.006,0.334,-0.161,3.542
5,0.16699999999999998,0.0,0.006,0.334,-0.161,3.491
6,0.057,0.0,0.006,0.224,-0.161,3.439
7,0.057,0.0,0.006,0.224,-0.161,3.405
8,0.057,0.0,0.006,0.224,-0.161,3.371
9,0.057,0.0,0.0,0.218,-0.161,3.336
10,0.25,0.0,0.006,0.417,-0.161,3.303
11,0.057,0.0,0.006,0.224,-0.161,3.239
12,0.16699999999999998,0.0,0.006,0.334,-0.161,3.204
13,0.16699999999999998,0.0,0.006,0.334,-0.161,3.153
14,0.057,0.0,0.0,0.218,-0.161,3.102
15,0.057,0.0,0.006,0.224,-0.161,3.068
16,0.057,0.0,0.006,0.224,-0.161,3.034
17,0.057,0.0,0.006,0.224,-0.161,2.999
18,0.25,0.0,0.006,0.417,-0.161,2.965
19,0.25,0.0,0.0,0.411,-0.161,2.901
20,0.057,0.0,0.006,0.224,-0.161,2.838
21,0.16699999999999998,0.0,0.006,0.334,-0.161,2.803
22,0.16699999999999998,0.0,0.006,0.334,-0.161,2.752
23,0.057,0.0,0.006,0.224,-0.161,2.701
24,0.057,0.0,0.0,0.218,-0.161,2.667
25,0.057,0.0,0.006,0.224,-0.161,2.633
26,0.25,0.0,0.006,0.417,-0.161,2.599
27,0.16699999999999998,0.0,0.006,0.334,-0.161,2.535
28,0.16699999999999998,0.0,0.006,0.334,-0.161,2.483
29,0.057,0.0,0.006,0.224,-0.161,2.432
30,0.057,0.0,0.0,0.218,-0.161,2.398
31,0.057,0.0,0.006,0.224,-0.161,2.364
32,0.057,0.0,0.006,0.224,-0.161,2.33
33,0.16699999999999998,0.0,0.006,0.334,-0.161,2.295
34,0.16699999999999998,0.0,0.006,0.334,-0.161,2.244
35,0.25,0.0,0.0,0.411,-0.161,2.193
36,0.057,0.0,0.006,0.224,-0.161,2.13
37,0.057,0.0,0.006,0.224,-0.161,2.095
38,0.057,0.0,0.006,0.224,-0.161,2.061
39,0.057,0.1,0.006,0.124,-0.161,2.026
