,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.0,0.006,0.729,-0.668,3.738
1,0.085,0.0,0.006,0.361,-0.27,3.626
2,0.125,0.0,0.0,0.395,-0.27,3.571
3,0.125,0.0,0.006,0.401,-0.27,3.51
4,0.085,0.0,0.006,0.361,-0.27,3.449
5,0.185,0.0,0.006,0.461,-0.27,3.393
6,0.155,0.0,0.006,0.431,-0.27,3.323
7,0.055,0.0,0.0,0.325,-0.27,3.256
8,0.23600000000000002,0.0,0.006,0.512,-0.27,3.206
9,0.23600000000000002,0.0,0.006,0.512,-0.27,3.128
10,0.055,0.0,0.006,0.331,-0.27,3.049
11,0.055,0.0,0.006,0.331,-0.27,2.999
12,0.055,0.0,0.0,0.325,-0.27,2.948
13,0.055,0.0,0.006,0.331,-0.27,2.898
14,0.055,0.0,0.006,0.331,-0.27,2.847
15,0.23600000000000002,0.0,0.006,0.512,-0.27,2.796
16,0.336,0.0,0.006,0.612,-0.27,2.718
17,0.055,0.0,0.0,0.325,-0.27,2.624
18,0.055,0.0,0.006,0.331,-0.27,2.574
19,0.055,0.0,0.006,0.331,-0.27,2.523
20,0.055,0.0,0.006,0.331,-0.27,2.472
21,0.23600000000000002,0.0,0.006,0.512,-0.27,2.421
22,0.23600000000000002,0.0,0.006,0.512,-0.27,2.343
23,0.336,0.0,0.0,0.606,-0.27,2.264
24,0.155,0.0,0.006,0.431,-0.27,2.171
25,0.055,0.0,0.006,0.331,-0.27,2.105
26,0.055,0.0,0.006,0.331,-0.27,2.054
27,0.055,0.0,0.006,0.331,-0.27,2.003
28,0.23600000000000002,0.0,0.0,0.506,-0.27,1.953
29,0.23600000000000002,0.0,0.006,0.512,-0.27,1.875
30,0.336,0.0,0.006,0.612,-0.27,1.796
31,0.155,0.0,0.006,0.431,-0.27,1.702
32,0.055,0.0,0.006,0.331,-0.27,1.636
33,0.055,0.0,0.0,0.325,-0.27,1.585
34,0.055,0.0,0.006,0.331,-0.27,1.536
35,0.23600000000000002,0.0,0.006,0.512,-0.27,1.485
36,0.336,0.0,0.006,0.612,-0.27,1.406
37,0.336,0.0,0.006,0.612,-0.27,1.312
38,0.055,0.0,0.006,0.331,-0.27,1.218
39,0.055,0.1,0.0,0.225,-0.27,1.168
40,0.055,0.1,0.006,0.231,-0.27,1.133
41,0.055,0.1,0.006,0.231,-0.27,1.097
42,0.23600000000000002,0.1,0.006,0.412,-0.27,1.062
43,0.23600000000000002,0.1,0.006,0.412,-0.27,0.999
44,0.155,0.1,0.0,0.325,-0.27,0.936
45,0.155,0.3,0.006,0.131,-0.27,0.886
46,0.055,0.3,0.006,0.031,-0.27,0.865
47,0.055,0.3,0.006,0.031,-0.27,0.861
48,0.055,0.3,0.006,0.031,-0.27,0.856
49,0.055,0.3,0.0,0.025,-0.27,0.851
50,0.23600000000000002,0.3,0.006,0.212,-0.27,0.847
51,0.23600000000000002,0.6,0.006,-0.088,-0.27,0.815
52,0.055,0.6,0.006,-0.269,-0.27,0.828
53,0.155,0.6,0.006,-0.169,-0.27,0.869
54,0.155,0.6,0.0,-0.175,-0.27,0.895
55,0.055,0.6,0.006,-0.269,-0.27,0.922
56,0.23600000000000002,0.6,0.006,-0.088,-0.27,0.963
57,0.23600000000000002,1.0,0.006,-0.488,-0.27,0.976
58,0.055,1.0,0.006,-0.669,-0.27,1.051
59,0.055,1.0,0.006,-0.669,-0.27,1.154
