,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.0,0.006,0.483,-0.432,3.776
1,0.045,0.0,0.006,0.165,-0.114,3.702
2,0.045,0.0,0.006,0.165,-0.114,3.676
3,0.045,0.0,0.006,0.165,-0.114,3.651
4,0.045,0.0,0.006,0.165,-0.114,3.626
5,0.045,0.0,0.0,0.159,-0.114,3.6
6,0.045,0.0,0.006,0.165,-0.114,3.576
7,0.045,0.0,0.006,0.165,-0.114,3.551
8,0.045,0.0,0.006,0.165,-0.114,3.525
9,0.045,0.0,0.006,0.165,-0.114,3.5
10,0.045,0.0,0.006,0.165,-0.114,3.475
11,0.045,0.0,0.006,0.165,-0.114,3.449
12,0.045,0.0,0.006,0.165,-0.114,3.424
13,0.045,0.0,0.006,0.165,-0.114,3.399
14,0.045,0.0,0.006,0.165,-0.114,3.373
15,0.045,0.0,0.006,0.165,-0.114,3.348
16,0.045,0.0,0.006,0.165,-0.114,3.323
17,0.045,0.0,0.006,0.165,-0.114,3.298
18,0.045,0.0,0.006,0.165,-0.114,3.272
19,0.045,0.0,0.0,0.159,-0.114,3.247
20,0.045,0.0,0.006,0.165,-0.114,3.222
21,0.045,0.0,0.006,0.165,-0.114,3.197
22,0.045,0.0,0.006,0.165,-0.114,3.172
23,0.045,0.0,0.006,0.165,-0.114,3.146
24,0.045,0.0,0.006,0.165,-0.114,3.121
25,0.045,0.0,0.006,0.165,-0.114,3.096
26,0.045,0.0,0.006,0.165,-0.114,3.071
27,0.045,0.0,0.006,0.165,-0.114,3.045
28,0.045,0.0,0.006,0.165,-0.114,3.02
29,0.045,0.0,0.006,0.165,-0.114,2.995
30,0.045,0.0,0.006,0.165,-0.114,2.969
31,0.045,0.0,0.006,0.165,-0.114,2.944
32,0.045,0.0,0.006,0.165,-0.114,2.919
33,0.045,0.0,0.0,0.159,-0.114,2.893
34,0.045,0.0,0.006,0.165,-0.114,2.869
35,0.045,0.0,0.006,0.165,-0.114,2.844
36,0.045,0.0,0.006,0.165,-0.114,2.818
37,0.045,0.0,0.006,0.165,-0.114,2.793
38,0.045,0.0,0.006,0.165,-0.114,2.768
39,0.045,0.1,0.006,0.065,-0.114,2.742
40,0.045,0.1,0.006,0.065,-0.114,2.732
41,0.045,0.1,0.006,0.065,-0.114,2.722
42,0.045,0.1,0.0,0.059,-0.114,2.712
43,0.045,0.1,0.006,0.065,-0.114,2.703
44,0.045,0.1,0.006,0.065,-0.114,2.693
45,0.045,0.3,0.006,-0.135,-0.114,2.683
46,0.045,0.3,0.006,-0.135,-0.114,2.704
47,0.045,0.3,0.006,-0.135,-0.114,2.725
48,0.045,0.3,0.0,-0.141,-0.114,2.745
49,0.08,0.3,0.006,-0.1,-0.114,2.767
50,0.1,0.3,0.006,-0.08,-0.114,2.782
51,0.054000000000000006,0.6,0.006,-0.426,-0.114,2.794
52,0.054000000000000006,0.6,0.006,-0.426,-0.114,2.86
53,2.455,0.6,0.0,1.969,-0.114,2.925
54,3.4610000000000003,0.6,0.006,2.981,-0.114,2.623
55,1.051,0.6,0.006,0.571,-0.114,2.166
56,1.063,0.6,0.006,0.583,-0.114,2.078
57,3.1289999999999996,1.0,0.006,2.249,-0.114,1.989
58,1.063,1.0,0.0,0.177,-0.114,1.644
59,1.063,1.0,0.006,0.183,-0.114,1.617
60,0.129,1.0,0.006,-0.751,-0.114,1.589
61,2.112,1.0,0.006,1.232,-0.114,1.704
62,2.112,1.0,0.006,1.232,-0.114,1.515
63,0.11699999999999999,1.6,0.0,-1.369,-0.114,1.326
64,0.11699999999999999,1.6,0.006,-1.363,-0.114,1.536
65,0.11699999999999999,1.6,0.006,-1.363,-0.114,1.745
66,0.11699999999999999,1.6,0.006,-1.363,-0.114,1.954
67,0.11699999999999999,1.6,0.006,-1.363,-0.114,2.163
68,0.11699999999999999,1.6,0.006,-1.363,-0.114,2.372
69,0.19699999999999998,2.0,0.0,-1.689,-0.114,2.581
70,0.436,2.0,0.006,-1.444,-0.114,2.84
71,0.44799999999999995,2.0,0.006,-1.432,-0.114,3.061
72,0.297,2.0,0.006,-1.583,-0.114,3.281
73,3.195,2.0,0.006,1.315,-0.114,3.524
74,2.5,2.0,0.0,0.614,-0.114,3.322
75,0.09,2.2,0.006,-1.99,-0.114,3.228
76,0.09,2.2,0.006,-1.99,-0.114,3.533
77,0.209,2.2,0.006,-1.871,-0.114,3.838
78,2.313,2.2,0.006,0.233,-0.114,4.125
79,0.259,2.2,0.0,-1.827,-0.114,4.089
80,0.191,2.2,0.006,-1.889,-0.114,4.369
81,0.07200000000000001,2.0,0.006,-1.808,-0.114,4.659
82,0.07200000000000001,2.0,0.006,-1.808,-0.114,4.936
83,0.07200000000000001,2.0,0.006,-1.808,-0.114,5.213
84,0.11699999999999999,2.0,0.006,-1.763,-0.114,5.49
85,0.057,2.0,0.0,-1.829,-0.114,5.761
86,0.045,2.0,0.006,-1.835,-0.114,6.041
87,0.045,1.8,0.006,-1.635,-0.114,6.322
88,2.1109999999999998,1.8,0.006,0.431,-0.114,6.573
89,0.045,1.8,0.006,-1.635,-0.114,6.507
90,0.045,1.8,0.0,-1.641,-0.114,6.758
91,0.045,1.8,0.006,-1.635,-0.114,7.009
92,0.045,1.8,0.006,-1.635,-0.114,7.26
93,0.045,1.4,0.006,-1.235,-0.114,7.511
94,0.06,1.4,2.3520000000000003,0.808,0.204,7.7
95,0.06,1.4,3.702,2.158,0.204,7.576
96,0.16,1.4,3.69,2.246,0.204,7.245
97,0.12,1.4,3.6959999999999997,2.212,0.204,6.901
98,0.295,1.4,3.69,2.381,0.204,6.562
99,0.275,1.0,3.684,2.755,0.204,6.197
100,0.41,1.0,3.69,2.896,0.204,5.774
101,0.27,1.0,3.684,2.75,0.204,5.33
102,0.175,1.0,3.684,2.655,0.204,4.909
103,0.045,1.0,3.684,2.525,0.204,4.502
104,0.045,1.0,3.516,2.357,0.204,4.114
105,0.045,0.4,1.566,1.007,0.204,3.753
