,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.0,0.006,2.421,-2.36,3.479
1,0.055,0.0,0.006,0.408,-0.347,3.108
2,0.055,0.0,0.006,0.408,-0.347,3.045
3,0.055,0.0,0.006,0.408,-0.347,2.983
4,0.055,0.0,0.006,0.408,-0.347,2.92
5,0.14400000000000002,0.0,0.006,0.497,-0.347,2.857
6,0.14400000000000002,0.0,0.006,0.497,-0.347,2.781
7,0.055,0.0,0.006,0.408,-0.347,2.705
8,0.055,0.0,0.006,0.408,-0.347,2.642
9,0.055,0.0,0.006,0.408,-0.347,2.58
10,0.196,0.0,0.006,0.549,-0.347,2.517
11,0.196,0.0,0.006,0.549,-0.347,2.433
12,0.055,0.0,0.0,0.402,-0.347,2.349
13,0.055,0.0,0.006,0.408,-0.347,2.287
14,0.055,0.0,0.006,0.408,-0.347,2.225
15,0.055,0.0,0.006,0.408,-0.347,2.162
16,0.055,0.0,0.006,0.408,-0.347,2.1
17,0.055,0.0,0.006,0.408,-0.347,2.037
18,0.055,0.0,0.006,0.408,-0.347,1.975
19,0.14400000000000002,0.0,0.006,0.497,-0.347,1.912
20,0.055,0.0,0.006,0.408,-0.347,1.836
21,0.196,0.0,0.006,0.549,-0.347,1.773
22,0.196,0.0,0.006,0.549,-0.347,1.689
23,0.055,0.0,0.006,0.408,-0.347,1.605
24,0.055,0.0,0.006,0.408,-0.347,1.542
25,0.14400000000000002,0.0,0.0,0.491,-0.347,1.48
26,0.14400000000000002,0.0,0.006,0.497,-0.347,1.405
27,0.055,0.0,0.006,0.408,-0.347,1.328
28,0.196,0.0,0.006,0.549,-0.347,1.266
29,0.196,0.0,0.006,0.549,-0.347,1.182
30,0.055,0.0,0.006,0.408,-0.347,1.098
31,0.055,0.0,0.006,0.408,-0.347,1.035
32,0.055,0.0,0.006,0.408,-0.347,0.972
33,0.055,0.0,0.006,0.408,-0.347,0.91
34,0.055,0.0,0.006,0.408,-0.347,0.847
35,0.055,0.0,0.006,0.408,-0.347,0.785
36,0.285,0.0,0.006,0.638,-0.347,0.722
37,0.285,0.0,0.006,0.638,-0.347,0.624
38,0.055,0.0,0.006,0.408,-0.347,0.527
39,0.055,0.1,0.0,0.302,-0.347,0.464
40,0.055,0.1,0.006,0.308,-0.347,0.418
41,0.055,0.1,0.006,0.308,-0.347,0.371
42,0.055,0.1,0.006,0.308,-0.347,0.323
43,0.14400000000000002,0.1,0.006,0.397,-0.347,0.276
