,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.0,0.006,1.354,-1.295,3.642
1,0.053,0.0,0.006,0.001,0.058,3.435
2,0.053,0.0,0.006,0.001,0.058,3.435
3,0.053,0.0,0.0,-0.005,0.058,3.435
4,0.053,0.0,0.006,0.001,0.058,3.436
5,0.217,0.0,0.006,0.165,0.058,3.435
6,0.217,0.0,0.006,0.165,0.058,3.41
7,0.217,0.0,0.006,0.165,0.058,3.385
8,0.053,0.0,0.006,0.001,0.058,3.36
9,0.053,0.0,0.006,0.001,0.058,3.36
10,0.053,0.0,0.006,0.001,0.058,3.36
11,0.053,0.0,0.006,0.001,0.058,3.359
12,0.217,0.0,0.006,0.165,0.058,3.359
13,0.217,0.0,0.006,0.165,0.058,3.334
14,0.053,0.0,0.006,0.001,0.058,3.309
15,0.053,0.0,0.006,0.001,0.058,3.309
16,0.053,0.0,0.006,0.001,0.058,3.309
17,0.053,0.0,0.0,-0.005,0.058,3.309
18,0.053,0.0,0.006,0.001,0.058,3.309
19,0.053,0.0,0.006,0.001,0.058,3.309
20,0.217,0.0,0.006,0.165,0.058,3.309
21,0.217,0.0,0.006,0.165,0.058,3.284
22,0.053,0.0,0.006,0.001,0.058,3.259
23,0.053,0.0,0.006,0.001,0.058,3.259
24,0.053,0.0,0.006,0.001,0.058,3.259
25,0.053,0.0,0.006,0.001,0.058,3.259
26,0.053,0.0,0.006,0.001,0.058,3.258
27,0.053,0.0,0.006,0.001,0.058,3.258
28,0.217,0.0,0.006,0.165,0.058,3.258
29,0.217,0.0,0.006,0.165,0.058,3.233
30,0.053,0.0,0.006,0.001,0.058,3.208
31,0.053,0.0,0.0,-0.005,0.058,3.208
32,0.053,0.0,0.006,0.001,0.058,3.209
33,0.053,0.0,0.006,0.001,0.058,3.209
34,0.053,0.0,0.006,0.001,0.058,3.208
35,0.053,0.0,0.006,0.001,0.058,3.208
36,0.053,0.0,0.006,0.001,0.058,3.208
37,0.217,0.0,0.006,0.165,0.058,3.208
38,0.217,0.0,0.006,0.165,0.058,3.183
39,0.217,0.1,0.006,0.065,0.058,3.158
40,0.053,0.1,0.006,-0.099,0.058,3.148
41,0.053,0.1,0.0,-0.105,0.058,3.163
42,0.053,0.1,0.006,-0.099,0.058,3.179
