,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.0,0.0,0.603,-0.555,3.758
1,0.048,0.0,0.006,0.458,-0.404,3.665
2,0.048,0.0,0.006,0.458,-0.404,3.595
3,0.048,0.0,0.006,0.458,-0.404,3.525
4,0.048,0.0,0.006,0.458,-0.404,3.454
5,0.133,0.0,0.0,0.537,-0.404,3.384
6,0.048,0.0,0.006,0.458,-0.404,3.302
7,0.048,0.0,0.006,0.458,-0.404,3.231
8,0.249,0.0,0.006,0.659,-0.404,3.161
9,0.249,0.0,0.006,0.659,-0.404,3.06
10,0.048,0.0,0.0,0.452,-0.404,2.959
11,0.048,0.0,0.006,0.458,-0.404,2.89
12,0.048,0.0,0.006,0.458,-0.404,2.819
13,0.048,0.0,0.006,0.458,-0.404,2.749
14,0.249,0.0,0.006,0.659,-0.404,2.679
15,0.249,0.0,0.006,0.659,-0.404,2.578
16,0.048,0.0,0.0,0.452,-0.404,2.477
17,0.048,0.0,0.006,0.458,-0.404,2.408
18,0.048,0.0,0.006,0.458,-0.404,2.337
19,0.048,0.0,0.006,0.458,-0.404,2.267
20,0.048,0.0,0.006,0.458,-0.404,2.197
21,0.048,0.0,0.0,0.452,-0.404,2.127
22,0.048,0.0,0.006,0.458,-0.404,2.057
23,0.048,0.0,0.006,0.458,-0.404,1.987
24,0.249,0.0,0.006,0.659,-0.404,1.917
25,0.249,0.0,0.006,0.659,-0.404,1.816
26,0.048,0.0,0.0,0.452,-0.404,1.715
27,0.048,0.0,0.006,0.458,-0.404,1.645
28,0.048,0.0,0.006,0.458,-0.404,1.575
29,0.048,0.0,0.006,0.458,-0.404,1.505
30,0.048,0.0,0.006,0.458,-0.404,1.434
31,0.249,0.0,0.006,0.659,-0.404,1.364
32,0.249,0.0,0.0,0.653,-0.404,1.263
33,0.048,0.0,0.006,0.458,-0.404,1.163
34,0.048,0.0,0.006,0.458,-0.404,1.093
35,0.048,0.0,0.006,0.458,-0.404,1.022
36,0.048,0.0,0.006,0.458,-0.404,0.952
37,0.048,0.0,0.0,0.452,-0.404,0.882
38,0.048,0.0,0.006,0.458,-0.404,0.813
39,0.048,0.1,0.006,0.358,-0.404,0.742
40,0.249,0.1,0.006,0.559,-0.404,0.687
41,0.249,0.1,0.006,0.559,-0.404,0.602
42,0.048,0.1,0.0,0.352,-0.404,0.516
43,0.048,0.1,0.006,0.358,-0.404,0.462
44,0.048,0.1,0.006,0.358,-0.404,0.407
45,0.048,0.3,0.006,0.158,-0.404,0.352
46,0.048,0.3,0.006,0.158,-0.404,0.328
47,0.249,0.3,0.0,0.353,-0.404,0.304
48,0.294,0.3,0.006,0.404,-0.404,0.25
49,0.168,0.3,0.006,0.278,-0.404,0.188
50,0.28800000000000003,0.3,0.006,0.398,-0.404,0.145
51,0.228,0.6,0.006,0.038,-0.404,0.084
52,0.268,0.6,0.006,0.078,-0.404,0.078
53,0.228,0.6,0.0,0.032,-0.404,0.066
54,0.419,0.6,0.006,0.229,-0.404,0.061
55,0.359,0.6,0.006,0.169,-0.404,0.026
56,0.048,0.6,0.006,-0.1,-0.446,0.0
57,0.048,1.0,0.006,-0.5,-0.446,0.015
58,0.175,1.0,0.0,-0.379,-0.446,0.092
59,0.235,1.0,0.006,-0.313,-0.446,0.15
60,0.048,1.0,0.006,-0.5,-0.446,0.198
61,0.048,1.0,0.006,-0.5,-0.446,0.275
62,0.048,1.0,0.006,-0.5,-0.446,0.351
63,0.048,1.6,0.0,-1.106,-0.446,0.428
64,0.048,1.6,0.006,-1.1,-0.446,0.597
65,0.048,1.6,0.006,-1.1,-0.446,0.766
66,0.048,1.6,0.006,-1.1,-0.446,0.935
67,0.048,1.6,0.006,-1.1,-0.446,1.103
68,0.048,1.6,0.0,-1.106,-0.446,1.272
69,0.249,2.0,0.006,-1.299,-0.446,1.441
70,0.249,2.0,0.006,-1.299,-0.446,1.641
71,0.048,2.0,0.006,-1.5,-0.446,1.84
72,0.048,2.0,0.006,-1.5,-0.446,2.07
