,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.0,0.006,0.696,-0.637,3.743
1,0.053,0.0,0.006,0.336,-0.277,3.637
2,0.053,0.0,0.006,0.336,-0.277,3.585
3,0.053,0.0,0.006,0.336,-0.277,3.534
4,0.053,0.0,0.006,0.336,-0.277,3.482
5,0.053,0.0,0.006,0.336,-0.277,3.43
6,0.053,0.0,0.006,0.336,-0.277,3.379
7,0.053,0.0,0.006,0.336,-0.277,3.327
8,0.053,0.0,0.006,0.336,-0.277,3.276
9,0.152,0.0,0.006,0.435,-0.277,3.224
10,0.152,0.0,0.006,0.435,-0.277,3.157
11,0.053,0.0,0.0,0.33,-0.277,3.091
12,0.053,0.0,0.006,0.336,-0.277,3.04
13,0.053,0.0,0.006,0.336,-0.277,2.988
14,0.053,0.0,0.006,0.336,-0.277,2.937
15,0.053,0.0,0.006,0.336,-0.277,2.885
16,0.053,0.0,0.006,0.336,-0.277,2.834
17,0.152,0.0,0.006,0.435,-0.277,2.782
18,0.152,0.0,0.006,0.435,-0.277,2.715
19,0.053,0.0,0.006,0.336,-0.277,2.649
20,0.053,0.0,0.006,0.336,-0.277,2.597
21,0.053,0.0,0.006,0.336,-0.277,2.545
22,0.053,0.0,0.006,0.336,-0.277,2.494
23,0.152,0.0,0.006,0.435,-0.277,2.442
24,0.152,0.0,0.006,0.435,-0.277,2.376
25,0.053,0.0,0.0,0.33,-0.277,2.309
26,0.053,0.0,0.006,0.336,-0.277,2.258
27,0.053,0.0,0.006,0.336,-0.277,2.207
28,0.053,0.0,0.006,0.336,-0.277,2.155
29,0.053,0.0,0.006,0.336,-0.277,2.103
30,0.152,0.0,0.006,0.435,-0.277,2.052
31,0.152,0.0,0.006,0.435,-0.277,1.985
32,0.053,0.0,0.006,0.336,-0.277,1.918
33,0.053,0.0,0.006,0.336,-0.277,1.867
34,0.053,0.0,0.006,0.336,-0.277,1.815
35,0.053,0.0,0.006,0.336,-0.277,1.764
36,0.053,0.0,0.006,0.336,-0.277,1.712
