,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.0,0.006,0.35,-0.299,3.796
1,0.045,0.0,0.006,0.2,-0.149,3.743
2,0.045,0.0,0.006,0.2,-0.149,3.712
3,0.045,0.0,0.006,0.2,-0.149,3.681
4,0.045,0.0,0.006,0.2,-0.149,3.651
5,0.045,0.0,0.006,0.2,-0.149,3.62
6,0.233,0.0,0.006,0.388,-0.149,3.59
7,0.233,0.0,0.006,0.388,-0.149,3.53
8,0.045,0.0,0.006,0.2,-0.149,3.471
9,0.152,0.0,0.006,0.307,-0.149,3.44
10,0.152,0.0,0.006,0.307,-0.149,3.393
11,0.045,0.0,0.0,0.194,-0.149,3.346
12,0.045,0.0,0.006,0.2,-0.149,3.316
13,0.233,0.0,0.006,0.388,-0.149,3.285
14,0.233,0.0,0.006,0.388,-0.149,3.226
15,0.045,0.0,0.006,0.2,-0.149,3.167
16,0.045,0.0,0.006,0.2,-0.149,3.136
17,0.152,0.0,0.006,0.307,-0.149,3.105
18,0.045,0.0,0.006,0.2,-0.149,3.058
19,0.045,0.0,0.006,0.2,-0.149,3.028
20,0.233,0.0,0.006,0.388,-0.149,2.997
21,0.233,0.0,0.006,0.388,-0.149,2.937
22,0.233,0.0,0.006,0.388,-0.149,2.878
23,0.152,0.0,0.006,0.307,-0.149,2.819
24,0.045,0.0,0.006,0.2,-0.149,2.772
25,0.045,0.0,0.0,0.194,-0.149,2.741
26,0.045,0.0,0.006,0.2,-0.149,2.711
27,0.045,0.0,0.006,0.2,-0.149,2.681
28,0.045,0.0,0.006,0.2,-0.149,2.65
29,0.045,0.0,0.006,0.2,-0.149,2.619
30,0.045,0.0,0.006,0.2,-0.149,2.589
31,0.152,0.0,0.006,0.307,-0.149,2.558
32,0.152,0.0,0.006,0.307,-0.149,2.511
33,0.045,0.0,0.006,0.2,-0.149,2.464
34,0.045,0.0,0.006,0.2,-0.149,2.433
35,0.233,0.0,0.006,0.388,-0.149,2.403
36,0.233,0.0,0.006,0.388,-0.149,2.343
37,0.045,0.0,0.006,0.2,-0.149,2.284
38,0.152,0.0,0.006,0.307,-0.149,2.253
39,0.152,0.1,0.0,0.201,-0.149,2.206
40,0.045,0.1,0.006,0.1,-0.149,2.175
41,0.045,0.1,0.006,0.1,-0.149,2.16
42,0.045,0.1,0.006,0.1,-0.149,2.145
43,0.045,0.1,0.006,0.1,-0.149,2.129
44,0.045,0.1,0.006,0.1,-0.149,2.114
45,0.233,0.3,0.006,0.088,-0.149,2.099
46,0.233,0.3,0.006,0.088,-0.149,2.085
47,0.045,0.3,0.006,-0.1,-0.149,2.072
48,0.045,0.3,0.006,-0.1,-0.149,2.087
49,0.045,0.3,0.006,-0.1,-0.149,2.102
50,0.045,0.3,0.006,-0.1,-0.149,2.118
51,0.045,0.6,0.006,-0.4,-0.149,2.133
52,0.045,0.6,0.006,-0.4,-0.149,2.195
53,0.34,0.6,0.0,-0.111,-0.149,2.256
54,0.34,0.6,0.006,-0.105,-0.149,2.273
55,0.233,0.6,0.006,-0.212,-0.149,2.289
56,0.045,0.6,0.006,-0.4,-0.149,2.322
57,0.045,1.0,0.006,-0.8,-0.149,2.383
58,0.045,1.0,0.006,-0.8,-0.149,2.506
59,0.057,1.0,0.006,-0.788,-0.149,2.628
60,0.045,1.0,0.006,-0.8,-0.149,2.749
61,0.152,1.0,0.006,-0.693,-0.149,2.872
62,0.152,1.0,0.006,-0.693,-0.149,2.978
63,0.233,1.6,0.006,-1.212,-0.149,3.084
64,0.233,1.6,0.006,-1.212,-0.149,3.27
65,0.045,1.6,0.006,-1.4,-0.149,3.456
66,0.045,1.6,0.0,-1.406,-0.149,3.671
67,0.057,1.6,0.006,-1.388,-0.149,3.886
68,0.057,1.6,0.006,-1.388,-0.149,4.099
69,0.057,2.0,0.006,-1.788,-0.149,4.312
70,0.245,2.0,0.006,-1.6,-0.149,4.586
71,0.245,2.0,0.006,-1.6,-0.149,4.832
72,0.152,2.0,0.006,-1.693,-0.149,5.077
73,0.045,2.0,0.0,-1.806,-0.149,5.337
74,0.045,2.0,0.006,-1.8,-0.149,5.614
75,0.045,2.2,0.006,-2.0,-0.149,5.89
76,0.215,2.2,0.006,-1.83,-0.149,6.196
77,0.336,2.2,0.006,-1.709,-0.149,6.477
78,0.524,2.2,0.006,-1.521,-0.149,6.739
79,0.524,2.2,0.0,-1.527,-0.149,6.972
80,0.336,2.2,0.006,-1.709,-0.149,7.207
81,0.336,2.0,0.006,-1.509,-0.149,7.469
82,0.348,2.0,1.9140000000000001,0.261,0.001,7.7
83,0.348,2.0,3.702,2.049,0.001,7.66
84,0.426,2.0,3.6959999999999997,2.121,0.001,7.346
85,0.152,2.0,3.6959999999999997,1.847,0.001,7.021
86,0.045,2.0,3.684,1.728,0.001,6.738
87,0.045,1.8,3.684,1.928,0.001,6.473
88,0.233,1.8,3.684,2.116,0.001,6.177
89,0.233,1.8,3.684,2.116,0.001,5.853
90,0.152,1.8,3.684,2.035,0.001,5.528
91,0.152,1.8,3.678,2.029,0.001,5.216
92,0.045,1.8,3.678,1.922,0.001,4.905
93,0.045,1.4,3.678,2.322,0.001,4.61
94,0.045,1.4,3.678,2.322,0.001,4.254
95,0.045,1.4,2.964,1.608,0.001,3.898
96,0.152,1.4,1.578,0.329,0.001,3.652
97,0.34,1.4,0.024,-1.037,0.001,3.602
98,0.233,1.4,0.006,-1.162,0.001,3.761
99,0.045,1.0,0.006,-0.95,0.001,3.939
100,0.045,1.0,0.006,-0.95,0.001,4.084
101,0.045,1.0,0.006,-0.95,0.001,4.23
102,0.045,1.0,0.006,-0.95,0.001,4.376
103,0.152,1.0,0.006,-0.843,0.001,4.522
104,0.152,1.0,0.006,-0.843,0.001,4.651
105,0.233,0.4,0.006,-0.162,0.001,4.78
106,0.233,0.4,0.006,-0.162,0.001,4.805
107,0.045,0.4,0.006,-0.35,0.001,4.83
108,0.045,0.4,0.006,-0.35,0.001,4.884
109,0.152,0.4,0.006,-0.243,0.001,4.937
110,0.152,0.4,0.0,-0.249,0.001,4.975
111,0.045,0.1,0.006,-0.05,0.001,5.013
112,0.233,0.1,0.006,0.138,0.001,5.021
113,0.233,0.1,0.006,0.138,0.001,4.999
