,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.0,3.678,3.0,0.733,3.39
1,0.055,0.0,3.678,3.0,0.733,2.93
2,0.055,0.0,3.684,3.0,0.739,2.47
3,0.174,0.0,3.684,3.0,0.858,2.01
4,0.174,0.0,1.734,1.998,-0.09,1.55
5,0.055,0.0,0.006,0.151,-0.09,1.244
6,0.055,0.0,0.006,0.151,-0.09,1.22
7,0.055,0.0,0.006,0.151,-0.09,1.197
8,0.055,0.0,0.006,0.151,-0.09,1.174
9,0.379,0.0,0.006,0.475,-0.09,1.151
10,0.379,0.0,0.0,0.469,-0.09,1.078
11,0.055,0.0,0.006,0.151,-0.09,1.006
12,0.055,0.0,0.006,0.151,-0.09,0.983
13,0.055,0.0,0.006,0.151,-0.09,0.96
14,0.055,0.0,0.006,0.151,-0.09,0.936
15,0.055,0.0,0.006,0.151,-0.09,0.913
16,0.174,0.0,0.006,0.27,-0.09,0.89
17,0.174,0.0,0.006,0.27,-0.09,0.849
18,0.055,0.0,0.006,0.151,-0.09,0.807
19,0.055,0.0,0.006,0.151,-0.09,0.784
20,0.055,0.0,0.006,0.151,-0.09,0.761
21,0.055,0.0,0.006,0.151,-0.09,0.738
22,0.055,0.0,0.006,0.151,-0.09,0.714
23,0.055,0.0,0.006,0.151,-0.09,0.691
24,0.055,0.0,0.006,0.151,-0.09,0.668
25,0.26,0.0,0.0,0.35,-0.09,0.645
26,0.26,0.0,0.006,0.356,-0.09,0.591
27,0.055,0.0,0.006,0.151,-0.09,0.536
28,0.055,0.0,0.006,0.151,-0.09,0.513
29,0.055,0.0,0.006,0.151,-0.09,0.49
30,0.055,0.0,0.006,0.151,-0.09,0.467
31,0.055,0.0,0.006,0.151,-0.09,0.444
32,0.055,0.0,0.006,0.151,-0.09,0.421
33,0.26,0.0,0.006,0.356,-0.09,0.397
34,0.26,0.0,0.006,0.356,-0.09,0.343
35,0.174,0.0,0.006,0.27,-0.09,0.288
36,0.055,0.0,0.006,0.151,-0.09,0.247
37,0.055,0.0,0.006,0.151,-0.09,0.223
38,0.055,0.0,0.006,0.151,-0.09,0.2
39,0.055,0.1,0.0,0.045,-0.09,0.177
40,0.379,0.1,0.006,0.375,-0.09,0.17
41,0.379,0.1,0.006,0.375,-0.09,0.113
42,0.26,0.1,0.006,0.256,-0.09,0.055
43,0.055,0.1,0.006,0.051,-0.09,0.016
44,0.055,0.1,0.006,0.051,-0.09,0.008
45,0.055,0.3,0.0,-0.112,-0.133,0.0
46,0.055,0.3,0.006,-0.106,-0.133,0.017
47,0.174,0.3,0.006,0.013,-0.133,0.033
48,0.174,0.3,0.006,0.013,-0.133,0.031
49,0.26,0.3,0.006,0.099,-0.133,0.029
50,0.26,0.3,0.0,0.093,-0.133,0.014
51,0.055,0.6,0.006,-0.265,-0.274,-0.0
52,0.055,0.6,0.006,-0.265,-0.274,0.041
53,0.055,0.6,0.006,-0.265,-0.274,0.081
54,0.174,0.6,0.006,-0.146,-0.274,0.122
55,0.174,0.6,0.0,-0.152,-0.274,0.144
56,0.055,0.6,0.006,-0.265,-0.274,0.168
57,0.055,1.0,0.006,-0.665,-0.274,0.208
58,0.26,1.0,0.006,-0.46,-0.274,0.31
59,0.26,1.0,0.006,-0.46,-0.274,0.381
60,0.379,1.0,0.006,-0.341,-0.274,0.451
61,0.174,1.0,0.0,-0.552,-0.274,0.503
62,0.055,1.0,0.006,-0.665,-0.274,0.588
63,0.055,1.6,0.006,-1.265,-0.274,0.69
64,0.055,1.6,0.006,-1.265,-0.274,0.884
65,0.055,1.6,0.006,-1.265,-0.274,1.078
66,0.26,1.6,0.0,-1.066,-0.274,1.272
67,0.26,1.6,0.006,-1.06,-0.274,1.435
68,0.055,1.6,0.006,-1.265,-0.274,1.598
69,0.055,2.0,0.006,-1.665,-0.274,1.792
70,0.174,2.0,0.006,-1.546,-0.274,2.047
71,0.174,2.0,0.0,-1.552,-0.274,2.284
72,0.055,2.0,0.006,-1.665,-0.274,2.522
73,0.055,2.0,0.006,-1.665,-0.274,2.777
74,0.055,2.0,0.006,-1.665,-0.274,3.033
75,0.26,2.2,0.006,-1.66,-0.274,3.288
76,0.379,2.2,0.006,-1.541,-0.274,3.543
77,0.174,2.2,0.0,-1.752,-0.274,3.779
78,0.055,2.2,0.006,-1.865,-0.274,4.047
79,0.055,2.2,0.006,-1.865,-0.274,4.333
80,0.055,2.2,0.006,-1.865,-0.274,4.619
81,0.161,2.0,0.006,-1.559,-0.274,4.905
82,0.28,2.0,0.0,-1.446,-0.274,5.144
83,0.32299999999999995,2.0,0.006,-1.397,-0.274,5.366
84,0.055,2.0,0.006,-1.665,-0.274,5.58
85,0.055,2.0,0.006,-1.665,-0.274,5.836
86,0.055,2.0,0.006,-1.665,-0.274,6.091
87,0.26,1.8,0.0,-1.266,-0.274,6.346
88,0.379,1.8,0.006,-1.141,-0.274,6.54
89,0.174,1.8,0.006,-1.346,-0.274,6.715
90,0.055,1.8,0.006,-1.465,-0.274,6.922
91,0.055,1.8,0.006,-1.465,-0.274,7.146
92,0.055,1.8,0.006,-1.465,-0.274,7.371
93,0.204,1.4,0.24,-0.682,-0.274,7.595
94,0.304,1.4,3.708,1.942,0.67,7.7
95,0.379,1.4,3.6959999999999997,2.005,0.67,7.402
96,0.299,1.4,3.6959999999999997,1.925,0.67,7.095
97,0.39799999999999996,1.4,3.69,2.018,0.67,6.8
98,2.758,1.4,3.69,3.0,2.048,6.49
99,0.541,1.0,3.69,2.561,0.67,6.03
100,0.601,1.0,3.684,2.615,0.67,5.638
101,0.341,1.0,3.684,2.355,0.67,5.237
102,0.348,1.0,3.684,2.362,0.67,4.876
103,2.647,1.0,3.684,3.0,2.331,4.514
104,2.707,1.0,3.678,3.0,2.385,4.054
105,0.3,0.4,3.678,2.908,0.67,3.594
106,0.445,0.4,3.036,2.411,0.67,3.148
107,0.513,0.4,1.7519999999999998,1.195,0.67,2.778
108,2.476,0.4,0.6000000000000001,2.006,0.67,2.595
109,2.678,0.4,0.006,1.614,0.67,2.287
110,0.486,0.4,0.006,-0.578,0.67,2.04
111,0.36700000000000005,0.1,0.006,-0.397,0.67,2.129
112,0.447,0.1,0.006,-0.317,0.67,2.19
113,0.377,0.1,0.006,-0.387,0.67,2.238
114,0.429,0.1,0.006,-0.335,0.67,2.298
115,0.586,0.1,0.006,-0.178,0.67,2.349
116,0.664,0.1,0.006,-0.1,0.67,2.376
117,0.8370000000000001,0.0,0.006,0.173,0.67,2.392
118,0.5760000000000001,0.0,0.006,-0.088,0.67,2.365
119,0.457,0.0,0.0,-0.213,0.67,2.379
120,0.242,0.0,0.006,-0.422,0.67,2.412
121,0.285,0.0,0.006,-0.379,0.67,2.476
122,0.223,0.0,0.006,-0.441,0.67,2.535
123,0.285,0.0,0.006,-0.379,0.67,2.602
124,0.342,0.0,0.006,-0.322,0.67,2.66
125,0.546,0.0,0.006,-0.118,0.67,2.71
