,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.027999999999999997,0.0,0.006,0.324,-0.29,3.8
1,0.29,0.0,0.006,0.734,-0.438,3.751
2,0.34299999999999997,0.0,0.0,0.781,-0.438,3.638
3,0.027999999999999997,0.0,0.006,0.472,-0.438,3.518
4,0.027999999999999997,0.0,0.006,0.472,-0.438,3.446
5,0.242,0.0,0.006,0.686,-0.438,3.374
6,0.242,0.0,0.006,0.686,-0.438,3.269
7,0.027999999999999997,0.0,0.0,0.466,-0.438,3.163
8,0.027999999999999997,0.0,0.006,0.472,-0.438,3.092
9,0.027999999999999997,0.0,0.006,0.472,-0.438,3.02
10,0.027999999999999997,0.0,0.006,0.472,-0.438,2.947
11,0.027999999999999997,0.0,0.006,0.472,-0.438,2.875
12,0.027999999999999997,0.0,0.006,0.472,-0.438,2.803
13,0.242,0.0,0.0,0.68,-0.438,2.73
14,0.027999999999999997,0.0,0.006,0.472,-0.438,2.626
15,0.027999999999999997,0.0,0.006,0.472,-0.438,2.554
16,0.027999999999999997,0.0,0.006,0.472,-0.438,2.481
17,0.027999999999999997,0.0,0.006,0.472,-0.438,2.409
18,0.027999999999999997,0.0,0.0,0.466,-0.438,2.336
19,0.027999999999999997,0.0,0.006,0.472,-0.438,2.265
20,0.027999999999999997,0.0,0.006,0.472,-0.438,2.193
21,0.242,0.0,0.006,0.686,-0.438,2.12
22,0.027999999999999997,0.0,0.006,0.472,-0.438,2.015
23,0.027999999999999997,0.0,0.0,0.466,-0.438,1.943
24,0.027999999999999997,0.0,0.006,0.472,-0.438,1.871
25,0.027999999999999997,0.0,0.006,0.472,-0.438,1.799
26,0.027999999999999997,0.0,0.006,0.472,-0.438,1.727
27,0.027999999999999997,0.0,0.006,0.472,-0.438,1.654
28,0.242,0.0,0.006,0.686,-0.438,1.582
29,0.027999999999999997,0.0,0.0,0.466,-0.438,1.477
30,0.027999999999999997,0.0,0.006,0.472,-0.438,1.405
31,0.027999999999999997,0.0,0.006,0.472,-0.438,1.333
32,0.366,0.0,0.006,0.81,-0.438,1.261
33,0.027999999999999997,0.0,0.006,0.472,-0.438,1.136
34,0.027999999999999997,0.0,0.0,0.466,-0.438,1.064
35,0.027999999999999997,0.0,0.006,0.472,-0.438,0.993
36,0.242,0.0,0.006,0.686,-0.438,0.92
37,0.242,0.0,0.006,0.686,-0.438,0.815
38,0.027999999999999997,0.0,0.006,0.472,-0.438,0.71
39,0.027999999999999997,0.1,0.0,0.366,-0.438,0.638
40,0.027999999999999997,0.1,0.006,0.372,-0.438,0.582
41,0.027999999999999997,0.1,0.006,0.372,-0.438,0.524
42,0.027999999999999997,0.1,0.006,0.372,-0.438,0.467
43,0.027999999999999997,0.1,0.006,0.372,-0.438,0.41
44,0.027999999999999997,0.1,0.006,0.372,-0.438,0.353
45,0.242,0.3,0.0,0.38,-0.438,0.296
46,0.027999999999999997,0.3,0.006,0.172,-0.438,0.238
47,0.027999999999999997,0.3,0.006,0.172,-0.438,0.212
48,0.027999999999999997,0.3,0.006,0.172,-0.438,0.185
49,0.027999999999999997,0.3,0.006,0.172,-0.438,0.159
50,0.027999999999999997,0.3,0.0,0.166,-0.438,0.133
51,0.027999999999999997,0.6,0.006,-0.128,-0.438,0.107
52,0.52,0.6,0.006,0.364,-0.438,0.127
53,0.62,0.6,0.006,0.464,-0.438,0.071
54,0.027999999999999997,0.6,0.006,-0.0,-0.566,-0.0
55,0.027999999999999997,0.6,0.0,-0.003,-0.569,0.0
56,0.027999999999999997,0.6,0.006,0.003,-0.569,0.0
57,0.027999999999999997,1.0,0.006,-0.38,-0.586,0.0
58,0.027999999999999997,1.0,0.006,-0.38,-0.586,0.058
59,0.027999999999999997,1.0,0.006,-0.38,-0.586,0.117
60,0.027999999999999997,1.0,0.006,-0.38,-0.586,0.175
61,0.027999999999999997,1.0,0.0,-0.386,-0.586,0.233
62,0.027999999999999997,1.0,0.006,-0.38,-0.586,0.292
63,0.027999999999999997,1.6,0.006,-0.98,-0.586,0.351
64,0.242,1.6,0.006,-0.766,-0.586,0.501
65,0.027999999999999997,1.6,0.006,-0.98,-0.586,0.618
66,0.027999999999999997,1.6,0.0,-0.986,-0.586,0.769
67,0.027999999999999997,1.6,0.006,-0.98,-0.586,0.92
68,0.027999999999999997,1.6,0.006,-0.98,-0.586,1.07
69,0.027999999999999997,2.0,0.006,-1.38,-0.586,1.22
70,0.027999999999999997,2.0,0.006,-1.38,-0.586,1.432
71,0.242,2.0,0.0,-1.172,-0.586,1.644
72,0.027999999999999997,2.0,0.006,-1.38,-0.586,1.823
73,0.027999999999999997,2.0,0.006,-1.38,-0.586,2.035
74,0.027999999999999997,2.0,0.006,-1.38,-0.586,2.246
75,0.027999999999999997,2.2,0.006,-1.58,-0.586,2.458
76,0.027999999999999997,2.2,0.0,-1.586,-0.586,2.7
77,0.027999999999999997,2.2,0.006,-1.58,-0.586,2.944
78,0.242,2.2,0.006,-1.366,-0.586,3.186
79,0.242,2.2,0.006,-1.366,-0.586,3.395
80,0.027999999999999997,2.2,0.006,-1.58,-0.586,3.605
81,0.027999999999999997,2.0,0.006,-1.38,-0.586,3.847
