,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.044000000000000004,0.001,-0.503,0.548,3.927
1,0.044000000000000004,0.001,-0.472,0.517,4.004
2,0.044000000000000004,0.0,-0.473,0.517,4.077
3,0.044000000000000004,0.001,-0.473,0.518,4.149
4,0.044000000000000004,0.001,-0.473,0.518,4.222
5,0.198,0.001,-0.319,0.518,4.294
6,0.198,0.001,-0.319,0.518,4.343
7,0.044000000000000004,0.0,-0.416,0.46,4.392
8,0.044000000000000004,0.001,-0.415,0.46,4.456
9,0.39299999999999996,0.001,-0.3,0.694,4.52
10,0.244,0.001,-0.374,0.619,4.566
11,0.141,0.001,-0.425,0.567,4.623
12,0.141,0.001,-0.425,0.567,4.688
13,0.044000000000000004,0.0,-0.473,0.517,4.753
14,0.044000000000000004,0.001,-0.473,0.518,4.826
15,0.198,0.001,-0.242,0.441,4.898
16,0.198,0.001,-0.242,0.441,4.935
17,0.39299999999999996,0.001,-0.222,0.616,4.973
18,0.39299999999999996,0.0,-0.256,0.649,5.007
19,0.044000000000000004,0.001,-0.332,0.377,5.046
20,0.044000000000000004,0.001,-0.337,0.382,5.097
21,0.044000000000000004,0.001,-0.362,0.407,5.148
22,0.141,0.001,-0.323,0.465,5.204
23,0.295,0.0,-0.25,0.545,5.253
24,0.39799999999999996,0.001,-0.22,0.619,5.292
25,0.39299999999999996,0.001,-0.165,0.559,5.325
26,0.244,0.001,-0.317,0.562,5.351
27,0.044000000000000004,0.001,-0.474,0.519,5.399
28,0.044000000000000004,0.001,-0.474,0.519,5.472
29,0.198,0.0,-0.398,0.596,5.544
30,0.295,0.001,-0.349,0.645,5.605
31,0.044000000000000004,0.001,-0.416,0.461,5.659
32,0.044000000000000004,0.001,-0.416,0.461,5.723
33,0.39299999999999996,0.001,-0.3,0.694,5.787
34,0.39299999999999996,0.0,-0.301,0.694,5.833
35,0.044000000000000004,0.001,-0.474,0.519,5.879
36,0.141,0.001,-0.426,0.568,5.951
37,0.141,0.001,-0.368,0.51,6.017
38,0.198,0.001,-0.397,0.596,6.073
39,0.198,0.0,-0.32,0.518,6.134
40,0.044000000000000004,0.001,-0.357,0.402,6.183
41,0.193,0.001,-0.361,0.555,6.238
42,0.044000000000000004,0.001,-0.175,0.22,6.293
43,0.044000000000000004,0.001,-0.207,0.252,6.32
44,0.244,0.0,0.833,-0.589,6.352
45,0.341,0.001,0.837,-0.495,6.224
46,0.198,0.001,0.823,-0.624,6.095
47,0.198,0.001,-0.13,0.329,5.969
48,0.193,0.001,-0.223,0.417,5.989
49,0.193,0.001,-0.203,0.397,6.023
50,0.141,0.0,-0.209,0.35,6.054
51,0.141,0.001,-0.118,0.26,6.086
52,0.244,0.001,0.032,0.213,6.105
53,0.244,0.001,0.178,0.067,6.1
54,0.198,0.001,-0.051,0.25,6.072
55,0.198,0.0,-0.13,0.328,6.08
56,0.044000000000000004,0.001,-0.206,0.251,6.1
57,0.044000000000000004,0.001,-0.277,0.322,6.132
58,0.29,0.001,-0.095,0.386,6.174
59,0.193,0.001,-0.066,0.26,6.189
60,0.244,0.0,-0.099,0.343,6.199
61,0.244,0.001,-0.098,0.343,6.214
62,0.198,0.001,-0.2,0.399,6.229
63,0.198,0.001,0.91,-0.711,6.26
64,0.044000000000000004,0.001,-0.306,0.351,6.12
65,0.044000000000000004,0.0,-0.249,0.293,6.167
66,0.193,0.001,-0.174,0.368,6.205
67,0.141,0.001,-0.258,0.4,6.232
68,0.341,0.001,-0.08,0.422,6.272
69,0.244,0.001,-0.128,0.373,6.284
70,0.044000000000000004,0.0,-0.475,0.519,6.303
71,0.044000000000000004,0.001,-0.475,0.52,6.376
72,0.044000000000000004,0.001,-0.475,0.52,6.449
