,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.0,0.0,0.732,-0.684,3.738
1,0.048,0.0,0.006,0.401,-0.347,3.625
2,0.048,0.0,0.006,0.409,-0.355,3.564
3,0.048,0.0,0.006,0.472,-0.418,3.501
4,0.048,0.0,0.006,0.484,-0.43,3.429
5,0.133,0.0,0.0,0.467,-0.334,3.355
6,0.048,0.0,0.006,0.417,-0.363,3.283
7,0.048,0.0,0.006,0.324,-0.27,3.219
8,0.249,0.0,0.006,0.299,-0.044,3.17
9,0.249,0.0,0.006,0.28,-0.025,3.124
10,0.048,0.0,0.0,0.235,-0.187,3.081
11,0.048,0.0,0.006,0.253,-0.199,3.045
12,0.048,0.0,0.006,0.236,-0.182,3.006
13,0.048,0.0,0.006,0.221,-0.167,2.97
14,0.249,0.0,0.006,0.25,0.005,2.936
15,0.249,0.0,0.006,0.265,-0.01,2.897
16,0.048,0.0,0.0,0.252,-0.204,2.857
17,0.048,0.0,0.006,0.258,-0.204,2.818
18,0.048,0.0,0.006,0.298,-0.244,2.779
19,0.048,0.0,0.006,0.267,-0.213,2.733
20,0.048,0.0,0.006,0.251,-0.197,2.692
21,0.048,0.0,0.0,0.246,-0.198,2.654
22,0.048,0.0,0.006,0.249,-0.195,2.616
23,0.048,0.0,0.006,0.226,-0.172,2.578
24,0.249,0.0,0.006,0.289,-0.034,2.543
25,0.249,0.0,0.006,0.323,-0.068,2.499
26,0.048,0.0,0.0,0.265,-0.217,2.449
27,0.048,0.0,0.006,0.252,-0.198,2.409
28,0.048,0.0,0.006,0.243,-0.189,2.37
29,0.048,0.0,0.006,0.235,-0.181,2.333
30,0.048,0.0,0.006,0.233,-0.179,2.297
31,0.249,0.0,0.006,0.233,0.022,2.261
32,0.249,0.0,0.0,0.245,0.004,2.225
33,0.048,0.0,0.006,0.261,-0.207,2.188
34,0.048,0.0,0.006,0.294,-0.24,2.148
35,0.048,0.0,0.006,0.271,-0.217,2.102
36,0.048,0.0,0.006,0.262,-0.208,2.061
37,0.048,0.0,0.0,0.228,-0.18,2.021
38,0.048,0.0,0.006,0.223,-0.169,1.986
39,0.048,0.1,0.006,0.198,-0.244,1.952
40,0.249,0.1,0.006,0.363,-0.208,1.921
41,0.249,0.1,0.006,0.384,-0.229,1.866
42,0.048,0.1,0.0,0.282,-0.334,1.807
43,0.048,0.1,0.006,0.469,-0.515,1.764
44,0.048,0.1,0.006,0.755,-0.801,1.692
45,0.048,0.3,0.006,0.298,-0.544,1.576
46,0.048,0.3,0.006,0.295,-0.541,1.53
47,0.249,0.3,0.0,0.375,-0.426,1.485
48,0.294,0.3,0.006,0.599,-0.599,1.428
49,0.168,0.3,0.006,0.394,-0.52,1.336
50,0.28800000000000003,0.3,0.006,0.333,-0.339,1.275
51,0.228,0.6,0.006,0.099,-0.465,1.224
52,0.268,0.6,0.006,-0.015,-0.311,1.209
53,0.228,0.6,0.0,0.028,-0.4,1.211
54,0.419,0.6,0.006,0.015,-0.19,1.207
55,0.359,0.6,0.006,-0.105,-0.13,1.205
56,0.048,0.6,0.006,0.073,-0.619,1.221
57,0.048,1.0,0.006,-0.059,-0.887,1.21
58,0.175,1.0,0.0,-0.249,-0.576,1.219
59,0.235,1.0,0.006,-0.013,-0.746,1.257
60,0.048,1.0,0.006,-0.085,-0.861,1.259
61,0.048,1.0,0.006,-0.05,-0.896,1.272
62,0.048,1.0,0.006,-0.123,-0.823,1.28
63,0.048,1.6,0.0,-0.618,-0.934,1.299
64,0.048,1.6,0.006,-1.021,-0.525,1.393
65,0.048,1.6,0.006,-1.087,-0.459,1.55
66,0.048,1.6,0.006,-1.048,-0.498,1.717
67,0.048,1.6,0.006,-0.945,-0.601,1.877
68,0.048,1.6,0.0,-0.788,-0.764,2.022
69,0.249,2.0,0.006,-1.217,-0.528,2.143
70,0.249,2.0,0.006,-1.229,-0.516,2.33
71,0.048,2.0,0.006,-1.391,-0.555,2.518
72,0.048,2.0,0.006,-1.311,-0.635,2.731
73,0.048,2.0,0.0,-1.216,-0.736,2.932
74,0.048,2.0,0.006,-1.275,-0.671,3.119
75,0.048,2.2,0.006,-1.638,-0.508,3.314
76,0.249,2.2,0.006,-1.884,-0.061,3.566
77,0.249,2.2,0.006,-1.9,-0.045,3.854
78,0.048,2.2,0.006,-1.941,-0.205,4.146
79,0.048,2.2,0.0,-1.859,-0.293,4.443
80,0.048,2.2,0.006,-1.756,-0.39,4.728
81,0.048,2.0,0.006,-1.703,-0.243,4.998
82,0.249,2.0,0.006,-1.706,-0.039,5.259
83,0.249,2.0,0.006,-1.689,-0.056,5.521
84,0.249,2.0,0.0,-1.551,-0.2,5.78
85,0.048,2.0,0.006,-1.588,-0.358,6.017
86,0.048,2.0,0.006,-1.454,-0.492,6.261
87,0.048,1.8,0.006,-1.175,-0.571,6.484
88,0.048,1.8,0.006,-1.308,-0.438,6.664
89,0.048,1.8,0.0,-1.024,-0.728,6.865
90,0.048,1.8,0.006,-0.91,-0.836,7.022
91,0.048,1.8,0.006,-0.912,-0.834,7.161
92,0.249,1.8,0.006,-0.932,-0.613,7.301
93,0.249,1.4,0.006,-0.711,-0.434,7.444
94,0.048,1.4,0.006,-0.337,-1.009,7.553
95,0.048,1.4,0.0,-0.314,-1.038,7.605
96,0.048,1.4,0.006,-0.308,-1.038,7.653
97,0.057999999999999996,1.4,0.006,0.0,-1.336,7.7
98,0.057999999999999996,1.4,0.006,-0.0,-1.336,7.7
99,0.318,1.0,0.006,0.324,-1.0,7.7
100,0.534,1.0,0.0,0.391,-0.857,7.65
101,0.434,1.0,0.006,0.133,-0.693,7.59
102,0.282,1.0,0.006,0.26,-0.972,7.57
103,0.233,1.0,0.006,0.342,-1.103,7.53
104,0.268,1.0,0.006,0.154,-0.88,7.478
105,0.275,0.4,0.0,0.845,-0.97,7.454
