,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.0,0.359,-0.304,3.795
1,0.055,0.0,0.325,-0.27,3.74
2,0.055,0.0,0.336,-0.281,3.69
3,0.055,0.0,0.4,-0.345,3.638
4,0.055,0.0,0.406,-0.351,3.577
5,0.055,0.0,0.388,-0.333,3.515
6,0.209,0.0,0.35,-0.141,3.455
7,0.209,0.0,0.334,-0.125,3.402
8,0.055,0.0,0.385,-0.33,3.351
9,0.055,0.0,0.392,-0.337,3.292
10,0.055,0.0,0.332,-0.277,3.231
11,0.055,0.0,0.351,-0.296,3.181
12,0.055,0.0,0.345,-0.29,3.127
13,0.055,0.0,0.33,-0.275,3.074
14,0.209,0.0,0.36,-0.151,3.023
15,0.209,0.0,0.375,-0.166,2.968
16,0.055,0.0,0.363,-0.308,2.911
17,0.055,0.0,0.362,-0.307,2.855
18,0.055,0.0,0.392,-0.337,2.799
19,0.055,0.0,0.366,-0.311,2.739
20,0.055,0.0,0.361,-0.306,2.683
21,0.055,0.0,0.357,-0.302,2.628
22,0.055,0.0,0.359,-0.304,2.573
23,0.055,0.0,0.335,-0.28,2.518
24,0.055,0.0,0.382,-0.327,2.467
25,0.055,0.0,0.417,-0.362,2.408
26,0.055,0.0,0.365,-0.31,2.344
27,0.055,0.0,0.361,-0.306,2.288
28,0.055,0.0,0.353,-0.298,2.233
29,0.209,0.0,0.344,-0.135,2.179
30,0.209,0.0,0.342,-0.133,2.126
31,0.055,0.0,0.342,-0.287,2.074
32,0.055,0.0,0.344,-0.289,2.021
33,0.055,0.0,0.36,-0.305,1.968
34,0.055,0.0,0.4,-0.345,1.913
35,0.055,0.0,0.382,-0.327,1.852
36,0.055,0.0,0.371,-0.316,1.793
37,0.055,0.0,0.336,-0.281,1.736
38,0.055,0.0,0.331,-0.276,1.685
39,0.209,0.1,0.311,-0.202,1.634
40,0.209,0.1,0.472,-0.363,1.586
41,0.055,0.1,0.493,-0.538,1.514
42,0.055,0.1,0.398,-0.443,1.438
43,0.055,0.1,0.431,-0.476,1.377
44,0.195,0.1,0.72,-0.625,1.311
45,0.135,0.3,0.424,-0.589,1.201
46,0.315,0.3,0.421,-0.406,1.136
47,0.479,0.3,0.483,-0.304,1.071
48,0.5539999999999999,0.3,0.695,-0.441,0.997
49,0.628,0.3,0.479,-0.151,0.89
50,0.209,0.3,0.46,-0.551,0.817
51,0.055,0.6,0.232,-0.777,0.747
52,0.055,0.6,0.112,-0.657,0.711
53,0.055,0.6,0.157,-0.702,0.694
54,0.055,0.6,0.127,-0.672,0.67
55,0.055,0.6,0.158,-0.703,0.65
56,0.055,0.6,0.204,-0.749,0.626
57,0.055,1.0,0.088,-1.033,0.595
58,0.055,1.0,-0.287,-0.658,0.581
59,0.055,1.0,-0.058,-0.887,0.625
60,0.055,1.0,-0.134,-0.811,0.634
61,0.055,1.0,-0.108,-0.837,0.655
62,0.209,1.0,-0.185,-0.606,0.671
63,0.209,1.6,-0.677,-0.714,0.7
64,0.055,1.6,-1.093,-0.452,0.803
65,0.055,1.6,-1.162,-0.383,0.971
66,0.055,1.6,-1.12,-0.425,1.149
67,0.055,1.6,-1.01,-0.535,1.321
68,0.055,1.6,-0.842,-0.703,1.476
69,0.055,2.0,-1.276,-0.669,1.605
70,0.055,2.0,-1.258,-0.687,1.801
71,0.209,2.0,-1.283,-0.508,1.994
72,0.348,2.0,-1.192,-0.46,2.191
73,0.207,2.0,-1.079,-0.714,2.373
74,2.4859999999999998,2.0,-1.142,1.628,2.539
75,2.526,2.2,-1.514,1.84,2.714
76,0.055,2.2,-1.773,-0.372,2.946
77,0.055,2.2,-1.801,-0.344,3.218
78,0.055,2.2,-1.843,-0.302,3.494
79,0.055,2.2,-1.826,-0.319,3.777
80,0.055,2.2,-1.831,-0.314,4.057
81,0.055,2.0,-1.615,-0.33,4.337
82,0.209,2.0,-1.602,-0.189,4.585
83,0.209,2.0,-1.584,-0.207,4.831
84,0.207,2.0,-1.432,-0.361,5.073
85,0.207,2.0,-1.559,-0.234,5.293
86,0.207,2.0,-1.535,-0.258,5.532
87,0.19399999999999998,1.8,-1.24,-0.366,5.767
88,0.348,1.8,-1.381,-0.071,5.958
89,0.348,1.8,-1.204,-0.248,6.169
90,0.467,1.8,-1.16,-0.173,6.354
91,0.326,1.8,-1.156,-0.318,6.532
92,0.326,1.8,-1.188,-0.286,6.709
93,0.207,1.4,-0.985,-0.208,6.891
94,0.207,1.4,-0.742,-0.451,7.042
95,0.207,1.4,-0.682,-0.511,7.156
96,0.3,1.4,-0.612,-0.488,7.261
97,0.631,1.4,-0.72,-0.049,7.354
98,0.327,1.4,-0.613,-0.46,7.465
99,2.6060000000000003,1.0,-0.011,1.617,7.559
100,2.6060000000000003,1.0,-0.054,1.66,7.56
101,0.387,1.0,-0.324,-0.289,7.569
102,0.387,1.0,-0.198,-0.415,7.618
103,0.5770000000000001,1.0,-0.122,-0.301,7.649
104,2.911,1.0,-0.212,2.123,7.667
105,2.951,0.4,0.437,2.114,7.7
106,2.86,0.4,0.344,2.116,7.633
107,0.376,0.4,0.38,-0.404,7.58
108,0.376,0.4,0.508,-0.532,7.522
109,0.449,0.4,0.547,-0.498,7.444
110,0.489,0.4,0.374,-0.285,7.36
111,0.6920000000000001,0.1,0.672,-0.08,7.303
112,0.7120000000000001,0.1,0.812,-0.2,7.2
113,0.498,0.1,0.828,-0.43,7.075
114,0.498,0.1,0.768,-0.37,6.948
115,0.498,0.1,0.645,-0.247,6.831
116,0.5579999999999999,0.1,0.6,-0.142,6.732
117,0.465,0.0,0.636,-0.171,6.64
118,0.525,0.0,0.6,-0.075,6.542
119,0.465,0.0,0.555,-0.09,6.45
120,0.5920000000000001,0.0,0.575,0.017,6.365
121,0.611,0.0,0.617,-0.006,6.277
122,0.7879999999999999,0.0,0.779,0.009,6.182
123,0.7070000000000001,0.0,0.738,-0.031,6.063
124,0.767,0.0,0.621,0.146,5.95
125,0.677,0.0,0.724,-0.047,5.855
126,0.535,0.0,0.615,-0.08,5.744
127,0.535,0.0,0.813,-0.278,5.649
128,0.7290000000000001,0.0,1.057,-0.328,5.525
129,0.742,0.0,0.8,-0.058,5.363
130,0.555,0.0,0.791,-0.236,5.24
131,0.998,0.0,0.865,0.133,5.119
132,0.767,0.0,0.869,-0.102,4.986
133,0.716,0.0,0.852,-0.136,4.853
134,0.81,0.0,0.799,0.011,4.722
135,0.765,0.0,0.842,-0.077,4.6
136,2.944,0.0,0.878,2.066,4.47
137,2.861,0.0,0.783,2.078,4.336
138,0.679,0.0,0.562,0.117,4.216
139,0.6459999999999999,0.0,0.509,0.137,4.13
140,0.6459999999999999,0.0,0.481,0.165,4.052
141,0.055,0.0,0.58,-0.525,3.978
142,0.055,0.0,0.613,-0.558,3.889
143,0.055,0.0,0.359,-0.304,3.795
