;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
0;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00040500000000000003;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.000358;-0.00022899999999999998;-0.000442;-0.000407;-0.000365;-0.000608;-3.600000000000001e-05;7.400000000000001e-05;-0.000856;-0.0006820000000000001;-0.000517
1;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000294;-0.000286;-0.000286;-0.000286;-0.000286;-0.00043;-0.00019899999999999999;-0.000442;-0.000407;-0.00042;-0.00045700000000000005;-0.000207;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.00046100000000000004
2;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000294;-0.000286;-0.000286;-0.000286;-0.000286;-0.000512;-0.00019899999999999999;-0.000442;-0.000407;-0.000536;-0.00045700000000000005;-0.000207;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.00046100000000000004
3;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.000351;-0.00034;-0.00034;-0.00034;-0.00034;-0.000893;-0.00019899999999999999;-0.000442;-0.000577;-0.0006360000000000001;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004
4;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00033299999999999996;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.000908;-0.00019899999999999999;-0.000442;-0.000577;-0.0009270000000000001;-0.00045700000000000005;-0.000207;-0.000249;-0.00041799999999999997;-0.00047200000000000003;-0.00046100000000000004
5;-0.000308;-0.000308;-0.000308;-0.000308;-0.000308;-0.000308;-0.00031800000000000003;-0.000308;-0.000308;-0.000308;-0.000308;-0.000997;-0.00019899999999999999;-0.000442;-0.000407;-0.000902;-0.0005420000000000001;-0.000207;-9.699999999999999e-05;-0.00041799999999999997;-0.00047200000000000003;-0.00046100000000000004
6;-0.000337;-0.000337;-0.000337;-0.000337;-0.000337;-0.000337;-0.000348;-0.000337;-0.000337;-0.000337;-0.000337;-0.0007190000000000001;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
7;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.00034899999999999997;-0.000338;-0.000338;-0.000338;-0.000338;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.0005670000000000001
8;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.00035299999999999996;-0.000342;-0.000342;-0.000342;-0.000342;-0.00048;-0.00019899999999999999;-0.0005639999999999999;-0.000407;-0.000342;-0.000658;-0.000428;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.000764
9;-0.000364;-0.000364;-0.000364;-0.000364;-0.000364;-0.000364;-0.000377;-0.000364;-0.000364;-0.000364;-0.000364;-0.00048;-0.00019899999999999999;-0.0005639999999999999;-0.000407;-0.00022500000000000002;-0.000658;-0.000428;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.000658
10;-0.000335;-0.000335;-0.000335;-0.000335;-0.000335;-0.000335;-0.00034600000000000006;-0.000335;-0.000335;-0.000335;-0.000335;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000515;-0.0006670000000000001;-0.000658
11;-0.000329;-0.000329;-0.000329;-0.000329;-0.000329;-0.000329;-0.000339;-0.000329;-0.000329;-0.000329;-0.000329;-0.0005340000000000001;-0.00019899999999999999;-0.000603;-0.000407;-0.00035600000000000003;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000515;-0.0006670000000000001;-0.00046100000000000004
12;-0.000289;-0.000289;-0.000289;-0.000289;-0.000289;-0.000289;-0.000297;-0.000289;-0.000289;-0.000289;-0.000289;-0.0007;-0.00019899999999999999;-0.000603;-0.000407;-0.00035600000000000003;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004
13;-0.000302;-0.000302;-0.000302;-0.000302;-0.000302;-0.000302;-0.000311;-0.000302;-0.000302;-0.000302;-0.000302;-0.0005560000000000001;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-0.000249;-0.000298;-0.00047200000000000003;-0.00046100000000000004
14;-0.000326;-0.000326;-0.000326;-0.000326;-0.000326;-0.000326;-0.000337;-0.000326;-0.000326;-0.000326;-0.000326;-0.000643;-0.00019899999999999999;-0.000442;-0.000577;-0.00022500000000000002;-0.000658;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
15;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00035;-0.00036200000000000007;-0.00035;-0.00035;-0.00035;-0.00035;-0.00039000000000000005;-0.00019899999999999999;-0.0005639999999999999;-0.000577;-0.00022500000000000002;-0.000658;-0.000368;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
16;-0.000343;-0.000343;-0.000343;-0.000343;-0.000343;-0.000343;-0.000355;-0.000343;-0.000343;-0.000343;-0.000343;-0.00039000000000000005;-0.00019899999999999999;-0.0005639999999999999;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000589;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
17;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.000366;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.00035299999999999996;-0.0005340000000000001;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000428;-9.699999999999999e-05;-0.00041799999999999997;-0.0006670000000000001;-0.00046100000000000004
18;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000394;-0.000379;-0.000379;-0.000379;-0.000379;-0.0005340000000000001;-0.00019899999999999999;-0.000603;-0.000407;-0.00035600000000000003;-0.00045700000000000005;-0.000428;-9.699999999999999e-05;-0.000635;-0.0006670000000000001;-0.000764
19;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.000338;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00032700000000000003;-0.00039000000000000005;-0.00019899999999999999;-0.000603;-0.000407;-0.000473;-0.00045700000000000005;-0.000207;-0.000431;-0.000515;-0.00047200000000000003;-0.000764
20;-0.000343;-0.000343;-0.000343;-0.000343;-0.000343;-0.000343;-0.00035600000000000003;-0.000343;-0.000343;-0.000343;-0.000343;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.000342;-0.00045700000000000005;-0.000207;-0.000431;-0.000298;-0.00047200000000000003;-0.00046100000000000004
21;-0.000355;-0.000355;-0.000355;-0.000355;-0.000355;-0.000355;-0.000368;-0.000355;-0.000355;-0.000355;-0.000355;-0.0006459999999999999;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
22;-0.000313;-0.000313;-0.000313;-0.000313;-0.000313;-0.000313;-0.000324;-0.000313;-0.000313;-0.000313;-0.000313;-0.000809;-0.00019899999999999999;-0.000442;-0.000577;-0.00022500000000000002;-0.00045700000000000005;-0.000368;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
23;-0.00031;-0.00031;-0.00031;-0.00031;-0.00031;-0.00031;-0.000321;-0.00031;-0.00031;-0.00031;-0.00031;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000577;-0.00022500000000000002;-0.00045700000000000005;-0.000368;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
24;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00040899999999999997;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00039200000000000004;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.00035600000000000003;-0.000658;-0.000207;-9.699999999999999e-05;-0.000635;-0.0006670000000000001;-0.00046100000000000004
25;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00043799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00041799999999999997;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.00035600000000000003;-0.000658;-0.000428;-0.000249;-0.000635;-0.0006670000000000001;-0.00046100000000000004
26;-0.00033;-0.00033;-0.00033;-0.00033;-0.00033;-0.00033;-0.000343;-0.00033;-0.00033;-0.00033;-0.00033;-0.00039000000000000005;-0.00019899999999999999;-0.000442;-0.000407;-0.000342;-0.00045700000000000005;-0.000428;-0.000431;-0.000515;-0.00047200000000000003;-0.0005670000000000001
27;-0.000334;-0.000334;-0.000334;-0.000334;-0.000334;-0.000334;-0.00034600000000000006;-0.000334;-0.000334;-0.000334;-0.000334;-0.0005340000000000001;-0.00019899999999999999;-0.0005639999999999999;-0.000407;-0.000342;-0.00045700000000000005;-0.000207;-0.00027899999999999995;-0.000298;-0.00047200000000000003;-0.000658
28;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.000345;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.0005340000000000001;-0.00019899999999999999;-0.000725;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000207;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.000658
29;-0.000312;-0.000312;-0.000312;-0.000312;-0.000312;-0.000312;-0.00032299999999999994;-0.000312;-0.000312;-0.000312;-0.000312;-0.000553;-0.00019899999999999999;-0.000603;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000368;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
30;-0.000322;-0.000322;-0.000322;-0.000322;-0.000322;-0.000322;-0.000335;-0.000322;-0.000322;-0.000322;-0.000322;-0.0005560000000000001;-0.00019899999999999999;-0.000442;-0.000407;-0.00022500000000000002;-0.00045700000000000005;-0.000368;-9.699999999999999e-05;-0.000298;-0.00047200000000000003;-0.00046100000000000004
31;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.000307;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.00029600000000000004;-0.0006459999999999999;-0.00019899999999999999;-0.000442;-0.000577;-0.00022500000000000002;-0.000658;-0.000207;-9.699999999999999e-05;-0.000298;-0.0006670000000000001;-0.00046100000000000004
32;-0.000303;-0.000303;-0.000303;-0.000303;-0.000303;-0.000303;-0.000314;-0.000303;-0.000303;-0.000303;-0.000303;-0.00048;-0.00019899999999999999;-0.000442;-0.000577;-0.000342;-0.000658;-0.000207;-9.699999999999999e-05;-0.000515;-0.0006670000000000001;-0.0005670000000000001
