,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.614,-0.342,1.011,3.902
1,0.055,0.614,-0.32,0.989,3.955
2,0.055,0.613,-0.32,0.988,4.004
3,0.055,0.614,-0.273,0.942,4.053
4,0.055,0.613,-0.296,0.964,4.095
5,0.055,0.613,-0.289,0.957,4.14
6,0.209,0.5870000000000001,-0.253,1.049,4.185
7,0.209,0.331,-0.301,0.841,4.224
8,0.055,0.087,-0.348,0.49,4.27
9,0.055,0.001,-0.324,0.38,4.323
10,0.055,0.001,-0.343,0.399,4.373
11,0.055,0.001,-0.338,0.394,4.425
12,0.055,0.001,-0.392,0.448,4.477
13,0.055,0.001,-0.419,0.475,4.537
14,0.209,0.001,-0.4,0.61,4.601
15,0.209,0.001,-0.322,0.532,4.663
16,0.055,0.001,-0.318,0.374,4.712
17,0.055,0.001,-0.304,0.36,4.761
18,0.055,0.001,-0.289,0.345,4.807
19,0.055,0.001,-0.362,0.418,4.852
20,0.055,0.001,-0.345,0.401,4.907
21,0.055,0.0,-0.329,0.384,4.96
22,0.055,0.001,-0.359,0.415,5.011
23,0.055,0.001,-0.363,0.419,5.066
24,0.055,0.001,-0.303,0.359,5.121
25,0.055,0.001,-0.266,0.322,5.168
26,0.055,0.001,-0.335,0.391,5.208
27,0.055,0.001,-0.358,0.414,5.26
28,0.055,0.001,-0.36,0.416,5.315
29,0.209,0.001,-0.361,0.571,5.37
30,0.209,0.001,-0.346,0.556,5.425
31,0.055,0.001,-0.382,0.438,5.478
32,0.055,0.001,-0.404,0.46,5.537
33,0.055,0.001,-0.36,0.416,5.599
34,0.055,0.001,-0.293,0.349,5.654
35,0.055,0.0,-0.376,0.431,5.699
36,0.055,0.001,-0.362,0.418,5.757
37,0.055,0.001,-0.37,0.426,5.812
38,0.055,0.001,-0.377,0.433,5.869
39,0.209,0.001,-0.348,0.558,5.927
40,0.209,0.001,-0.382,0.592,5.98
41,0.055,0.001,0.411,-0.355,6.039
42,0.055,0.001,-0.206,0.262,5.976
43,0.055,0.0,-0.224,0.279,6.007
44,0.195,0.001,0.377,-0.181,6.041
45,0.135,0.001,0.071,0.065,5.984
46,0.315,0.001,0.293,0.023,5.973
47,0.479,0.001,0.433,0.047,5.928
48,0.5539999999999999,0.0,0.434,0.12,5.862
49,0.628,0.001,-0.081,0.71,5.795
50,0.209,0.001,0.11,0.1,5.807
51,0.055,0.001,0.126,-0.07,5.791
52,0.055,0.001,-0.197,0.253,5.771
53,0.055,0.0,-0.184,0.239,5.801
54,0.055,0.001,-0.242,0.298,5.83
55,0.055,0.001,-0.251,0.307,5.867
56,0.055,0.001,0.037,0.019,5.905
57,0.055,0.001,0.359,-0.303,5.9
58,0.055,0.0,0.133,-0.078,5.844
59,0.055,0.001,0.165,-0.109,5.824
60,0.055,0.001,-0.118,0.174,5.799
61,0.055,0.001,0.07,-0.014,5.817
62,0.209,0.001,0.08,0.13,5.806
63,0.209,0.001,0.36,-0.15,5.794
64,0.055,0.0,-0.298,0.353,5.738
65,0.055,0.001,-0.23,0.286,5.784
66,0.055,0.001,-0.16,0.216,5.819
67,0.055,0.001,-0.217,0.273,5.844
68,0.055,0.001,0.084,-0.028,5.877
69,0.055,0.0,0.108,-0.053,5.864
70,0.055,0.001,0.044,0.012,5.848
71,0.209,0.001,-0.019,0.229,5.841
72,0.348,0.001,-0.036,0.385,5.844
73,0.207,0.001,-0.03,0.238,5.849
74,2.4859999999999998,0.0,0.293,2.193,5.854
75,2.526,0.001,0.327,2.2,5.809
76,0.055,0.001,-0.282,0.338,5.759
77,0.055,0.001,-0.361,0.417,5.802
78,0.055,0.001,-0.376,0.432,5.858
79,0.055,0.0,-0.365,0.42,5.915
80,0.055,0.001,-0.322,0.378,5.971
81,0.055,0.001,-0.335,0.391,6.021
82,0.209,0.001,-0.328,0.538,6.072
83,0.209,0.001,-0.342,0.552,6.122
84,0.207,0.001,-0.013,0.221,6.175
85,0.207,0.0,-0.288,0.495,6.177
86,0.207,0.001,-0.304,0.512,6.221
87,0.19399999999999998,0.001,-0.274,0.469,6.267
88,0.348,0.001,-0.241,0.59,6.309
89,0.348,0.001,-0.194,0.543,6.346
90,0.467,0.0,-0.191,0.658,6.376
91,0.326,0.001,-0.201,0.528,6.405
92,0.326,0.001,-0.247,0.574,6.436
93,0.207,0.001,-0.258,0.466,6.474
94,0.207,0.001,0.339,-0.131,6.514
95,0.207,0.425,0.14,0.492,6.462
96,0.3,0.616,0.274,0.642,6.44
97,0.631,0.615,0.309,0.937,6.398
98,0.327,0.614,0.56,0.381,6.351
99,2.6060000000000003,0.614,0.84,2.38,6.265
100,2.6060000000000003,0.613,0.53,2.689,6.136
101,0.387,0.614,0.3,0.701,6.055
102,0.387,0.613,0.274,0.726,6.009
103,0.5770000000000001,0.613,0.383,0.807,5.967
104,2.911,0.613,0.601,2.923,5.908
105,2.951,0.336,0.677,2.61,5.816
106,2.86,0.001,0.639,2.222,5.712
107,0.376,0.001,0.682,-0.305,5.614
108,0.376,0.001,0.734,-0.357,5.51
109,0.449,0.001,0.752,-0.302,5.397
110,0.489,0.0,0.603,-0.114,5.282
111,0.6920000000000001,0.001,0.523,0.17,5.189
112,0.7120000000000001,0.308,0.597,0.423,5.109
113,0.498,0.615,1.009,0.104,5.018
114,0.498,0.614,0.882,0.23,4.863
115,0.498,0.615,0.599,0.514,4.728
116,0.5579999999999999,0.613,0.413,0.758,4.636
