,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.044000000000000004,0.0,0.37,-0.326,3.793
1,0.044000000000000004,0.0,0.353,-0.309,3.736
2,0.044000000000000004,0.0,0.359,-0.315,3.682
3,0.044000000000000004,0.0,0.38,-0.336,3.627
4,0.044000000000000004,0.0,0.38,-0.336,3.569
5,0.198,0.0,0.387,-0.189,3.511
6,0.198,0.0,0.381,-0.183,3.451
7,0.044000000000000004,0.0,0.373,-0.329,3.393
8,0.044000000000000004,0.0,0.411,-0.367,3.336
9,0.39299999999999996,0.0,0.401,-0.008,3.273
10,0.244,0.0,0.376,-0.132,3.211
11,0.141,0.0,0.368,-0.227,3.154
12,0.141,0.0,0.355,-0.214,3.097
13,0.044000000000000004,0.0,0.363,-0.319,3.043
14,0.044000000000000004,0.0,0.371,-0.327,2.987
15,0.198,0.0,0.408,-0.21,2.93
16,0.198,0.0,0.398,-0.2,2.868
17,0.39299999999999996,0.0,0.38,0.013,2.807
18,0.39299999999999996,0.0,0.402,-0.009,2.748
19,0.044000000000000004,0.0,0.381,-0.337,2.687
20,0.044000000000000004,0.0,0.364,-0.32,2.628
21,0.044000000000000004,0.0,0.452,-0.408,2.572
22,0.141,0.0,0.468,-0.327,2.503
23,0.295,0.0,0.393,-0.098,2.431
24,0.39799999999999996,0.0,0.41,-0.012,2.371
25,0.39299999999999996,0.0,0.414,-0.021,2.308
26,0.244,0.0,0.386,-0.142,2.245
27,0.044000000000000004,0.0,0.367,-0.323,2.185
28,0.044000000000000004,0.0,0.384,-0.34,2.129
29,0.198,0.0,0.386,-0.188,2.07
30,0.295,0.0,0.394,-0.099,2.011
31,0.044000000000000004,0.0,0.401,-0.357,1.951
32,0.044000000000000004,0.0,0.388,-0.344,1.889
33,0.39299999999999996,0.0,0.387,0.006,1.83
34,0.39299999999999996,0.0,0.407,-0.014,1.77
35,0.044000000000000004,0.0,0.405,-0.361,1.708
36,0.141,0.0,0.392,-0.251,1.646
37,0.141,0.0,0.395,-0.254,1.586
38,0.198,0.0,0.392,-0.194,1.525
39,0.198,0.1,0.322,-0.224,1.465
40,0.044000000000000004,0.1,0.398,-0.454,1.416
41,0.193,0.1,0.577,-0.484,1.355
42,0.044000000000000004,0.1,0.514,-0.57,1.266
43,0.044000000000000004,0.1,0.594,-0.65,1.187
44,0.244,0.1,0.58,-0.436,1.096
45,0.341,0.3,0.281,-0.24,1.007
46,0.198,0.3,0.336,-0.438,0.964
47,0.198,0.3,0.354,-0.456,0.913
48,0.193,0.3,0.449,-0.556,0.858
49,0.193,0.3,0.407,-0.514,0.79
50,0.141,0.3,0.396,-0.555,0.727
51,0.141,0.6,0.263,-0.722,0.666
52,0.244,0.6,0.085,-0.441,0.626
53,0.244,0.6,0.203,-0.559,0.613
54,0.198,0.6,0.152,-0.554,0.582
55,0.198,0.6,0.142,-0.544,0.559
56,0.044000000000000004,0.6,0.192,-0.748,0.537
57,0.044000000000000004,1.0,-0.152,-0.804,0.507
58,0.29,1.0,-0.306,-0.404,0.531
59,0.193,1.0,-0.181,-0.626,0.577
60,0.244,1.0,-0.243,-0.513,0.605
61,0.244,1.0,-0.245,-0.511,0.642
62,0.198,1.0,-0.222,-0.58,0.68
63,0.198,1.6,-0.813,-0.589,0.714
64,0.044000000000000004,1.6,-1.022,-0.534,0.839
65,0.044000000000000004,1.6,-1.088,-0.468,0.995
66,0.193,1.6,-1.077,-0.33,1.162
67,0.141,1.6,-1.096,-0.363,1.327
68,0.341,1.6,-1.016,-0.243,1.495
69,0.244,2.0,-1.423,-0.333,1.651
70,0.044000000000000004,2.0,-1.354,-0.602,1.869
71,0.044000000000000004,2.0,-1.237,-0.719,2.077
72,0.044000000000000004,2.0,-1.208,-0.748,2.267
73,0.193,2.0,-1.179,-0.628,2.452
74,0.193,2.0,-1.186,-0.621,2.633
75,0.341,2.2,-1.625,-0.234,2.815
76,0.341,2.2,-1.758,-0.101,3.064
77,0.198,2.2,-1.699,-0.303,3.333
78,0.198,2.2,-1.755,-0.247,3.594
79,0.044000000000000004,2.2,-1.66,-0.496,3.863
80,0.044000000000000004,2.2,-1.472,-0.684,4.118
81,0.193,2.0,-1.579,-0.228,4.343
82,0.193,2.0,-1.443,-0.364,4.585
83,0.141,2.0,-1.498,-0.361,4.807
84,0.341,2.0,-1.414,-0.245,5.036
85,0.244,2.0,-1.458,-0.298,5.253
86,0.044000000000000004,2.0,-1.408,-0.548,5.477
