;0
0;-0.004684995940640783
1;-0.006428364567990089
2;-0.006425065037940387
3;-0.0073036671949602274
4;-0.006942425058291784
5;-0.007246060340399152
6;-0.007734708976056831
7;-0.006355782762291172
8;-0.007114565455124793
9;-0.007676365497676823
10;-0.006651775961384073
11;-0.005278496979280132
12;-0.004793716538811629
13;-0.005490838342747521
14;-0.005689875488429158
15;-0.006929700607989613
16;-0.006802826770582356
17;-0.005921822143528435
18;-0.006680364583775192
19;-0.005995241957733058
20;-0.005920233176652661
21;-0.009610969552596034
22;-0.009778106402555897
23;-0.006324623768824078
24;-0.0069652924749273384
25;-0.007315768862321871
26;-0.006415801472994842
27;-0.005679796359899889
28;-0.006699909458378259
29;-0.006473509293431543
30;-0.0063538046073734625
31;-0.006650755133359498
32;-0.005891328019117149
33;-0.0062057035960115334
34;-0.007404000292014574
35;-0.007466683425985305
36;-0.009137728057625333
37;-0.007065174296351553
38;-0.0069852251886307224
39;-0.002932360933071878
40;-0.005852415645899136
41;-0.013763271698551495
42;-0.011320406034952823
43;-0.023849052730316508
44;-0.01747738930902483
45;0.0002837738069210832
46;-0.0016811130787950362
47;-0.005562242544647062
48;-0.012101640460352503
49;-0.005420867269794722
50;-0.005488147992466404
51;0.0037421323571867403
52;0.011146815797194507
53;0.006353517944929824
54;0.009024892681755155
55;0.00714156993465511
56;0.002035297011496296
57;0.022136920295188274
58;0.030877479524204228
59;0.02477508169847697
60;0.027512440627882835
61;0.030742975105154204
62;0.01932519661413974
63;0.06123192604113041
64;0.06743578695371073
65;0.07071697421708646
66;0.07299444040514672
67;0.07374066062019168
68;0.06640767822796945
69;0.08829872597039465
70;0.08738600474647035
71;0.08016972319243407
72;0.07890993281974457
73;0.08045972424628278
74;0.0833168972480264
75;0.10381185973099401
76;0.10896711092584192
77;0.1051801016336805
78;0.10679427943012952
79;0.10314167795241176
80;0.09496802122002604
81;0.09524191318094012
82;0.08924917208914222
83;0.09400607035489665
84;0.0899870847067045
85;0.08840185890091139
86;0.07767505409076683
87;0.07680292657316874
88;0.0807194698044143
89;0.07895005795895313
90;0.06718568614980429
91;0.07049578167544172
92;0.07079905210010153
93;0.05636293041675201
94;0.04751520641529112
95;0.04545533234873783
96;0.04584176614515453
97;0.04894111954051601
98;0.04165891961913676
99;0.016406043320447046
100;0.010338214497818769
101;0.018979415930943672
102;0.017628091866493136
103;0.01647572358730979
104;0.020855464657792994
105;-0.01230904613709316
106;-0.009750389307948897
107;-0.014541681792546628
108;-0.023670367881086823
109;-0.026038639657864973
110;-0.02302803984188831
111;-0.04119367561411737
112;-0.04251519852665351
113;-0.037811827169863615
114;-0.034164813228531245
115;-0.031072888943274677
116;-0.03589587428302892
117;-0.040315640659365
118;-0.037896558300839184
119;-0.03640551029515411
120;-0.036399802054538806
121;-0.03430048276359918
122;-0.03514186160065834
123;-0.03062671519025671
124;-0.02997814826221692
125;-0.03394611400035966
126;-0.02545186357177807
127;-0.03253161218445824
128;-0.03808937352337384
129;-0.029205973012371007
130;-0.03257324597111643
131;-0.03411557105872046
132;-0.03378614055581165
133;-0.035011498051883826
134;-0.023515170885485714
135;-0.027483467104048274
136;-0.03190137546596571
137;-0.031886198281089684
138;-0.02032734937794128
139;-0.019548913487437074
140;-0.015962322507335532
141;-0.01711601804041039
142;-0.016220092859539407
143;-0.018021204133394177
