,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.006,-0.36,0.419,3.905
1,0.053,0.006,-0.329,0.388,3.96
2,0.053,0.006,-0.353,0.412,4.011
3,0.053,0.006,-0.35,0.409,4.065
4,0.053,0.0,-0.375,0.428,4.119
5,0.053,0.006,-0.365,0.424,4.176
6,0.053,0.006,-0.366,0.425,4.232
7,0.053,0.006,-0.41,0.469,4.288
8,0.259,0.006,-0.413,0.678,4.351
9,0.053,0.0,-0.42,0.473,4.414
10,0.053,0.006,-0.444,0.503,4.479
11,0.053,0.006,-0.463,0.522,4.547
12,0.053,0.006,-0.469,0.528,4.618
13,0.053,0.006,-0.462,0.521,4.69
14,0.053,0.0,-0.461,0.514,4.761
15,0.053,0.006,-0.43,0.489,4.831
16,0.259,0.006,-0.435,0.7,4.897
17,0.053,0.006,-0.451,0.51,4.964
18,0.053,0.006,-0.437,0.496,5.033
19,0.053,0.0,-0.449,0.502,5.1
20,0.053,0.006,-0.453,0.512,5.169
21,0.053,0.006,-0.381,0.44,5.238
22,0.053,0.006,-0.374,0.433,5.297
23,0.053,0.006,-0.441,0.5,5.354
24,0.259,0.006,-0.427,0.692,5.422
25,0.259,0.0,-0.426,0.685,5.487
26,0.053,0.006,-0.447,0.506,5.552
27,0.053,0.006,-0.458,0.517,5.621
28,0.213,0.006,-0.443,0.662,5.691
29,0.268,0.006,-0.441,0.715,5.759
30,0.268,0.0,-0.439,0.707,5.827
31,0.053,0.006,-0.433,0.492,5.894
32,0.053,0.006,-0.446,0.505,5.961
33,0.053,0.006,-0.444,0.503,6.029
34,0.259,0.006,-0.423,0.688,6.097
35,0.259,0.0,-0.424,0.683,6.162
36,0.053,0.006,-0.387,0.446,6.227
37,0.053,0.006,-0.428,0.487,6.286
38,0.053,0.006,-0.429,0.488,6.352
39,0.053,0.006,-0.4,0.459,6.418
40,0.053,0.006,-0.343,0.402,6.479
41,0.113,0.0,-0.186,0.299,6.532
42,0.053,0.006,-0.236,0.295,6.56
43,0.314,0.006,0.018,0.302,6.597
44,0.053,0.006,-0.124,0.183,6.594
45,0.053,0.006,-0.251,0.31,6.613
46,0.053,0.0,-0.205,0.258,6.651
47,0.053,0.006,-0.196,0.255,6.683
48,0.053,0.006,-0.113,0.172,6.713
49,0.053,0.006,-0.148,0.207,6.73
50,0.259,0.006,-0.152,0.417,6.753
51,0.053,0.0,-0.005,0.058,6.776
52,0.053,0.006,-0.16,0.219,6.777
53,0.053,0.006,-0.056,0.115,6.801
54,0.053,0.006,-0.102,0.161,6.81
55,0.053,0.006,-0.105,0.164,6.826
56,0.053,0.006,-0.066,0.125,6.842
57,0.053,0.0,0.027,0.026,6.852
58,0.053,0.006,-0.096,0.155,6.848
59,0.053,0.006,0.031,0.028,6.862
60,0.053,0.006,-0.023,0.082,6.858
61,0.053,0.006,-0.03,0.089,6.861
62,0.053,0.0,-0.076,0.129,6.866
63,0.053,0.006,-0.064,0.123,6.877
64,0.259,0.006,-0.131,0.396,6.887
65,0.053,0.006,-0.191,0.25,6.907
66,0.053,0.006,-0.224,0.283,6.937
67,0.053,0.0,-0.233,0.286,6.971
68,0.053,0.006,-0.094,0.153,7.007
69,0.17300000000000001,0.006,-0.103,0.282,7.021
70,0.273,0.006,-0.099,0.378,7.037
71,0.33299999999999996,0.006,-0.059,0.398,7.052
72,0.644,0.0,0.033,0.611,7.061
73,0.568,0.006,0.061,0.513,7.056
74,0.373,0.006,-0.12,0.499,7.047
75,0.247,0.006,-0.257,0.51,7.065
76,0.247,0.006,-0.346,0.599,7.105
77,0.247,0.006,-0.232,0.485,7.158
78,0.187,0.0,-0.221,0.408,7.193
79,0.39299999999999996,0.006,-0.117,0.516,7.227
80,0.52,0.006,0.069,0.457,7.245
81,0.36,0.006,-0.143,0.509,7.234
82,0.36,0.006,0.034,0.332,7.256
83,0.053,0.0,-0.036,0.089,7.251
84,0.34700000000000003,0.006,0.049,0.304,7.257
85,0.34700000000000003,0.006,0.093,0.26,7.249
86,0.34700000000000003,0.006,0.366,-0.013,7.235
87,0.64,0.006,0.103,0.543,7.179
88,0.632,0.0,0.019,0.613,7.163
89,0.426,0.006,0.118,0.314,7.16
90,2.597,0.006,0.394,2.209,7.142
91,2.597,0.006,0.326,2.277,7.081
92,2.445,0.006,0.194,2.257,7.031
93,0.26,0.006,0.078,0.188,7.002
94,0.293,0.0,0.298,-0.005,6.99
95,0.579,0.006,0.433,0.152,6.944
96,0.473,0.006,0.48,-0.001,6.878
97,0.408,0.006,0.539,-0.125,6.804
98,0.588,0.006,0.629,-0.035,6.721
99,0.433,0.0,0.746,-0.313,6.625
100,0.313,0.006,0.907,-0.588,6.511
101,0.24,0.006,0.68,-0.434,6.372
102,0.425,0.006,0.707,-0.276,6.267
103,0.425,0.006,0.728,-0.297,6.159
104,0.6859999999999999,0.0,0.698,-0.012,6.047
105,0.7859999999999999,0.006,0.677,0.115,5.94
106,0.5529999999999999,0.006,0.6,-0.041,5.836
107,0.5429999999999999,0.006,0.683,-0.134,5.744
108,0.44799999999999995,0.006,0.783,-0.329,5.64
109,0.7340000000000001,0.0,0.836,-0.102,5.52
110,0.853,0.006,0.824,0.035,5.391
111,1.0590000000000002,0.006,0.738,0.327,5.265
112,1.0590000000000002,0.006,0.753,0.312,5.152
113,0.833,0.006,0.722,0.117,5.036
114,3.0439999999999996,0.006,0.638,2.412,4.926
115,0.638,0.0,0.612,0.026,4.828
116,0.505,0.006,0.706,-0.195,4.734
117,0.512,0.006,0.594,-0.076,4.626
118,0.5870000000000001,0.006,0.516,0.077,4.535
119,0.053,0.006,0.374,-0.315,4.456
120,0.053,0.0,0.419,-0.366,4.398
121,0.259,0.006,0.314,-0.049,4.334
122,0.053,0.006,0.279,-0.22,4.286
123,0.053,0.006,0.213,-0.154,4.243
124,0.053,0.006,0.187,-0.128,4.211
125,0.053,0.0,0.263,-0.21,4.182
126,0.053,0.006,0.108,-0.049,4.142
127,0.053,0.006,0.297,-0.238,4.125
128,0.053,0.006,0.402,-0.343,4.08
129,0.053,0.006,0.165,-0.106,4.018
130,0.053,0.0,0.201,-0.148,3.993
131,0.053,0.006,0.214,-0.155,3.962
132,0.259,0.006,0.171,0.094,3.929
133,0.259,0.006,0.124,0.141,3.903
134,0.053,0.006,-0.036,0.095,3.884
135,0.053,0.0,0.078,-0.025,3.889
136,0.053,0.006,0.156,-0.097,3.877
137,0.053,0.006,0.159,-0.1,3.853
138,0.053,0.006,-0.022,0.081,3.829
139,0.053,0.006,-0.058,0.117,3.832
140,0.053,0.0,-0.159,0.212,3.841
141,0.259,0.006,-0.131,0.396,3.866
142,0.053,0.006,-0.128,0.187,3.886
143,0.053,0.006,-0.36,0.419,3.905
