,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.0,-0.326,0.374,3.9
1,0.048,0.006,-0.303,0.357,3.95
2,0.048,0.006,-0.296,0.35,3.997
3,0.048,0.006,-0.238,0.292,4.042
4,0.048,0.006,-0.228,0.282,4.078
5,0.133,0.0,-0.243,0.376,4.113
6,0.048,0.006,-0.288,0.342,4.151
7,0.048,0.006,-0.369,0.423,4.195
8,0.249,0.006,-0.381,0.636,4.251
9,0.249,0.006,-0.404,0.659,4.31
10,0.048,0.0,-0.437,0.485,4.372
11,0.048,0.006,-0.429,0.483,4.439
12,0.048,0.006,-0.453,0.507,4.504
13,0.048,0.006,-0.467,0.521,4.574
14,0.249,0.006,-0.44,0.695,4.645
15,0.249,0.006,-0.427,0.682,4.713
16,0.048,0.0,-0.438,0.486,4.778
17,0.048,0.006,-0.424,0.478,4.845
18,0.048,0.006,-0.374,0.428,4.91
19,0.048,0.006,-0.411,0.465,4.968
20,0.048,0.006,-0.44,0.494,5.031
21,0.048,0.0,-0.443,0.491,5.098
22,0.048,0.006,-0.441,0.495,5.166
23,0.048,0.006,-0.462,0.516,5.234
24,0.249,0.006,-0.396,0.651,5.305
25,0.249,0.006,-0.366,0.621,5.365
26,0.048,0.0,-0.421,0.469,5.421
27,0.048,0.006,-0.43,0.484,5.486
28,0.048,0.006,-0.438,0.492,5.552
29,0.048,0.006,-0.454,0.508,5.619
30,0.048,0.006,-0.455,0.509,5.689
31,0.249,0.006,-0.447,0.702,5.759
32,0.249,0.0,-0.431,0.68,5.827
33,0.048,0.006,-0.416,0.47,5.893
34,0.048,0.006,-0.4,0.454,5.957
35,0.048,0.006,-0.412,0.466,6.018
36,0.048,0.006,-0.421,0.475,6.081
37,0.048,0.0,-0.46,0.508,6.146
38,0.048,0.006,-0.465,0.519,6.217
39,0.048,0.006,-0.392,0.446,6.288
40,0.249,0.006,-0.233,0.488,6.348
41,0.249,0.006,-0.219,0.474,6.384
42,0.048,0.0,-0.32,0.368,6.417
43,0.048,0.006,-0.141,0.195,6.466
44,0.048,0.006,0.119,-0.065,6.488
45,0.048,0.006,-0.124,0.178,6.47
46,0.048,0.006,-0.127,0.181,6.489
47,0.249,0.0,-0.045,0.294,6.508
