,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.614,-0.32,0.989,3.899
1,0.055,0.614,-0.297,0.966,3.948
2,0.055,0.613,-0.289,0.957,3.994
3,0.055,0.614,-0.232,0.901,4.038
4,0.055,0.613,-0.221,0.889,4.074
5,0.055,0.613,-0.237,0.905,4.108
6,0.209,0.5870000000000001,-0.277,1.073,4.144
7,0.209,0.331,-0.298,0.838,4.186
8,0.055,0.087,-0.256,0.398,4.232
9,0.055,0.001,-0.258,0.314,4.271
10,0.055,0.001,-0.292,0.348,4.311
11,0.055,0.001,-0.284,0.34,4.356
12,0.055,0.001,-0.309,0.365,4.399
13,0.055,0.001,-0.322,0.378,4.447
14,0.209,0.001,-0.296,0.506,4.496
15,0.209,0.001,-0.282,0.492,4.541
16,0.055,0.001,-0.293,0.349,4.585
17,0.055,0.001,-0.279,0.335,4.63
18,0.055,0.001,-0.229,0.285,4.672
19,0.055,0.001,-0.266,0.322,4.707
20,0.055,0.001,-0.295,0.351,4.748
21,0.055,0.0,-0.298,0.353,4.793
22,0.055,0.001,-0.296,0.352,4.839
23,0.055,0.001,-0.317,0.373,4.885
24,0.055,0.001,-0.251,0.307,4.933
25,0.055,0.001,-0.22,0.276,4.972
26,0.055,0.001,-0.277,0.333,5.006
27,0.055,0.001,-0.285,0.341,5.048
28,0.055,0.001,-0.293,0.349,5.092
29,0.209,0.001,-0.31,0.52,5.137
30,0.209,0.001,-0.311,0.521,5.184
31,0.055,0.001,-0.302,0.358,5.232
32,0.055,0.001,-0.286,0.342,5.278
33,0.055,0.001,-0.271,0.327,5.322
34,0.055,0.001,-0.255,0.311,5.364
35,0.055,0.0,-0.267,0.322,5.403
36,0.055,0.001,-0.276,0.332,5.444
37,0.055,0.001,-0.316,0.372,5.486
38,0.055,0.001,-0.321,0.377,5.534
39,0.209,0.001,-0.246,0.456,5.584
40,0.209,0.001,-0.086,0.296,5.621
41,0.055,0.001,-0.072,0.128,5.635
42,0.055,0.001,-0.174,0.23,5.646
43,0.055,0.0,0.005,0.05,5.673
44,0.195,0.001,0.263,-0.067,5.672
45,0.135,0.001,0.023,0.113,5.631
46,0.315,0.001,0.02,0.296,5.628
47,0.479,0.001,0.102,0.378,5.625
48,0.5539999999999999,0.0,0.306,0.248,5.609
49,0.628,0.001,0.115,0.514,5.562
50,0.209,0.001,0.055,0.155,5.545
51,0.055,0.001,0.123,-0.067,5.536
52,0.055,0.001,0.02,0.036,5.518
53,0.055,0.0,0.05,0.005,5.515
54,0.055,0.001,0.039,0.017,5.507
55,0.055,0.001,-0.062,0.118,5.501
56,0.055,0.001,0.1,-0.044,5.51
57,0.055,0.001,0.334,-0.278,5.495
58,0.055,0.0,0.051,0.004,5.444
59,0.055,0.001,0.243,-0.187,5.436
60,0.055,0.001,0.17,-0.114,5.399
61,0.055,0.001,0.21,-0.154,5.373
62,0.209,0.001,0.145,0.065,5.341
63,0.209,0.001,0.239,-0.029,5.318
64,0.055,0.0,-0.134,0.189,5.282
65,0.055,0.001,-0.195,0.251,5.302
66,0.055,0.001,-0.15,0.206,5.332
67,0.055,0.001,-0.051,0.107,5.355
68,0.055,0.001,0.093,-0.037,5.363
69,0.055,0.0,0.06,-0.005,5.349
70,0.055,0.001,0.075,-0.019,5.34
71,0.209,0.001,0.033,0.177,5.328
72,0.348,0.001,0.105,0.244,5.323
73,0.207,0.001,0.191,0.017,5.307
74,2.4859999999999998,0.0,0.146,2.34,5.278
75,2.526,0.001,0.143,2.384,5.255
76,0.055,0.001,-0.227,0.283,5.233
77,0.055,0.001,-0.25,0.306,5.268
78,0.055,0.001,-0.288,0.344,5.307
79,0.055,0.0,-0.263,0.318,5.351
80,0.055,0.001,-0.259,0.315,5.391
81,0.055,0.001,-0.27,0.326,5.431
82,0.209,0.001,-0.247,0.457,5.472
83,0.209,0.001,-0.223,0.433,5.51
84,0.207,0.001,-0.099,0.307,5.544
85,0.207,0.0,-0.198,0.405,5.559
86,0.207,0.001,-0.165,0.373,5.59
87,0.19399999999999998,0.001,-0.093,0.288,5.615
88,0.348,0.001,-0.215,0.564,5.629
89,0.348,0.001,-0.044,0.393,5.662
90,0.467,0.0,0.154,0.313,5.669
91,0.326,0.001,0.152,0.175,5.645
92,0.326,0.001,-0.138,0.465,5.622
93,0.207,0.001,-0.164,0.372,5.643
94,0.207,0.001,0.168,0.04,5.668
95,0.207,0.425,0.217,0.415,5.643
96,0.3,0.616,0.156,0.76,5.609
97,0.631,0.615,0.158,1.088,5.586
98,0.327,0.614,0.269,0.672,5.561
99,2.6060000000000003,0.614,0.412,2.808,5.52
100,2.6060000000000003,0.613,0.382,2.837,5.457
101,0.387,0.614,0.15,0.851,5.398
102,0.387,0.613,0.263,0.737,5.375
103,0.5770000000000001,0.613,0.336,0.854,5.335
104,2.911,0.613,0.239,3.285,5.283
105,2.951,0.336,0.35,2.937,5.247
106,2.86,0.001,0.283,2.578,5.193
107,0.376,0.001,0.304,0.073,5.15
108,0.376,0.001,0.429,-0.052,5.103
109,0.449,0.001,0.469,-0.019,5.037
110,0.489,0.0,0.405,0.084,4.965
111,0.6920000000000001,0.001,0.396,0.297,4.903
112,0.7120000000000001,0.308,0.392,0.628,4.842
113,0.498,0.615,0.415,0.698,4.782
114,0.498,0.614,0.378,0.734,4.719
115,0.498,0.615,0.287,0.826,4.661
116,0.5579999999999999,0.613,0.268,0.903,4.617
117,0.465,0.614,0.17,0.909,4.576
118,0.525,0.384,0.117,0.792,4.55
119,0.465,0.001,0.103,0.363,4.532
120,0.5920000000000001,0.001,0.188,0.405,4.516
121,0.611,0.001,0.238,0.374,4.487
122,0.7879999999999999,0.001,0.338,0.451,4.451
123,0.7070000000000001,0.001,0.287,0.421,4.399
124,0.767,0.0,0.108,0.659,4.355
125,0.677,0.001,0.195,0.483,4.338
126,0.535,0.001,0.079,0.457,4.308
127,0.535,0.001,0.249,0.287,4.296
128,0.7290000000000001,0.001,0.419,0.311,4.258
129,0.742,0.001,0.186,0.557,4.194
130,0.555,0.001,0.187,0.369,4.165
131,0.998,0.001,0.254,0.745,4.137
132,0.767,0.001,0.395,0.373,4.098
133,0.716,0.001,0.353,0.364,4.037
134,0.81,0.001,0.173,0.638,3.983
135,0.765,0.001,0.198,0.568,3.957
136,2.944,0.001,0.218,2.727,3.926
137,2.861,0.001,0.142,2.72,3.893
138,0.679,0.0,-0.029,0.708,3.871
139,0.6459999999999999,0.001,-0.071,0.718,3.875
140,0.6459999999999999,0.001,-0.103,0.75,3.886
141,0.055,0.001,-0.004,0.06,3.902
142,0.055,0.001,0.024,0.032,3.903
143,0.055,0.001,-0.32,0.376,3.899
