,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.059000000000000004,0.006,-0.322,0.387,3.899
1,0.059000000000000004,0.006,-0.296,0.361,3.949
2,0.059000000000000004,0.006,-0.289,0.354,3.994
3,0.281,0.0,-0.239,0.52,4.038
4,0.281,0.006,-0.24,0.527,4.075
5,0.059000000000000004,0.006,-0.241,0.306,4.112
6,0.059000000000000004,0.006,-0.26,0.325,4.149
7,0.059000000000000004,0.006,-0.331,0.396,4.189
8,0.233,0.006,-0.354,0.593,4.239
9,0.233,0.006,-0.378,0.617,4.294
10,0.059000000000000004,0.006,-0.412,0.477,4.351
11,0.059000000000000004,0.006,-0.398,0.463,4.415
12,0.059000000000000004,0.006,-0.421,0.486,4.476
13,0.281,0.006,-0.428,0.715,4.54
14,0.281,0.006,-0.391,0.678,4.606
15,0.059000000000000004,0.006,-0.367,0.432,4.666
16,0.059000000000000004,0.006,-0.396,0.461,4.722
17,0.059000000000000004,0.0,-0.402,0.461,4.783
18,0.233,0.006,-0.361,0.6,4.844
19,0.233,0.006,-0.379,0.618,4.9
20,0.281,0.006,-0.406,0.693,4.958
21,0.281,0.006,-0.392,0.679,5.02
22,0.059000000000000004,0.006,-0.383,0.448,5.08
23,0.059000000000000004,0.006,-0.403,0.468,5.139
24,0.233,0.006,-0.37,0.609,5.201
25,0.233,0.006,-0.35,0.589,5.258
26,0.059000000000000004,0.006,-0.387,0.452,5.311
27,0.281,0.006,-0.402,0.689,5.371
28,0.281,0.006,-0.403,0.69,5.432
29,0.059000000000000004,0.006,-0.41,0.475,5.494
30,0.059000000000000004,0.006,-0.4,0.465,5.557
31,0.059000000000000004,0.0,-0.405,0.464,5.618
32,0.059000000000000004,0.006,-0.398,0.463,5.68
33,0.233,0.006,-0.382,0.621,5.741
34,0.455,0.006,-0.371,0.832,5.8
35,0.281,0.006,-0.381,0.668,5.857
36,0.059000000000000004,0.006,-0.389,0.454,5.915
37,0.059000000000000004,0.006,-0.406,0.471,5.975
38,0.059000000000000004,0.006,-0.406,0.471,6.037
39,0.059000000000000004,0.006,-0.366,0.431,6.099
40,0.059000000000000004,0.006,-0.239,0.304,6.156
41,0.281,0.006,-0.228,0.515,6.192
42,0.281,0.0,-0.288,0.569,6.227
43,0.059000000000000004,0.006,-0.156,0.221,6.271
44,0.059000000000000004,0.006,0.05,0.015,6.295
45,0.233,0.006,-0.136,0.375,6.288
46,0.233,0.006,-0.136,0.375,6.308
47,0.059000000000000004,0.0,-0.082,0.141,6.329
48,0.059000000000000004,0.006,0.083,-0.018,6.342
49,0.162,0.006,-0.049,0.217,6.329
50,0.131,0.006,-0.093,0.23,6.337
51,2.2880000000000003,0.006,-0.045,2.339,6.351
