,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.0,0.385,-0.336,3.791
1,0.049,0.0,0.297,-0.248,3.732
2,0.049,0.0,0.304,-0.255,3.686
3,0.049,0.0,0.379,-0.33,3.64
4,0.049,0.0,0.366,-0.317,3.582
5,0.049,0.0,0.361,-0.312,3.525
6,0.049,0.0,0.363,-0.314,3.47
7,0.188,0.0,0.339,-0.151,3.414
8,0.188,0.0,0.349,-0.161,3.363
9,0.049,0.0,0.368,-0.319,3.309
10,0.049,0.0,0.336,-0.287,3.253
11,0.049,0.0,0.342,-0.293,3.201
12,0.049,0.0,0.321,-0.272,3.149
13,0.188,0.0,0.321,-0.133,3.099
14,0.188,0.0,0.349,-0.161,3.05
15,0.049,0.0,0.349,-0.3,2.997
16,0.049,0.0,0.343,-0.294,2.943
17,0.049,0.0,0.363,-0.314,2.89
18,0.049,0.0,0.386,-0.337,2.835
19,0.049,0.0,0.329,-0.28,2.775
20,0.049,0.0,0.344,-0.295,2.725
21,0.049,0.0,0.374,-0.325,2.672
22,0.049,0.0,0.35,-0.301,2.615
23,0.049,0.0,0.315,-0.266,2.561
24,0.188,0.0,0.386,-0.198,2.513
25,0.188,0.0,0.408,-0.22,2.454
26,0.049,0.0,0.333,-0.284,2.391
27,0.049,0.0,0.347,-0.298,2.34
28,0.049,0.0,0.346,-0.297,2.287
29,0.049,0.0,0.329,-0.28,2.234
30,0.049,0.0,0.339,-0.29,2.183
31,0.049,0.0,0.323,-0.274,2.132
32,0.188,0.0,0.316,-0.128,2.082
33,0.188,0.0,0.35,-0.162,2.033
34,0.049,0.0,0.401,-0.352,1.98
35,0.049,0.0,0.336,-0.287,1.918
36,0.049,0.0,0.316,-0.267,1.867
37,0.049,0.0,0.344,-0.295,1.818
38,0.049,0.0,0.335,-0.286,1.766
39,0.188,0.1,0.244,-0.156,1.714
40,0.188,0.1,0.457,-0.369,1.677
41,0.049,0.1,0.494,-0.545,1.607
42,0.049,0.1,0.33,-0.381,1.531
43,0.109,0.1,0.32,-0.311,1.48
44,0.18899999999999997,0.1,0.718,-0.629,1.431
45,0.18899999999999997,0.3,0.483,-0.594,1.321
46,0.049,0.3,0.485,-0.736,1.247
47,0.049,0.3,0.55,-0.801,1.173
48,0.049,0.3,0.57,-0.821,1.089
49,0.049,0.3,0.234,-0.485,1.001
50,0.049,0.3,0.344,-0.595,0.965
51,0.188,0.6,0.27,-0.682,0.913
52,0.188,0.6,0.094,-0.506,0.871
