,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.055999999999999994,0.0,-0.147,0.203,3.873
1,0.055999999999999994,0.0,0.003,0.053,3.895
2,0.055999999999999994,0.0,0.003,0.053,3.895
3,0.055999999999999994,0.0,0.003,0.053,3.894
4,0.055999999999999994,0.0,0.003,0.053,3.894
5,0.233,0.0,0.18,0.053,3.894
6,0.233,0.0,0.18,0.053,3.866
7,0.23600000000000002,0.0,0.183,0.053,3.838
8,0.23600000000000002,0.0,0.183,0.053,3.81
9,0.055999999999999994,0.0,0.003,0.053,3.783
10,0.055999999999999994,0.0,0.003,0.053,3.782
11,0.055999999999999994,0.0,0.003,0.053,3.782
12,0.177,0.0,0.124,0.053,3.781
13,0.354,0.0,0.301,0.053,3.762
14,0.233,0.0,0.18,0.053,3.716
15,0.413,0.0,0.36,0.053,3.689
16,0.23600000000000002,0.0,0.183,0.053,3.634
17,0.055999999999999994,0.0,0.003,0.053,3.606
18,0.055999999999999994,0.0,0.003,0.053,3.605
19,0.055999999999999994,0.0,0.003,0.053,3.605
20,0.292,0.0,0.239,0.053,3.605
21,3.253,0.0,3.0,0.253,3.568
22,3.412,0.0,3.0,0.412,3.108
23,0.611,0.0,0.558,0.053,2.648
24,0.233,0.0,0.18,0.053,2.562
25,0.055999999999999994,0.0,0.003,0.053,2.535
26,0.055999999999999994,0.0,0.003,0.053,2.535
27,0.055999999999999994,0.0,0.003,0.053,2.534
28,0.23600000000000002,0.0,0.183,0.053,2.534
29,0.413,0.0,0.36,0.053,2.506
30,0.354,0.0,0.301,0.053,2.451
31,0.49200000000000005,0.0,0.439,0.053,2.405
32,0.284,0.0,0.231,0.053,2.337
33,0.532,0.0,0.479,0.053,2.302
34,0.599,0.0,0.546,0.053,2.229
35,0.599,0.0,0.546,0.053,2.145
36,0.359,0.0,0.306,0.053,2.061
37,0.6509999999999999,0.0,0.598,0.053,2.015
38,0.5720000000000001,0.0,0.519,0.053,1.923
39,0.335,0.1,0.182,0.053,1.843
40,0.484,0.1,0.331,0.053,1.816
41,0.41700000000000004,0.1,0.264,0.053,1.765
42,3.638,0.1,3.0,0.538,1.724
43,3.623,0.1,3.0,0.523,1.264
44,0.177,0.1,0.024,0.053,0.804
45,0.177,0.3,-0.176,0.053,0.801
46,0.384,0.3,0.031,0.053,0.828
47,2.5839999999999996,0.3,2.231,0.053,0.823
48,2.659,0.3,2.306,0.053,0.481
49,0.82,0.3,0.467,0.053,0.128
50,0.72,0.3,0.367,0.053,0.056
51,0.128,0.6,-0.376,-0.096,-0.0
52,0.128,0.6,-0.376,-0.096,0.058
53,0.128,0.6,-0.376,-0.096,0.115
54,0.305,0.6,-0.199,-0.096,0.173
55,0.305,0.6,-0.199,-0.096,0.203
56,0.606,0.6,0.102,-0.096,0.234
57,0.429,1.0,-0.475,-0.096,0.218
58,0.128,1.0,-0.776,-0.096,0.291
59,0.128,1.0,-0.776,-0.096,0.41
60,0.055999999999999994,1.0,-0.848,-0.096,0.529
61,0.233,1.0,-0.671,-0.096,0.659
62,0.233,1.0,-0.671,-0.096,0.762
63,0.23600000000000002,1.6,-1.268,-0.096,0.865
64,0.23600000000000002,1.6,-1.268,-0.096,1.059
65,0.055999999999999994,1.6,-1.448,-0.096,1.254
66,0.055999999999999994,1.6,-1.448,-0.096,1.476
67,0.055999999999999994,1.6,-1.448,-0.096,1.698
68,0.055999999999999994,1.6,-1.448,-0.096,1.92
69,0.327,2.0,-1.577,-0.096,2.142
70,0.625,2.0,-1.279,-0.096,2.384
71,2.7769999999999997,2.0,0.873,-0.096,2.58
72,0.23600000000000002,2.0,-1.668,-0.096,2.446
73,0.055999999999999994,2.0,-1.848,-0.096,2.702
74,0.055999999999999994,2.0,-1.848,-0.096,2.985
75,0.055999999999999994,2.2,-2.048,-0.096,3.269
76,0.055999999999999994,2.2,-2.048,-0.096,3.583
77,0.354,2.2,-1.75,-0.096,3.897
78,0.354,2.2,-1.75,-0.096,4.165
79,0.23600000000000002,2.2,-1.868,-0.096,4.433
80,0.23600000000000002,2.2,-1.868,-0.096,4.72
81,0.055999999999999994,2.0,-1.848,-0.096,5.006
82,0.055999999999999994,2.0,-1.848,-0.096,5.29
83,0.055999999999999994,2.0,-1.848,-0.096,5.573
84,0.233,2.0,-1.671,-0.096,5.856
85,0.233,2.0,-1.671,-0.096,6.112
86,0.35700000000000004,2.0,-1.547,-0.096,6.369
87,0.23600000000000002,1.8,-1.468,-0.096,6.606
88,0.055999999999999994,1.8,-1.648,-0.096,6.831
89,0.055999999999999994,1.8,-1.648,-0.096,7.084
90,5.3660000000000005,1.8,3.0,0.566,7.336
91,3.46,1.8,1.756,-0.096,6.876
92,0.499,1.8,-1.205,-0.096,6.607
93,3.5839999999999996,1.4,2.28,-0.096,6.792
94,3.705,1.4,2.401,-0.096,6.442
95,0.5710000000000001,1.4,-0.733,-0.096,6.074
96,0.41,1.4,-0.894,-0.096,6.187
97,0.4,1.4,-0.904,-0.096,6.324
98,2.859,1.4,1.555,-0.096,6.462
99,1.319,1.0,0.415,-0.096,6.224
100,0.757,1.0,-0.147,-0.096,6.16
101,0.52,1.0,-0.384,-0.096,6.183
102,0.462,1.0,-0.442,-0.096,6.242
103,0.055999999999999994,1.0,-0.848,-0.096,6.309
104,0.055999999999999994,1.0,-0.848,-0.096,6.439
105,0.055999999999999994,0.4,-0.248,-0.096,6.57
106,0.055999999999999994,0.4,-0.248,-0.096,6.608
107,0.413,0.4,0.109,-0.096,6.646
108,0.413,0.4,0.109,-0.096,6.629
109,0.055999999999999994,0.4,-0.248,-0.096,6.612
110,0.055999999999999994,0.4,-0.248,-0.096,6.65
111,0.055999999999999994,0.1,0.052,-0.096,6.688
112,0.433,0.1,0.429,-0.096,6.68
113,0.433,0.1,0.429,-0.096,6.614
114,0.055999999999999994,0.1,0.052,-0.096,6.549
115,0.055999999999999994,0.1,0.052,-0.096,6.541
116,0.055999999999999994,0.1,0.052,-0.096,6.533
117,0.23600000000000002,0.0,0.332,-0.096,6.525
118,0.413,0.0,0.509,-0.096,6.474
119,0.233,0.0,0.329,-0.096,6.396
120,0.177,0.0,0.273,-0.096,6.345
121,0.055999999999999994,0.0,0.152,-0.096,6.304
122,0.055999999999999994,0.0,0.152,-0.096,6.28
123,0.055999999999999994,0.0,0.152,-0.096,6.257
124,0.669,0.0,0.765,-0.096,6.234
125,0.805,0.0,0.901,-0.096,6.116
126,0.645,0.0,0.741,-0.096,5.978
127,3.3560000000000003,0.0,3.0,0.356,5.865
128,3.202,0.0,3.0,0.202,5.405
129,0.369,0.0,0.465,-0.096,4.945
130,0.26899999999999996,0.0,0.365,-0.096,4.873
131,3.513,0.0,3.0,0.513,4.817
132,0.413,0.0,0.509,-0.096,4.357
133,0.534,0.0,0.63,-0.096,4.279
134,0.177,0.0,0.273,-0.096,4.183
135,0.055999999999999994,0.0,0.152,-0.096,4.141
136,0.055999999999999994,0.0,0.152,-0.096,4.118
137,0.055999999999999994,0.0,0.152,-0.096,4.094
138,0.055999999999999994,0.0,0.152,-0.096,4.071
139,0.055999999999999994,0.0,0.152,-0.096,4.048
140,0.055999999999999994,0.0,0.152,-0.096,4.024
141,0.233,0.0,0.329,-0.096,4.001
142,0.413,0.0,0.509,-0.096,3.951
143,0.23600000000000002,0.0,-0.147,0.383,3.873
