,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.035,0.0,0.473,-0.438,3.778
1,0.035,0.0,0.38,-0.345,3.705
2,0.035,0.0,0.38,-0.345,3.647
3,0.235,0.0,0.58,-0.345,3.588
4,0.235,0.0,0.58,-0.345,3.499
5,0.035,0.0,0.38,-0.345,3.41
6,0.035,0.0,0.38,-0.345,3.352
7,0.035,0.0,0.38,-0.345,3.294
8,0.035,0.0,0.38,-0.345,3.235
9,0.035,0.0,0.38,-0.345,3.177
10,0.035,0.0,0.38,-0.345,3.119
11,0.235,0.0,0.58,-0.345,3.061
12,0.035,0.0,0.38,-0.345,2.972
13,0.035,0.0,0.38,-0.345,2.913
14,0.035,0.0,0.38,-0.345,2.855
15,0.035,0.0,0.38,-0.345,2.797
16,0.035,0.0,0.38,-0.345,2.738
17,0.035,0.0,0.38,-0.345,2.68
18,0.035,0.0,0.38,-0.345,2.622
19,0.035,0.0,0.38,-0.345,2.563
20,0.235,0.0,0.58,-0.345,2.505
21,0.235,0.0,0.58,-0.345,2.416
22,0.035,0.0,0.38,-0.345,2.327
23,0.035,0.0,0.38,-0.345,2.269
24,0.035,0.0,0.38,-0.345,2.211
25,0.035,0.0,0.38,-0.345,2.152
26,0.035,0.0,0.38,-0.345,2.094
27,0.235,0.0,0.58,-0.345,2.036
28,0.235,0.0,0.58,-0.345,1.947
29,0.035,0.0,0.38,-0.345,1.858
30,0.035,0.0,0.38,-0.345,1.799
31,0.035,0.0,0.38,-0.345,1.741
32,0.035,0.0,0.38,-0.345,1.683
33,0.035,0.0,0.38,-0.345,1.624
34,0.035,0.0,0.38,-0.345,1.566
35,0.035,0.0,0.38,-0.345,1.508
36,0.235,0.0,0.58,-0.345,1.449
37,0.035,0.0,0.38,-0.345,1.36
38,0.035,0.0,0.38,-0.345,1.302
39,0.035,0.1,0.28,-0.345,1.244
40,0.035,0.1,0.28,-0.345,1.201
41,0.035,0.1,0.28,-0.345,1.158
42,0.299,0.1,0.544,-0.345,1.115
43,0.299,0.1,0.544,-0.345,1.031
44,0.519,0.1,0.764,-0.345,0.948
45,0.331,0.3,0.376,-0.345,0.831
46,0.431,0.3,0.476,-0.345,0.773
47,0.40700000000000003,0.3,0.452,-0.345,0.7
