,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.0,0.279,-0.231,3.807
1,0.22699999999999998,0.0,0.458,-0.231,3.764
2,0.22699999999999998,0.0,0.458,-0.231,3.694
3,0.231,0.0,0.462,-0.231,3.624
4,0.048,0.0,0.279,-0.231,3.553
5,0.166,0.0,0.397,-0.231,3.51
6,0.166,0.0,0.397,-0.231,3.449
7,0.048,0.0,0.279,-0.231,3.388
8,0.22699999999999998,0.0,0.458,-0.231,3.345
9,0.22699999999999998,0.0,0.458,-0.231,3.275
10,0.22699999999999998,0.0,0.458,-0.231,3.205
11,0.231,0.0,0.462,-0.231,3.135
12,0.166,0.0,0.397,-0.231,3.064
13,0.048,0.0,0.279,-0.231,3.003
14,0.048,0.0,0.279,-0.231,2.96
15,0.048,0.0,0.279,-0.231,2.917
16,0.048,0.0,0.279,-0.231,2.874
17,0.048,0.0,0.279,-0.231,2.832
18,0.231,0.0,0.462,-0.231,2.789
19,0.048,0.0,0.279,-0.231,2.718
20,0.166,0.0,0.397,-0.231,2.675
21,0.345,0.0,0.576,-0.231,2.614
22,0.22699999999999998,0.0,0.458,-0.231,2.526
23,0.048,0.0,0.279,-0.231,2.456
24,0.048,0.0,0.279,-0.231,2.413
25,0.231,0.0,0.462,-0.231,2.37
26,0.048,0.0,0.279,-0.231,2.299
27,0.166,0.0,0.397,-0.231,2.256
28,0.166,0.0,0.397,-0.231,2.195
29,0.048,0.0,0.279,-0.231,2.134
30,0.22699999999999998,0.0,0.458,-0.231,2.092
31,0.22699999999999998,0.0,0.458,-0.231,2.021
32,0.048,0.0,0.279,-0.231,1.951
33,0.166,0.0,0.397,-0.231,1.908
34,0.349,0.0,0.58,-0.231,1.847
35,0.048,0.0,0.279,-0.231,1.758
36,0.048,0.0,0.279,-0.231,1.715
37,0.22699999999999998,0.0,0.458,-0.231,1.673
38,0.22699999999999998,0.0,0.458,-0.231,1.602
39,0.048,0.1,0.179,-0.231,1.532
40,0.048,0.1,0.179,-0.231,1.505
41,0.231,0.1,0.362,-0.231,1.477
42,0.166,0.1,0.297,-0.231,1.422
43,0.166,0.1,0.297,-0.231,1.376
44,0.22699999999999998,0.1,0.358,-0.231,1.33
45,0.22699999999999998,0.3,0.158,-0.231,1.276
46,0.22699999999999998,0.3,0.158,-0.231,1.251
47,0.048,0.3,-0.021,-0.231,1.227
48,0.349,0.3,0.28,-0.231,1.23
49,0.349,0.3,0.28,-0.231,1.187
50,0.048,0.3,-0.021,-0.231,1.144
51,0.048,0.6,-0.321,-0.231,1.147
52,0.048,0.6,-0.321,-0.231,1.197
53,0.22699999999999998,0.6,-0.142,-0.231,1.246
54,0.22699999999999998,0.6,-0.142,-0.231,1.267
55,0.048,0.6,-0.321,-0.231,1.289
56,0.048,0.6,-0.321,-0.231,1.338
57,0.231,1.0,-0.538,-0.231,1.388
58,0.048,1.0,-0.721,-0.231,1.47
59,0.166,1.0,-0.603,-0.231,1.581
60,0.17600000000000002,1.0,-0.593,-0.231,1.673
61,0.057999999999999996,1.0,-0.711,-0.231,1.764
62,0.25,1.0,-0.519,-0.231,1.873
63,0.25,1.6,-1.119,-0.231,1.952
64,0.071,1.6,-1.298,-0.231,2.124
65,0.166,1.6,-1.203,-0.231,2.323
66,0.166,1.6,-1.203,-0.231,2.507
67,0.231,1.6,-1.138,-0.231,2.692
68,0.19399999999999998,1.6,-1.175,-0.231,2.866
69,0.373,2.0,-1.396,-0.231,3.046
70,2.8489999999999998,2.0,1.08,-0.231,3.26
71,2.647,2.0,0.878,-0.231,3.095
72,2.537,2.0,0.768,-0.231,2.96
73,2.537,2.0,0.768,-0.231,2.842
74,2.838,2.0,1.069,-0.231,2.724
75,2.665,2.2,0.696,-0.231,2.56
76,0.071,2.2,-1.898,-0.231,2.454
77,0.171,2.2,-1.798,-0.231,2.745
78,0.237,2.2,-1.732,-0.231,3.02
79,0.265,2.2,-1.704,-0.231,3.286
80,0.086,2.2,-1.883,-0.231,3.547
81,0.086,2.0,-1.683,-0.231,3.836
82,0.076,2.0,-1.693,-0.231,4.094
83,0.259,2.0,-1.51,-0.231,4.353
84,2.077,2.0,0.308,-0.231,4.585
85,0.086,2.0,-1.683,-0.231,4.538
86,0.20600000000000002,2.0,-1.563,-0.231,4.796
87,0.29600000000000004,1.8,-1.273,-0.231,5.035
88,0.29600000000000004,1.8,-1.273,-0.231,5.23
89,0.35700000000000004,1.8,-1.212,-0.231,5.426
90,0.54,1.8,-1.029,-0.231,5.611
91,0.53,1.8,-1.039,-0.231,5.769
92,0.155,1.8,-1.414,-0.231,5.928
93,0.048,1.4,-1.121,-0.231,6.145
94,0.048,1.4,-1.121,-0.231,6.317
95,0.048,1.4,-1.121,-0.231,6.489
96,0.14800000000000002,1.4,-1.021,-0.231,6.661
97,0.35100000000000003,1.4,-0.818,-0.231,6.817
98,0.55,1.4,-0.619,-0.231,6.943
99,0.525,1.0,-0.244,-0.231,7.037
100,0.28600000000000003,1.0,-0.483,-0.231,7.075
101,0.28800000000000003,1.0,-0.481,-0.231,7.149
102,0.21,1.0,-0.559,-0.231,7.223
103,0.39299999999999996,1.0,-0.376,-0.231,7.308
104,0.424,1.0,-0.345,-0.231,7.366
105,0.607,0.4,0.438,-0.231,7.419
106,0.6859999999999999,0.4,0.517,-0.231,7.352
107,0.893,0.4,0.724,-0.231,7.272
108,0.33799999999999997,0.4,0.169,-0.231,7.161
109,0.373,0.4,0.204,-0.231,7.135
110,0.17800000000000002,0.4,0.009,-0.231,7.104
111,0.278,0.1,0.409,-0.231,7.102
112,0.17800000000000002,0.1,0.309,-0.231,7.04
113,4.957,0.1,3.0,1.857,6.992
114,4.897,0.1,3.0,1.797,6.532
115,2.7439999999999998,0.1,2.875,-0.231,6.072
116,0.048,0.1,0.179,-0.231,5.631
117,0.048,0.0,0.279,-0.231,5.604
118,0.048,0.0,0.279,-0.231,5.561
119,0.048,0.0,0.279,-0.231,5.518
120,0.048,0.0,0.279,-0.231,5.475
121,0.166,0.0,0.397,-0.231,5.433
122,0.528,0.0,0.759,-0.231,5.372
123,0.22699999999999998,0.0,0.458,-0.231,5.255
124,0.048,0.0,0.279,-0.231,5.185
125,0.048,0.0,0.279,-0.231,5.142
126,0.048,0.0,0.279,-0.231,5.099
127,0.166,0.0,0.397,-0.231,5.057
128,0.166,0.0,0.397,-0.231,4.996
129,0.048,0.0,0.279,-0.231,4.935
130,0.22699999999999998,0.0,0.458,-0.231,4.892
131,0.36,0.0,0.591,-0.231,4.822
132,0.56,0.0,0.791,-0.231,4.731
133,0.7490000000000001,0.0,0.98,-0.231,4.61
134,0.44799999999999995,0.0,0.679,-0.231,4.459
135,0.428,0.0,0.659,-0.231,4.355
136,0.048,0.0,0.279,-0.231,4.254
137,0.22699999999999998,0.0,0.458,-0.231,4.211
138,0.22699999999999998,0.0,0.458,-0.231,4.141
139,0.166,0.0,0.397,-0.231,4.071
