,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.036000000000000004,0.0,0.303,-0.267,3.803
1,0.036000000000000004,0.0,0.218,-0.182,3.757
2,0.036000000000000004,0.0,0.218,-0.182,3.724
3,0.036000000000000004,0.0,0.218,-0.182,3.69
4,0.036000000000000004,0.0,0.218,-0.182,3.657
5,0.192,0.0,0.374,-0.182,3.623
6,0.192,0.0,0.374,-0.182,3.566
7,0.152,0.0,0.334,-0.182,3.509
8,0.152,0.0,0.334,-0.182,3.458
9,0.036000000000000004,0.0,0.218,-0.182,3.407
10,0.036000000000000004,0.0,0.218,-0.182,3.373
11,0.036000000000000004,0.0,0.218,-0.182,3.34
12,0.036000000000000004,0.0,0.218,-0.182,3.306
13,0.036000000000000004,0.0,0.218,-0.182,3.273
14,0.036000000000000004,0.0,0.218,-0.182,3.24
15,0.348,0.0,0.53,-0.182,3.206
16,0.348,0.0,0.53,-0.182,3.125
17,0.192,0.0,0.374,-0.182,3.044
18,0.126,0.0,0.308,-0.182,2.987
19,0.321,0.0,0.503,-0.182,2.939
20,0.311,0.0,0.493,-0.182,2.862
21,0.261,0.0,0.443,-0.182,2.787
22,0.24100000000000002,0.0,0.423,-0.182,2.719
23,0.23600000000000002,0.0,0.418,-0.182,2.654
24,0.192,0.0,0.374,-0.182,2.59
25,0.308,0.0,0.49,-0.182,2.533
26,0.152,0.0,0.334,-0.182,2.458
27,0.036000000000000004,0.0,0.218,-0.182,2.407
28,0.036000000000000004,0.0,0.218,-0.182,2.373
29,0.036000000000000004,0.0,0.218,-0.182,2.34
30,0.036000000000000004,0.0,0.218,-0.182,2.306
31,0.152,0.0,0.334,-0.182,2.273
32,0.152,0.0,0.334,-0.182,2.222
33,0.036000000000000004,0.0,0.218,-0.182,2.171
34,0.036000000000000004,0.0,0.218,-0.182,2.137
35,0.036000000000000004,0.0,0.218,-0.182,2.104
36,0.036000000000000004,0.0,0.218,-0.182,2.071
37,0.152,0.0,0.334,-0.182,2.037
38,0.036000000000000004,0.0,0.218,-0.182,1.986
39,0.192,0.1,0.274,-0.182,1.953
40,0.272,0.1,0.354,-0.182,1.911
41,0.11599999999999999,0.1,0.198,-0.182,1.857
42,0.637,0.1,0.719,-0.182,1.826
43,0.573,0.1,0.655,-0.182,1.716
44,2.449,0.1,2.531,-0.182,1.616
45,2.359,0.3,2.241,-0.182,1.228
46,2.475,0.3,2.357,-0.182,0.884
47,0.573,0.3,0.455,-0.182,0.523
48,0.392,0.3,0.274,-0.182,0.453
49,0.43200000000000005,0.3,0.314,-0.182,0.411
50,0.47200000000000003,0.3,0.354,-0.182,0.363
51,0.654,0.6,0.236,-0.182,0.309
52,0.85,0.6,0.432,-0.182,0.273
53,1.1420000000000001,0.6,0.724,-0.182,0.206
54,0.73,0.6,0.312,-0.182,0.096
55,0.574,0.6,0.156,-0.182,0.048
56,0.574,0.6,0.156,-0.182,0.024
57,0.434,1.0,-0.334,-0.232,0.0
58,0.55,1.0,-0.218,-0.232,0.051
59,0.706,1.0,-0.062,-0.232,0.085
60,0.59,1.0,-0.178,-0.232,0.094
61,0.59,1.0,-0.178,-0.232,0.121
62,0.434,1.0,-0.334,-0.232,0.149
63,2.648,1.6,1.28,-0.232,0.2
64,0.374,1.6,-0.994,-0.232,0.004
65,0.49,1.6,-0.878,-0.232,0.156
66,0.49,1.6,-0.878,-0.232,0.291
67,0.374,1.6,-0.994,-0.232,0.425
68,0.53,1.6,-0.838,-0.232,0.578
69,0.53,2.0,-1.238,-0.232,0.706
70,0.036000000000000004,2.0,-1.732,-0.232,0.896
71,0.036000000000000004,2.0,-1.732,-0.232,1.162
72,0.036000000000000004,2.0,-1.732,-0.232,1.427
73,0.036000000000000004,2.0,-1.732,-0.232,1.693
74,0.192,2.0,-1.576,-0.232,1.959
75,0.192,2.2,-1.776,-0.232,2.2
76,0.192,2.2,-1.776,-0.232,2.473
77,0.036000000000000004,2.2,-1.932,-0.232,2.745
78,0.036000000000000004,2.2,-1.932,-0.232,3.041
79,0.036000000000000004,2.2,-1.932,-0.232,3.337
80,0.036000000000000004,2.2,-1.932,-0.232,3.634
81,0.152,2.0,-1.616,-0.232,3.93
82,0.152,2.0,-1.616,-0.232,4.178
83,0.192,2.0,-1.576,-0.232,4.425
84,0.192,2.0,-1.576,-0.232,4.667
85,0.036000000000000004,2.0,-1.732,-0.232,4.909
86,0.036000000000000004,2.0,-1.732,-0.232,5.174
87,0.036000000000000004,1.8,-1.532,-0.232,5.44
88,0.152,1.8,-1.416,-0.232,5.675
89,0.152,1.8,-1.416,-0.232,5.892
90,0.192,1.8,-1.376,-0.232,6.109
91,0.192,1.8,-1.376,-0.232,6.32
92,0.036000000000000004,1.8,-1.532,-0.232,6.531
93,0.27399999999999997,1.4,-0.894,-0.232,6.766
94,0.27399999999999997,1.4,-0.894,-0.232,6.903
95,0.35200000000000004,1.4,-0.816,-0.232,7.04
96,0.376,1.4,-0.792,-0.232,7.165
97,0.532,1.4,-0.636,-0.232,7.287
98,0.5720000000000001,1.4,-0.596,-0.232,7.384
99,0.544,1.0,-0.224,-0.232,7.476
100,0.387,1.0,-0.381,-0.232,7.51
101,0.299,1.0,-0.469,-0.232,7.569
102,0.435,1.0,-0.333,-0.232,7.64
103,0.713,1.0,-0.055,-0.232,7.692
104,0.823,1.0,-0.0,-0.177,7.7
105,1.423,0.4,1.119,-0.096,7.7
106,1.145,0.4,0.841,-0.096,7.528
107,1.117,0.4,0.813,-0.096,7.4
108,1.345,0.4,1.041,-0.096,7.275
109,1.305,0.4,1.001,-0.096,7.115
110,1.067,0.4,0.763,-0.096,6.962
111,1.2429999999999999,0.1,1.239,-0.096,6.845
112,1.183,0.1,1.179,-0.096,6.655
113,0.667,0.1,0.663,-0.096,6.474
114,0.721,0.1,0.717,-0.096,6.373
115,0.531,0.1,0.527,-0.096,6.263
116,1.507,0.1,1.503,-0.096,6.182
117,0.305,0.0,0.401,-0.096,5.951
118,0.345,0.0,0.441,-0.096,5.89
119,0.677,0.0,0.773,-0.096,5.822
120,0.5770000000000001,0.0,0.673,-0.096,5.704
121,0.48700000000000004,0.0,0.583,-0.096,5.601
122,0.922,0.0,1.018,-0.096,5.511
123,0.502,0.0,0.598,-0.096,5.355
124,0.426,0.0,0.522,-0.096,5.264
125,0.526,0.0,0.622,-0.096,5.184
126,0.6,0.0,0.696,-0.096,5.088
127,0.7,0.0,0.796,-0.096,4.982
128,0.76,0.0,0.856,-0.096,4.86
129,0.522,0.0,0.618,-0.096,4.728
130,0.42,0.0,0.516,-0.096,4.634
131,0.32,0.0,0.416,-0.096,4.554
132,0.264,0.0,0.36,-0.096,4.491
133,0.276,0.0,0.372,-0.096,4.436
134,0.39799999999999996,0.0,0.494,-0.096,4.379
135,0.5539999999999999,0.0,0.65,-0.096,4.303
136,0.5539999999999999,0.0,0.65,-0.096,4.203
137,0.23800000000000002,0.0,0.334,-0.096,4.104
138,0.332,0.0,0.428,-0.096,4.052
139,0.392,0.0,0.488,-0.096,3.987
140,0.036000000000000004,0.0,0.132,-0.096,3.912
141,0.192,0.0,0.288,-0.096,3.892
142,0.192,0.0,0.288,-0.096,3.848
143,0.192,0.0,0.303,-0.111,3.803
