,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.0,0.547,-0.494,3.766
1,0.053,0.0,0.342,-0.289,3.682
2,0.053,0.0,0.342,-0.289,3.63
3,0.053,0.0,0.342,-0.289,3.577
4,0.053,0.0,0.342,-0.289,3.525
5,0.053,0.0,0.342,-0.289,3.473
6,0.053,0.0,0.342,-0.289,3.42
7,0.053,0.0,0.342,-0.289,3.368
8,0.053,0.0,0.342,-0.289,3.315
9,0.152,0.0,0.441,-0.289,3.263
10,0.152,0.0,0.441,-0.289,3.196
11,0.053,0.0,0.342,-0.289,3.128
12,0.053,0.0,0.342,-0.289,3.076
13,0.053,0.0,0.342,-0.289,3.023
14,0.053,0.0,0.342,-0.289,2.971
15,0.053,0.0,0.342,-0.289,2.919
16,0.053,0.0,0.342,-0.289,2.866
17,0.152,0.0,0.441,-0.289,2.814
18,0.152,0.0,0.441,-0.289,2.746
19,0.053,0.0,0.342,-0.289,2.679
20,0.053,0.0,0.342,-0.289,2.626
21,0.053,0.0,0.342,-0.289,2.574
22,0.053,0.0,0.342,-0.289,2.522
23,0.152,0.0,0.441,-0.289,2.469
24,0.152,0.0,0.441,-0.289,2.402
25,0.053,0.0,0.342,-0.289,2.334
26,0.053,0.0,0.342,-0.289,2.282
27,0.053,0.0,0.342,-0.289,2.229
28,0.053,0.0,0.342,-0.289,2.177
29,0.053,0.0,0.342,-0.289,2.125
30,0.152,0.0,0.441,-0.289,2.072
31,0.152,0.0,0.441,-0.289,2.005
32,0.053,0.0,0.342,-0.289,1.937
33,0.053,0.0,0.342,-0.289,1.885
34,0.053,0.0,0.342,-0.289,1.832
35,0.053,0.0,0.342,-0.289,1.78
36,0.053,0.0,0.342,-0.289,1.728
37,0.053,0.0,0.342,-0.289,1.675
38,0.053,0.0,0.342,-0.289,1.623
39,0.053,0.1,0.242,-0.289,1.57
40,0.053,0.1,0.242,-0.289,1.533
41,0.053,0.1,0.242,-0.289,1.496
42,0.053,0.1,0.242,-0.289,1.459
43,0.152,0.1,0.341,-0.289,1.422
44,0.27399999999999997,0.1,0.463,-0.289,1.37
45,0.125,0.3,0.114,-0.289,1.299
46,0.285,0.3,0.274,-0.289,1.282
47,3.553,0.3,3.0,0.253,1.24
48,3.5060000000000002,0.3,3.0,0.206,0.78
49,0.43200000000000005,0.3,0.421,-0.289,0.32
50,0.532,0.3,0.521,-0.289,0.255
51,0.5720000000000001,0.6,0.261,-0.289,0.175
52,0.711,0.6,0.4,-0.289,0.136
53,0.602,0.6,0.291,-0.289,0.074
54,0.505,0.6,0.194,-0.289,0.03
55,0.053,0.6,-0.106,-0.441,-0.0
56,0.053,0.6,-0.106,-0.441,0.016
57,0.053,1.0,-0.506,-0.441,0.032
58,0.053,1.0,-0.506,-0.441,0.11
59,0.152,1.0,-0.407,-0.441,0.188
60,0.152,1.0,-0.407,-0.441,0.25
61,0.053,1.0,-0.506,-0.441,0.312
62,0.053,1.0,-0.506,-0.441,0.39
63,0.053,1.6,-1.106,-0.441,0.468
64,0.053,1.6,-1.106,-0.441,0.637
65,0.053,1.6,-1.106,-0.441,0.807
66,0.152,1.6,-1.007,-0.441,0.976
67,0.053,1.6,-1.106,-0.441,1.131
68,0.053,1.6,-1.106,-0.441,1.3
69,0.053,2.0,-1.506,-0.441,1.47
70,0.053,2.0,-1.506,-0.441,1.701
71,0.152,2.0,-1.407,-0.441,1.932
72,0.152,2.0,-1.407,-0.441,2.147
73,0.053,2.0,-1.506,-0.441,2.363
74,0.053,2.0,-1.506,-0.441,2.594
75,0.053,2.2,-1.706,-0.441,2.825
76,0.053,2.2,-1.706,-0.441,3.086
77,0.053,2.2,-1.706,-0.441,3.348
78,0.053,2.2,-1.706,-0.441,3.61
79,0.053,2.2,-1.706,-0.441,3.871
80,0.053,2.2,-1.706,-0.441,4.133
81,0.152,2.0,-1.407,-0.441,4.394
82,0.152,2.0,-1.407,-0.441,4.61
83,0.053,2.0,-1.506,-0.441,4.826
84,0.053,2.0,-1.506,-0.441,5.057
85,0.053,2.0,-1.506,-0.441,5.288
86,0.053,2.0,-1.506,-0.441,5.519
87,0.053,1.8,-1.306,-0.441,5.749
88,0.053,1.8,-1.306,-0.441,5.95
89,0.152,1.8,-1.207,-0.441,6.15
90,0.152,1.8,-1.207,-0.441,6.335
91,0.053,1.8,-1.306,-0.441,6.52
92,0.053,1.8,-1.306,-0.441,6.72
93,0.053,1.4,-0.906,-0.441,6.921
94,0.152,1.4,-0.807,-0.441,7.059
95,0.152,1.4,-0.807,-0.441,7.183
96,0.215,1.4,-0.744,-0.441,7.307
97,0.22699999999999998,1.4,-0.732,-0.441,7.421
98,0.215,1.4,-0.744,-0.441,7.533
99,0.215,1.0,-0.344,-0.441,7.647
