,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.048,0.0,0.798,-0.75,3.728
1,0.048,0.0,0.512,-0.464,3.605
2,0.048,0.0,0.512,-0.464,3.527
3,0.048,0.0,0.512,-0.464,3.448
4,0.048,0.0,0.512,-0.464,3.37
5,0.048,0.0,0.512,-0.464,3.291
6,0.048,0.0,0.512,-0.464,3.213
7,0.048,0.0,0.512,-0.464,3.135
8,0.048,0.0,0.512,-0.464,3.056
9,0.048,0.0,0.512,-0.464,2.978
10,0.048,0.0,0.512,-0.464,2.899
11,0.048,0.0,0.512,-0.464,2.821
12,0.048,0.0,0.512,-0.464,2.742
13,0.048,0.0,0.512,-0.464,2.664
14,0.048,0.0,0.512,-0.464,2.585
15,0.048,0.0,0.512,-0.464,2.507
16,0.048,0.0,0.512,-0.464,2.428
17,0.048,0.0,0.512,-0.464,2.35
18,0.048,0.0,0.512,-0.464,2.271
19,0.048,0.0,0.512,-0.464,2.193
20,0.048,0.0,0.512,-0.464,2.114
21,0.048,0.0,0.512,-0.464,2.036
22,0.048,0.0,0.512,-0.464,1.958
23,0.048,0.0,0.512,-0.464,1.879
24,0.048,0.0,0.512,-0.464,1.801
25,0.048,0.0,0.512,-0.464,1.722
26,0.048,0.0,0.512,-0.464,1.644
27,0.048,0.0,0.512,-0.464,1.565
28,0.048,0.0,0.512,-0.464,1.487
29,0.14800000000000002,0.0,0.612,-0.464,1.408
30,0.14800000000000002,0.0,0.612,-0.464,1.314
31,0.174,0.0,0.638,-0.464,1.221
32,0.048,0.0,0.512,-0.464,1.123
33,0.048,0.0,0.512,-0.464,1.044
34,0.048,0.0,0.512,-0.464,0.966
35,0.048,0.0,0.512,-0.464,0.887
36,0.048,0.0,0.512,-0.464,0.809
37,0.048,0.0,0.512,-0.464,0.731
38,0.048,0.0,0.512,-0.464,0.652
39,0.048,0.1,0.412,-0.464,0.574
40,0.048,0.1,0.412,-0.464,0.51
41,0.048,0.1,0.412,-0.464,0.447
42,0.048,0.1,0.412,-0.464,0.384
43,0.048,0.1,0.412,-0.464,0.321
44,0.048,0.1,0.412,-0.464,0.258
45,0.048,0.3,0.212,-0.464,0.195
46,0.048,0.3,0.212,-0.464,0.162
47,0.048,0.3,0.212,-0.464,0.13
48,0.048,0.3,0.212,-0.464,0.097
49,0.048,0.3,0.212,-0.464,0.065
50,0.048,0.3,0.212,-0.464,0.032
51,0.048,0.6,-0.041,-0.511,0.0
52,0.048,0.6,-0.041,-0.511,0.006
53,0.048,0.6,-0.041,-0.511,0.013
54,0.048,0.6,-0.041,-0.511,0.019
55,0.048,0.6,-0.041,-0.511,0.025
56,0.048,0.6,-0.041,-0.511,0.031
57,0.048,1.0,-0.441,-0.511,0.038
58,0.048,1.0,-0.441,-0.511,0.105
59,0.048,1.0,-0.441,-0.511,0.173
60,0.048,1.0,-0.441,-0.511,0.24
61,0.048,1.0,-0.441,-0.511,0.308
62,0.048,1.0,-0.441,-0.511,0.376
63,0.048,1.6,-1.041,-0.511,0.443
64,0.048,1.6,-1.041,-0.511,0.603
65,0.048,1.6,-1.041,-0.511,0.762
66,0.048,1.6,-1.041,-0.511,0.922
67,0.048,1.6,-1.041,-0.511,1.082
68,0.048,1.6,-1.041,-0.511,1.241
69,0.048,2.0,-1.441,-0.511,1.401
70,0.048,2.0,-1.441,-0.511,1.622
71,0.048,2.0,-1.441,-0.511,1.843
72,0.048,2.0,-1.441,-0.511,2.064
73,0.048,2.0,-1.441,-0.511,2.284
74,0.048,2.0,-1.441,-0.511,2.505
75,0.048,2.2,-1.641,-0.511,2.726
76,0.048,2.2,-1.641,-0.511,2.978
77,0.048,2.2,-1.641,-0.511,3.23
78,0.048,2.2,-1.641,-0.511,3.481
79,0.048,2.2,-1.641,-0.511,3.733
80,0.048,2.2,-1.641,-0.511,3.984
81,0.048,2.0,-1.441,-0.511,4.236
82,0.048,2.0,-1.441,-0.511,4.457
83,0.048,2.0,-1.441,-0.511,4.678
84,0.048,2.0,-1.441,-0.511,4.899
85,0.048,2.0,-1.441,-0.511,5.12
86,0.048,2.0,-1.441,-0.511,5.341
87,0.048,1.8,-1.241,-0.511,5.562
88,0.048,1.8,-1.241,-0.511,5.752
89,0.048,1.8,-1.241,-0.511,5.942
90,0.048,1.8,-1.241,-0.511,6.132
91,0.048,1.8,-1.241,-0.511,6.323
92,0.048,1.8,-1.241,-0.511,6.513
93,0.048,1.4,-0.841,-0.511,6.703
94,0.048,1.4,-0.841,-0.511,6.832
95,0.048,1.4,-0.841,-0.511,6.961
96,0.048,1.4,-0.841,-0.511,7.09
97,0.048,1.4,-0.841,-0.511,7.219
98,0.048,1.4,-0.841,-0.511,7.348
99,0.048,1.0,-0.441,-0.511,7.477
100,0.048,1.0,-0.441,-0.511,7.544
101,0.048,1.0,-0.441,-0.511,7.612
102,0.355,1.0,-0.134,-0.511,7.679
103,0.585,1.0,0.0,-0.415,7.7
104,0.585,1.0,-0.0,-0.415,7.7
105,0.585,0.4,0.363,-0.178,7.7
106,0.519,0.4,0.297,-0.178,7.644
107,0.519,0.4,0.297,-0.178,7.599
108,0.519,0.4,0.297,-0.178,7.553
109,0.593,0.4,0.371,-0.178,7.508
110,1.567,0.4,1.345,-0.178,7.451
111,1.567,0.1,1.645,-0.178,7.245
112,1.6269999999999998,0.1,1.705,-0.178,6.993
113,0.508,0.1,0.586,-0.178,6.731
114,0.474,0.1,0.552,-0.178,6.642
115,0.474,0.1,0.552,-0.178,6.557
116,0.574,0.1,0.652,-0.178,6.472
117,0.665,0.0,0.843,-0.178,6.372
118,0.725,0.0,0.903,-0.178,6.243
119,0.79,0.0,0.968,-0.178,6.105
120,0.72,0.0,0.898,-0.178,5.956
121,0.629,0.0,0.807,-0.178,5.819
122,0.604,0.0,0.782,-0.178,5.695
123,0.439,0.0,0.617,-0.178,5.575
124,0.349,0.0,0.527,-0.178,5.481
125,0.509,0.0,0.687,-0.178,5.4
126,0.52,0.0,0.698,-0.178,5.295
127,0.46,0.0,0.638,-0.178,5.188
128,0.32899999999999996,0.0,0.507,-0.178,5.09
129,0.5,0.0,0.678,-0.178,5.012
130,0.46,0.0,0.638,-0.178,4.908
131,0.64,0.0,0.818,-0.178,4.811
132,0.48,0.0,0.658,-0.178,4.685
133,0.469,0.0,0.647,-0.178,4.584
134,0.534,0.0,0.712,-0.178,4.485
135,0.534,0.0,0.712,-0.178,4.376
136,0.57,0.0,0.748,-0.178,4.267
137,0.57,0.0,0.748,-0.178,4.152
138,0.495,0.0,0.673,-0.178,4.038
139,0.495,0.0,0.673,-0.178,3.935
140,0.048,0.0,0.226,-0.178,3.831
141,0.048,0.0,0.226,-0.178,3.797
142,0.048,0.0,0.226,-0.178,3.762
143,0.048,0.0,0.798,-0.75,3.728
