,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.0,0.377,-0.324,3.792
1,0.053,0.0,0.377,-0.324,3.734
2,0.053,0.0,0.377,-0.324,3.677
3,0.053,0.0,0.377,-0.324,3.619
4,0.053,0.0,0.377,-0.324,3.561
5,0.053,0.0,0.377,-0.324,3.503
6,0.053,0.0,0.377,-0.324,3.445
7,0.053,0.0,0.377,-0.324,3.388
8,0.259,0.0,0.583,-0.324,3.33
9,0.053,0.0,0.377,-0.324,3.24
10,0.053,0.0,0.377,-0.324,3.183
11,0.053,0.0,0.377,-0.324,3.125
12,0.053,0.0,0.377,-0.324,3.067
13,0.053,0.0,0.377,-0.324,3.009
14,0.053,0.0,0.377,-0.324,2.951
15,0.053,0.0,0.377,-0.324,2.894
16,0.259,0.0,0.583,-0.324,2.836
17,0.053,0.0,0.377,-0.324,2.746
18,0.053,0.0,0.377,-0.324,2.689
19,0.053,0.0,0.377,-0.324,2.631
20,0.053,0.0,0.377,-0.324,2.573
21,0.053,0.0,0.377,-0.324,2.515
22,0.053,0.0,0.377,-0.324,2.457
23,0.053,0.0,0.377,-0.324,2.4
24,0.259,0.0,0.583,-0.324,2.342
25,0.259,0.0,0.583,-0.324,2.253
26,0.053,0.0,0.377,-0.324,2.163
27,0.053,0.0,0.377,-0.324,2.105
28,0.213,0.0,0.537,-0.324,2.048
29,0.268,0.0,0.592,-0.324,1.965
30,0.268,0.0,0.592,-0.324,1.874
31,0.053,0.0,0.377,-0.324,1.784
32,0.053,0.0,0.377,-0.324,1.726
33,0.053,0.0,0.377,-0.324,1.668
34,0.259,0.0,0.583,-0.324,1.61
35,0.259,0.0,0.583,-0.324,1.521
36,0.053,0.0,0.377,-0.324,1.432
37,0.053,0.0,0.377,-0.324,1.374
38,0.053,0.0,0.377,-0.324,1.316
39,0.053,0.1,0.277,-0.324,1.258
40,0.053,0.1,0.277,-0.324,1.216
41,0.113,0.1,0.337,-0.324,1.173
42,0.053,0.1,0.277,-0.324,1.122
43,0.314,0.1,0.538,-0.324,1.079
44,0.053,0.1,0.277,-0.324,0.997
45,0.053,0.3,0.077,-0.324,0.954
46,0.053,0.3,0.077,-0.324,0.942
47,0.053,0.3,0.077,-0.324,0.931
48,0.053,0.3,0.077,-0.324,0.919
49,0.053,0.3,0.077,-0.324,0.907
50,0.259,0.3,0.283,-0.324,0.895
51,0.053,0.6,-0.223,-0.324,0.852
52,0.053,0.6,-0.223,-0.324,0.886
53,0.053,0.6,-0.223,-0.324,0.92
54,0.053,0.6,-0.223,-0.324,0.954
55,0.053,0.6,-0.223,-0.324,0.989
56,0.053,0.6,-0.223,-0.324,1.023
57,0.053,1.0,-0.623,-0.324,1.057
58,0.053,1.0,-0.623,-0.324,1.153
59,0.053,1.0,-0.623,-0.324,1.248
60,0.053,1.0,-0.623,-0.324,1.344
61,0.053,1.0,-0.623,-0.324,1.439
62,0.053,1.0,-0.623,-0.324,1.535
63,0.053,1.6,-1.223,-0.324,1.63
64,0.259,1.6,-1.017,-0.324,1.818
65,0.053,1.6,-1.223,-0.324,1.974
66,0.053,1.6,-1.223,-0.324,2.161
67,0.053,1.6,-1.223,-0.324,2.349
68,0.053,1.6,-1.223,-0.324,2.536
69,0.17300000000000001,2.0,-1.503,-0.324,2.724
70,0.273,2.0,-1.403,-0.324,2.954
71,0.33299999999999996,2.0,-1.343,-0.324,3.169
72,0.644,2.0,-1.032,-0.324,3.375
73,0.568,2.0,-1.108,-0.324,3.534
74,0.373,2.0,-1.303,-0.324,3.704
75,0.247,2.2,-1.629,-0.324,3.903
76,0.247,2.2,-1.629,-0.324,4.153
77,0.247,2.2,-1.629,-0.324,4.403
78,0.187,2.2,-1.689,-0.324,4.653
79,0.39299999999999996,2.2,-1.483,-0.324,4.912
80,0.52,2.2,-1.356,-0.324,5.139
81,0.36,2.0,-1.316,-0.324,5.347
82,0.36,2.0,-1.316,-0.324,5.549
83,0.053,2.0,-1.623,-0.324,5.751
84,0.34700000000000003,2.0,-1.329,-0.324,5.999
85,0.34700000000000003,2.0,-1.329,-0.324,6.203
86,0.34700000000000003,2.0,-1.329,-0.324,6.407
87,0.64,1.8,-0.836,-0.324,6.611
88,0.632,1.8,-0.844,-0.324,6.739
89,0.426,1.8,-1.05,-0.324,6.868
90,2.597,1.8,1.121,-0.324,7.029
91,2.597,1.8,1.121,-0.324,6.858
92,2.445,1.8,0.969,-0.324,6.686
93,0.26,1.4,-0.816,-0.324,6.537
94,0.293,1.4,-0.783,-0.324,6.662
95,0.579,1.4,-0.497,-0.324,6.782
96,0.473,1.4,-0.603,-0.324,6.859
97,0.408,1.4,-0.668,-0.324,6.951
98,0.588,1.4,-0.488,-0.324,7.053
99,0.433,1.0,-0.243,-0.324,7.128
100,0.313,1.0,-0.363,-0.324,7.166
101,0.24,1.0,-0.436,-0.324,7.221
102,0.425,1.0,-0.251,-0.324,7.288
103,0.425,1.0,-0.251,-0.324,7.327
104,0.6859999999999999,1.0,0.01,-0.324,7.365
105,0.7859999999999999,0.4,0.71,-0.324,7.364
106,0.5529999999999999,0.4,0.477,-0.324,7.255
107,0.5429999999999999,0.4,0.467,-0.324,7.182
108,0.44799999999999995,0.4,0.372,-0.324,7.11
109,0.7340000000000001,0.4,0.658,-0.324,7.053
110,0.853,0.4,0.777,-0.324,6.952
111,1.0590000000000002,0.1,1.283,-0.324,6.833
112,1.0590000000000002,0.1,1.283,-0.324,6.636
113,0.833,0.1,1.057,-0.324,6.44
114,3.0439999999999996,0.1,3.0,-0.056,6.277
115,0.638,0.1,0.862,-0.324,5.817
116,0.505,0.1,0.729,-0.324,5.685
117,0.512,0.0,0.836,-0.324,5.574
118,0.5870000000000001,0.0,0.911,-0.324,5.445
119,0.053,0.0,0.377,-0.324,5.306
120,0.053,0.0,0.377,-0.324,5.248
121,0.259,0.0,0.583,-0.324,5.19
122,0.053,0.0,0.377,-0.324,5.101
123,0.053,0.0,0.377,-0.324,5.043
124,0.053,0.0,0.377,-0.324,4.985
125,0.053,0.0,0.377,-0.324,4.927
126,0.053,0.0,0.377,-0.324,4.87
127,0.053,0.0,0.377,-0.324,4.812
128,0.053,0.0,0.377,-0.324,4.754
129,0.053,0.0,0.377,-0.324,4.696
130,0.053,0.0,0.377,-0.324,4.638
131,0.053,0.0,0.377,-0.324,4.581
132,0.259,0.0,0.583,-0.324,4.523
133,0.259,0.0,0.583,-0.324,4.433
134,0.053,0.0,0.377,-0.324,4.344
135,0.053,0.0,0.377,-0.324,4.286
136,0.053,0.0,0.377,-0.324,4.228
137,0.053,0.0,0.377,-0.324,4.171
138,0.053,0.0,0.377,-0.324,4.113
139,0.053,0.0,0.377,-0.324,4.055
140,0.053,0.0,0.377,-0.324,3.997
141,0.259,0.0,0.583,-0.324,3.939
142,0.053,0.0,0.377,-0.324,3.85
143,0.053,0.0,0.377,-0.324,3.792
