,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.05,0.0,0.371,-0.321,3.793
1,0.191,0.0,0.335,-0.144,3.736
2,0.191,0.0,0.343,-0.152,3.685
3,0.05,0.0,0.377,-0.327,3.632
4,0.05,0.0,0.375,-0.325,3.574
5,0.05,0.0,0.383,-0.333,3.517
6,0.34299999999999997,0.0,0.369,-0.026,3.458
7,0.34299999999999997,0.0,0.354,-0.011,3.402
8,0.05,0.0,0.388,-0.338,3.347
9,0.05,0.0,0.38,-0.33,3.288
10,0.05,0.0,0.364,-0.314,3.23
11,0.05,0.0,0.36,-0.31,3.174
12,0.05,0.0,0.34,-0.29,3.119
13,0.153,0.0,0.35,-0.197,3.066
14,0.381,0.0,0.366,0.015,3.013
15,0.381,0.0,0.393,-0.012,2.957
16,0.05,0.0,0.382,-0.332,2.896
17,0.05,0.0,0.362,-0.312,2.838
18,0.05,0.0,0.389,-0.339,2.782
19,0.153,0.0,0.376,-0.223,2.723
20,0.153,0.0,0.355,-0.202,2.665
21,0.24,0.0,0.457,-0.217,2.611
22,0.24,0.0,0.461,-0.221,2.541
23,0.191,0.0,0.376,-0.185,2.47
24,0.191,0.0,0.401,-0.21,2.412
25,0.05,0.0,0.406,-0.356,2.351
26,0.05,0.0,0.371,-0.321,2.289
27,0.05,0.0,0.35,-0.3,2.232
28,0.05,0.0,0.37,-0.32,2.178
29,0.153,0.0,0.371,-0.218,2.121
30,0.34299999999999997,0.0,0.372,-0.029,2.064
31,0.24,0.0,0.37,-0.13,2.007
32,0.191,0.0,0.371,-0.18,1.951
33,0.191,0.0,0.379,-0.188,1.894
34,0.05,0.0,0.406,-0.356,1.836
35,0.05,0.0,0.404,-0.354,1.773
36,0.05,0.0,0.387,-0.337,1.711
37,0.24,0.0,0.382,-0.142,1.652
38,0.381,0.0,0.37,0.011,1.593
39,0.191,0.1,0.293,-0.202,1.537
40,0.05,0.1,0.4,-0.45,1.492
41,0.05,0.1,0.631,-0.681,1.43
42,0.153,0.1,0.55,-0.497,1.334
43,0.153,0.1,0.641,-0.588,1.249
44,0.191,0.1,0.622,-0.531,1.151
45,0.381,0.3,0.29,-0.209,1.056
46,0.34,0.3,0.343,-0.303,1.011
47,0.12,0.3,0.378,-0.558,0.958
48,0.155,0.3,0.506,-0.651,0.901
49,0.41,0.3,0.452,-0.342,0.823
50,0.37,0.3,0.429,-0.359,0.754
51,0.55,0.6,0.32,-0.37,0.688
52,0.899,0.6,0.092,0.207,0.639
53,0.914,0.6,0.11,0.204,0.625
54,0.34,0.6,0.074,-0.334,0.608
55,0.34,0.6,0.03,-0.29,0.597
56,0.22,0.6,0.174,-0.554,0.592
57,0.19899999999999998,1.0,-0.09,-0.711,0.565
58,0.28,1.0,-0.361,-0.359,0.579
59,0.28,1.0,-0.161,-0.559,0.635
60,0.254,1.0,-0.211,-0.535,0.659
61,0.254,1.0,-0.268,-0.478,0.692
62,0.064,1.0,-0.23,-0.706,0.733
63,2.515,1.6,-0.761,1.676,0.768
64,0.153,1.6,-1.079,-0.368,0.885
65,0.05,1.6,-1.089,-0.461,1.05
66,0.191,1.6,-1.074,-0.335,1.217
67,0.191,1.6,-1.107,-0.302,1.382
68,0.05,1.6,-0.997,-0.553,1.551
69,0.34299999999999997,2.0,-1.401,-0.256,1.704
70,0.24,2.0,-1.321,-0.439,1.919
71,0.05,2.0,-1.192,-0.758,2.122
72,0.05,2.0,-1.153,-0.797,2.304
73,0.191,2.0,-1.195,-0.614,2.481
