,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.052000000000000005,0.0,0.006,0.564,-0.506,3.763
1,0.052000000000000005,0.0,0.006,0.38,-0.322,3.677
2,0.052000000000000005,0.0,0.006,0.387,-0.329,3.619
3,0.052000000000000005,0.0,0.006,0.424,-0.366,3.559
4,0.052000000000000005,0.0,0.006,0.421,-0.363,3.494
5,0.052000000000000005,0.0,0.006,0.433,-0.375,3.43
6,0.052000000000000005,0.0,0.0,0.414,-0.362,3.363
7,0.052000000000000005,0.0,0.006,0.349,-0.291,3.3
8,0.052000000000000005,0.0,0.006,0.342,-0.284,3.246
9,0.284,0.0,0.006,0.317,-0.027,3.194
10,0.284,0.0,0.006,0.29,0.0,3.145
11,0.052000000000000005,0.0,0.006,0.289,-0.231,3.101
12,0.052000000000000005,0.0,0.006,0.277,-0.219,3.056
13,0.052000000000000005,0.0,0.006,0.283,-0.225,3.014
14,0.052000000000000005,0.0,0.006,0.3,-0.242,2.971
15,0.052000000000000005,0.0,0.006,0.33,-0.272,2.925
16,0.052000000000000005,0.0,0.006,0.314,-0.256,2.874
17,0.284,0.0,0.006,0.292,-0.002,2.826
18,0.284,0.0,0.006,0.325,-0.035,2.781
19,0.052000000000000005,0.0,0.006,0.31,-0.252,2.731
20,0.052000000000000005,0.0,0.0,0.289,-0.237,2.684
21,0.052000000000000005,0.0,0.006,0.401,-0.343,2.639
22,0.052000000000000005,0.0,0.006,0.406,-0.348,2.578
23,0.052000000000000005,0.0,0.006,0.307,-0.249,2.515
24,0.284,0.0,0.006,0.335,-0.045,2.468
25,0.284,0.0,0.006,0.342,-0.052,2.417
26,0.052000000000000005,0.0,0.006,0.303,-0.245,2.365
27,0.052000000000000005,0.0,0.006,0.289,-0.231,2.318
28,0.052000000000000005,0.0,0.006,0.305,-0.247,2.274
29,0.052000000000000005,0.0,0.006,0.297,-0.239,2.227
30,0.052000000000000005,0.0,0.006,0.303,-0.245,2.181
31,0.052000000000000005,0.0,0.006,0.301,-0.243,2.135
32,0.052000000000000005,0.0,0.006,0.312,-0.254,2.089
33,0.052000000000000005,0.0,0.006,0.32,-0.262,2.041
34,0.052000000000000005,0.0,0.0,0.344,-0.292,1.992
35,0.052000000000000005,0.0,0.006,0.338,-0.28,1.939
36,0.052000000000000005,0.0,0.006,0.319,-0.261,1.887
37,0.052000000000000005,0.0,0.006,0.307,-0.249,1.838
38,0.052000000000000005,0.0,0.006,0.298,-0.24,1.791
39,0.052000000000000005,0.1,0.006,0.223,-0.265,1.746
40,0.052000000000000005,0.1,0.006,0.332,-0.374,1.711
41,0.29600000000000004,0.1,0.006,0.341,-0.139,1.66
42,0.33899999999999997,0.1,0.006,0.388,-0.143,1.608
43,0.19899999999999998,0.1,0.006,0.512,-0.407,1.549
44,0.196,0.1,0.006,0.581,-0.479,1.47
45,0.27899999999999997,0.3,0.006,0.226,-0.241,1.381
46,2.0180000000000002,0.3,0.006,0.213,1.511,1.346
47,2.0780000000000003,0.3,0.006,0.329,1.455,1.314
48,2.31,0.3,0.0,0.471,1.539,1.263
49,0.746,0.3,0.006,0.308,0.144,1.191
50,0.364,0.3,0.006,0.29,-0.22,1.144
51,0.47600000000000003,0.6,0.006,0.089,-0.207,1.099
52,0.371,0.6,0.006,-0.138,-0.085,1.086
53,0.386,0.6,0.006,-0.118,-0.09,1.107
54,0.386,0.6,0.006,-0.062,-0.146,1.125
55,0.462,0.6,0.006,-0.105,-0.027,1.134
56,0.40700000000000003,0.6,0.006,0.047,-0.234,1.15
57,0.627,1.0,0.006,-0.181,-0.186,1.143
58,0.527,1.0,3.3120000000000003,-0.369,3.208,1.171
59,0.515,1.0,3.6959999999999997,-0.141,3.352,1.227
60,0.28300000000000003,1.0,3.69,-0.201,3.174,1.249
61,0.192,1.0,3.69,-0.253,3.135,1.28
62,0.127,1.0,3.684,-0.218,3.029,1.319
63,0.127,1.6,3.684,-0.679,2.89,1.352
64,0.052000000000000005,1.6,3.678,-1.081,3.211,1.456
65,0.284,1.6,3.678,-1.035,3.397,1.622
66,0.284,1.6,3.678,-1.004,3.366,1.781
67,0.052000000000000005,1.6,3.678,-1.042,3.172,1.935
68,0.052000000000000005,1.6,3.6719999999999997,-0.923,3.047,2.094
69,0.052000000000000005,2.0,3.678,-1.329,3.059,2.236
70,0.052000000000000005,2.0,2.79,-1.277,2.119,2.44
71,0.052000000000000005,2.0,0.006,-1.218,-0.724,2.635
72,0.052000000000000005,2.0,0.006,-1.178,-0.764,2.822
73,0.052000000000000005,2.0,0.006,-1.219,-0.723,3.003
74,0.052000000000000005,2.0,0.006,-1.198,-0.744,3.19
75,0.284,2.2,0.006,-1.642,-0.268,3.373
76,0.284,2.2,0.006,-1.816,-0.094,3.625
77,0.052000000000000005,2.2,0.006,-1.741,-0.401,3.904
78,0.052000000000000005,2.2,0.006,-1.878,-0.264,4.171
79,0.052000000000000005,2.2,0.006,-1.72,-0.422,4.459
80,0.052000000000000005,2.2,0.0,-1.406,-0.742,4.722
81,0.052000000000000005,2.0,0.006,-1.648,-0.294,4.938
82,0.052000000000000005,2.0,0.006,-1.465,-0.477,5.191
83,0.052000000000000005,2.0,0.006,-1.543,-0.399,5.415
84,0.284,2.0,0.006,-1.435,-0.275,5.652
85,0.284,2.0,0.006,-1.453,-0.257,5.872
86,0.052000000000000005,2.0,0.0,-1.385,-0.563,6.095
87,0.052000000000000005,1.8,0.006,-1.231,-0.511,6.307
88,0.052000000000000005,1.8,0.006,-1.327,-0.415,6.496
89,0.052000000000000005,1.8,0.006,-1.162,-0.58,6.699
90,0.052000000000000005,1.8,0.006,-0.796,-0.946,6.878
91,0.087,1.8,0.0,-0.913,-0.8,7.0
