;0;1;2;3;4
0;0.00041;0.00041;0.00041600000000000003;0.000449;0.000311
1;0.00041799999999999997;0.00041799999999999997;0.00041700000000000005;0.00027;0.000312
2;0.00041799999999999997;0.00041799999999999997;0.00041700000000000005;0.00027;0.000311
3;0.00041799999999999997;0.00041799999999999997;0.00041700000000000005;0.000266;0.000111
4;0.00041700000000000005;0.00041700000000000005;0.00041700000000000005;0.000449;0.000111
5;0.000314;0.000314;0.000314;0.000331;0.000311
6;0.000314;0.000314;0.000314;0.000331;0.000311
7;0.000379;0.000379;0.000379;0.000449;0.000311
8;0.000379;0.000379;0.00037799999999999997;0.00027100000000000003;0.000311
9;0.000301;0.000301;0.000301;0.00027;0.000311
10;0.000351;0.000351;0.000351;0.00027;0.000311
11;0.00038500000000000003;0.00038500000000000003;0.00038500000000000003;0.000266;0.000111
12;0.00038500000000000003;0.00038500000000000003;0.00038500000000000003;0.000331;0.000311
13;0.00041799999999999997;0.00041799999999999997;0.00041700000000000005;0.000449;0.000311
14;0.00041799999999999997;0.00041799999999999997;0.00041700000000000005;0.000449;0.000312
15;0.000262;0.000262;0.000262;0.000449;0.000311
16;0.000262;0.000262;0.000262;0.000449;0.000311
17;0.000249;0.000249;0.000249;0.000449;0.000311
18;0.00027100000000000003;0.00027100000000000003;0.00027100000000000003;0.000266;0.000311
19;0.000322;0.000322;0.000322;0.000449;0.000311
20;0.000326;0.000326;0.000326;0.000331;0.000111
21;0.000342;0.000342;0.000342;0.000153;0.000111
22;0.000317;0.000317;0.000317;0.00027;0.000311
23;0.00026700000000000004;0.00026700000000000004;0.00026700000000000004;0.000449;0.000311
24;0.000247;0.000247;0.000247;0.000449;0.000311
25;0.00021;0.00021;0.00021;0.000266;0.000311
26;0.000312;0.000312;0.000312;0.000449;0.000311
27;0.00041700000000000005;0.00041700000000000005;0.00041700000000000005;0.000331;0.000111
28;0.00041700000000000005;0.00041700000000000005;0.00041700000000000005;0.000331;0.00011199999999999998
29;0.00036700000000000003;0.00036700000000000003;0.00036700000000000003;0.000449;0.000311
30;0.000334;0.000334;0.000334;0.00027;0.000311
31;0.000379;0.000379;0.000379;0.00027100000000000003;0.000311
32;0.000379;0.000379;0.000379;0.000449;0.000311
33;0.000301;0.000301;0.000301;0.000331;0.000311
34;0.000301;0.000301;0.000301;0.00014800000000000002;0.000311
35;0.00041700000000000005;0.00041700000000000005;0.00041700000000000005;0.000449;0.000311
36;0.00038500000000000003;0.00038500000000000003;0.00038500000000000003;0.00045000000000000004;0.000111
37;0.00034600000000000006;0.00034600000000000006;0.00034600000000000006;0.00027;0.000311
38;0.000366;0.000366;0.000366;0.00027;0.000311
39;0.000314;0.000314;0.000314;0.000449;0.000311
