,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.05,0.006,-0.326,0.382,3.9
1,0.05,0.006,-0.298,0.354,3.95
2,0.05,0.006,-0.319,0.375,3.996
3,0.05,0.006,-0.314,0.37,4.045
4,0.05,0.006,-0.37,0.426,4.093
5,0.05,0.006,-0.39,0.446,4.149
6,0.05,0.006,-0.384,0.44,4.209
7,0.05,0.006,-0.433,0.489,4.268
8,0.24,0.006,-0.441,0.687,4.335
9,0.24,0.006,-0.439,0.685,4.402
10,0.05,0.006,-0.457,0.513,4.469
11,0.05,0.006,-0.483,0.539,4.54
12,0.05,0.006,-0.491,0.547,4.614
13,0.05,0.006,-0.479,0.535,4.689
14,0.05,0.006,-0.475,0.531,4.762
15,0.05,0.006,-0.452,0.508,4.835
16,0.05,0.006,-0.455,0.511,4.904
17,0.05,0.006,-0.471,0.527,4.974
18,0.05,0.006,-0.457,0.513,5.046
19,0.05,0.006,-0.469,0.525,5.116
20,0.05,0.006,-0.47,0.526,5.188
21,0.24,0.006,-0.404,0.65,5.26
22,0.24,0.0,-0.401,0.641,5.322
23,0.05,0.006,-0.464,0.52,5.384
24,0.05,0.006,-0.452,0.508,5.455
25,0.05,0.006,-0.446,0.502,5.524
26,0.05,0.006,-0.462,0.518,5.592
27,0.24,0.006,-0.475,0.721,5.663
28,0.24,0.006,-0.457,0.703,5.736
29,0.24,0.006,-0.461,0.707,5.806
30,0.05,0.006,-0.463,0.519,5.877
31,0.05,0.006,-0.458,0.514,5.948
32,0.05,0.006,-0.471,0.527,6.018
33,0.05,0.006,-0.466,0.522,6.09
34,0.05,0.006,-0.444,0.5,6.162
35,0.05,0.006,-0.443,0.499,6.23
36,0.05,0.0,-0.413,0.463,6.298
37,0.05,0.006,-0.45,0.506,6.361
38,0.05,0.006,-0.452,0.508,6.43
39,0.05,0.006,-0.426,0.482,6.5
40,0.05,0.006,-0.372,0.428,6.565
41,0.05,0.006,-0.228,0.284,6.622
42,0.05,0.006,-0.273,0.329,6.657
43,0.24,0.006,-0.046,0.292,6.699
44,0.24,0.006,-0.161,0.407,6.706
45,0.24,0.006,-0.283,0.529,6.731
46,0.05,0.006,-0.247,0.303,6.774
47,0.05,0.006,-0.177,0.233,6.812
48,0.05,0.006,-0.058,0.114,6.839
49,0.05,0.006,-0.18,0.236,6.848
50,0.05,0.0,-0.178,0.228,6.876
51,0.05,0.006,-0.046,0.102,6.903
52,0.24,0.006,-0.181,0.427,6.91
53,0.24,0.006,-0.093,0.339,6.938
