,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.0,-0.326,0.375,3.9
1,0.049,0.006,-0.298,0.353,3.95
2,0.049,0.006,-0.319,0.374,3.996
3,0.049,0.006,-0.314,0.369,4.045
4,0.049,0.006,-0.37,0.425,4.093
5,0.049,0.0,-0.39,0.439,4.149
6,0.049,0.006,-0.384,0.439,4.209
7,0.049,0.006,-0.433,0.488,4.268
8,0.171,0.006,-0.441,0.618,4.335
9,0.171,0.006,-0.439,0.616,4.402
10,0.049,0.006,-0.457,0.512,4.469
11,0.21,0.0,-0.483,0.693,4.54
12,0.21,0.006,-0.491,0.707,4.614
13,0.049,0.006,-0.479,0.534,4.689
14,0.049,0.006,-0.475,0.53,4.762
15,0.171,0.006,-0.452,0.629,4.835
16,0.171,0.0,-0.455,0.626,4.904
17,0.049,0.006,-0.471,0.526,4.974
18,0.21,0.006,-0.457,0.673,5.046
19,0.21,0.006,-0.469,0.685,5.116
20,0.049,0.006,-0.47,0.525,5.188
21,0.049,0.0,-0.404,0.453,5.26
22,0.049,0.006,-0.401,0.456,5.322
23,0.049,0.006,-0.464,0.519,5.384
24,0.049,0.006,-0.452,0.507,5.455
25,0.049,0.006,-0.446,0.501,5.524
26,0.049,0.0,-0.462,0.511,5.592
27,0.171,0.006,-0.475,0.652,5.663
28,0.332,0.006,-0.457,0.795,5.736
29,0.21,0.006,-0.461,0.677,5.806
30,0.049,0.006,-0.463,0.518,5.877
31,0.049,0.006,-0.458,0.513,5.948
32,0.049,0.0,-0.471,0.52,6.018
33,0.171,0.006,-0.466,0.643,6.09
34,0.171,0.006,-0.444,0.621,6.162
35,0.21,0.006,-0.443,0.659,6.23
36,0.21,0.006,-0.413,0.629,6.298
37,0.049,0.0,-0.45,0.499,6.361
38,0.049,0.006,-0.452,0.507,6.43
39,0.049,0.006,-0.426,0.481,6.5
40,0.049,0.006,-0.372,0.427,6.565
41,0.049,0.006,-0.228,0.283,6.622
42,0.049,0.0,-0.273,0.322,6.657
43,0.332,0.006,-0.046,0.384,6.699
44,0.332,0.006,-0.161,0.499,6.706
45,0.049,0.006,-0.283,0.338,6.731
46,0.049,0.006,-0.247,0.302,6.774
47,0.049,0.0,-0.177,0.226,6.812
48,0.049,0.006,-0.058,0.113,6.839
49,0.049,0.006,-0.18,0.235,6.848
50,0.049,0.006,-0.178,0.233,6.876
51,0.049,0.006,-0.046,0.101,6.903
52,0.171,0.0,-0.181,0.352,6.91
53,0.171,0.006,-0.093,0.27,6.938
54,0.049,0.006,-0.142,0.197,6.952
55,0.049,0.006,-0.108,0.163,6.974
56,0.21,0.006,-0.014,0.23,6.99
57,0.21,0.006,0.072,0.144,6.992
58,0.049,0.0,-0.093,0.142,6.981
59,0.049,0.006,0.08,-0.025,6.996
60,0.049,0.006,-0.025,0.08,6.983
61,0.171,0.006,-0.084,0.261,6.987
62,0.171,0.006,0.168,0.009,7.0
63,0.049,0.0,-0.049,0.098,6.974
64,0.21,0.006,-0.109,0.325,6.982
65,0.21,0.006,-0.177,0.393,6.998
66,0.049,0.006,-0.242,0.297,7.026
67,0.049,0.006,-0.284,0.339,7.063
68,0.171,0.0,-0.147,0.318,7.106
69,0.282,0.006,-0.158,0.446,7.129
70,0.049,0.006,-0.154,0.209,7.153
71,0.21,0.006,-0.059,0.275,7.176
72,0.39,0.006,-0.035,0.431,7.185
73,0.257,0.0,-0.065,0.322,7.191
74,0.257,0.006,-0.119,0.382,7.201
75,0.257,0.006,-0.307,0.57,7.219
76,0.345,0.006,-0.398,0.749,7.266
77,0.285,0.006,-0.216,0.507,7.327
78,0.40700000000000003,0.0,-0.193,0.6,7.36
79,0.568,0.006,-0.105,0.679,7.39
80,0.418,0.006,0.049,0.375,7.406
81,0.257,0.006,-0.164,0.427,7.398
82,0.257,0.006,-0.028,0.291,7.423
83,0.257,0.006,-0.096,0.359,7.428
84,0.257,0.0,-0.02,0.277,7.443
85,0.397,0.006,0.032,0.371,7.446
86,0.5579999999999999,0.006,0.268,0.296,7.441
87,0.68,0.006,0.083,0.603,7.4
88,0.397,0.006,0.01,0.393,7.387
89,0.27,0.0,0.095,0.175,7.385
90,0.27899999999999997,0.006,0.336,-0.051,7.371
91,0.20600000000000002,0.006,0.274,-0.062,7.319
92,0.20600000000000002,0.006,0.206,0.006,7.277
93,0.32799999999999996,0.006,0.079,0.255,7.246
94,0.32799999999999996,0.0,0.423,-0.095,7.234
95,0.20600000000000002,0.006,0.581,-0.369,7.169
96,0.049,0.006,0.613,-0.558,7.08
97,0.21,0.006,0.639,-0.423,6.986
98,0.21,0.006,0.723,-0.507,6.888
99,0.049,0.0,0.747,-0.698,6.777
100,0.171,0.006,1.001,-0.824,6.662
101,0.171,0.006,0.857,-0.68,6.509
102,0.21,0.006,0.881,-0.665,6.377
103,0.21899999999999997,0.006,0.903,-0.678,6.242
104,0.49,0.006,0.828,-0.332,6.104
105,0.64,0.0,0.774,-0.134,5.977
106,0.54,0.006,0.691,-0.145,5.858
107,0.601,0.006,0.747,-0.14,5.752
108,0.45799999999999996,0.006,0.848,-0.384,5.638
109,0.336,0.006,0.93,-0.588,5.508
110,0.266,0.0,0.811,-0.545,5.365
111,0.266,0.006,0.768,-0.496,5.24
112,0.218,0.006,0.826,-0.602,5.123
113,0.536,0.006,0.737,-0.195,4.996
