,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.006,-0.326,0.381,3.9
1,0.049,0.0,-0.298,0.347,3.95
2,0.049,0.006,-0.319,0.374,3.996
3,0.049,0.006,-0.314,0.369,4.045
4,0.049,0.006,-0.37,0.425,4.093
5,0.049,0.006,-0.39,0.445,4.149
6,0.049,0.0,-0.384,0.433,4.209
7,0.188,0.006,-0.433,0.627,4.268
8,0.188,0.006,-0.441,0.635,4.335
9,0.049,0.006,-0.439,0.494,4.402
10,0.049,0.006,-0.457,0.512,4.469
11,0.049,0.0,-0.483,0.532,4.54
12,0.049,0.006,-0.491,0.546,4.614
13,0.188,0.006,-0.479,0.673,4.689
14,0.188,0.006,-0.475,0.669,4.762
15,0.049,0.006,-0.452,0.507,4.835
16,0.049,0.0,-0.455,0.504,4.904
17,0.049,0.006,-0.471,0.526,4.974
18,0.049,0.006,-0.457,0.512,5.046
19,0.049,0.006,-0.469,0.524,5.116
20,0.049,0.006,-0.47,0.525,5.188
21,0.049,0.0,-0.404,0.453,5.26
22,0.049,0.006,-0.401,0.456,5.322
23,0.049,0.006,-0.464,0.519,5.384
24,0.188,0.006,-0.452,0.646,5.455
25,0.188,0.006,-0.446,0.64,5.524
26,0.049,0.006,-0.462,0.517,5.592
27,0.049,0.0,-0.475,0.524,5.663
28,0.049,0.006,-0.457,0.512,5.736
29,0.049,0.006,-0.461,0.516,5.806
30,0.049,0.006,-0.463,0.518,5.877
31,0.049,0.006,-0.458,0.513,5.948
32,0.188,0.0,-0.471,0.659,6.018
33,0.188,0.006,-0.466,0.66,6.09
34,0.049,0.006,-0.444,0.499,6.162
35,0.049,0.006,-0.443,0.498,6.23
36,0.049,0.006,-0.413,0.468,6.298
37,0.049,0.0,-0.45,0.499,6.361
38,0.049,0.006,-0.452,0.507,6.43
39,0.188,0.006,-0.426,0.62,6.5
40,0.188,0.006,-0.372,0.566,6.565
41,0.049,0.006,-0.228,0.283,6.622
42,0.049,0.0,-0.273,0.322,6.657
43,0.109,0.006,-0.046,0.161,6.699
44,0.18899999999999997,0.006,-0.161,0.356,6.706
45,0.18899999999999997,0.006,-0.283,0.478,6.731
46,0.049,0.006,-0.247,0.302,6.774
47,0.049,0.006,-0.177,0.232,6.812
48,0.049,0.0,-0.058,0.107,6.839
49,0.049,0.006,-0.18,0.235,6.848
50,0.049,0.006,-0.178,0.233,6.876
51,0.188,0.006,-0.046,0.24,6.903
52,0.188,0.006,-0.181,0.375,6.91
53,0.049,0.0,-0.093,0.142,6.938
54,0.049,0.006,-0.142,0.197,6.952
55,0.049,0.006,-0.108,0.163,6.974
56,0.049,0.006,-0.014,0.069,6.99
57,0.049,0.006,0.072,-0.017,6.992
58,0.188,0.0,-0.093,0.281,6.981
59,0.20800000000000002,0.006,0.08,0.134,6.996
60,0.049,0.006,-0.025,0.08,6.983
61,0.049,0.006,-0.084,0.139,6.987
62,0.049,0.006,0.168,-0.113,7.0
63,0.049,0.0,-0.049,0.098,6.974
64,0.049,0.006,-0.109,0.164,6.982
65,0.188,0.006,-0.177,0.371,6.998
66,0.188,0.006,-0.242,0.436,7.026
67,0.049,0.006,-0.284,0.339,7.063
68,0.049,0.0,-0.147,0.196,7.106
69,0.057,0.006,-0.158,0.221,7.129
70,0.821,0.006,-0.154,0.981,7.153
71,0.821,0.006,-0.059,0.886,7.176
72,0.821,0.006,-0.035,0.862,7.185
73,0.049,0.006,-0.065,0.12,7.191
74,0.188,0.0,-0.119,0.307,7.201
75,0.188,0.006,-0.307,0.501,7.219
76,0.049,0.006,-0.398,0.453,7.266
77,0.049,0.006,-0.216,0.271,7.327
78,0.049,0.006,-0.193,0.248,7.36
79,0.049,0.0,-0.105,0.154,7.39
80,0.049,0.006,0.049,0.006,7.406
81,0.049,0.006,-0.164,0.219,7.398
