,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.052000000000000005,0.0,0.001,0.594,-0.541,3.759
1,0.052000000000000005,0.0,0.001,0.361,-0.308,3.668
2,0.052000000000000005,0.0,0.001,0.361,-0.308,3.612
3,0.052000000000000005,0.0,0.001,0.408,-0.355,3.557
4,0.052000000000000005,0.0,0.001,0.385,-0.332,3.495
5,0.052000000000000005,0.0,0.001,0.392,-0.339,3.436
6,0.052000000000000005,0.0,0.0,0.428,-0.376,3.375
7,0.052000000000000005,0.0,0.001,0.38,-0.327,3.31
8,0.052000000000000005,0.0,0.001,0.333,-0.28,3.251
9,0.284,0.0,0.001,0.357,-0.072,3.2
10,0.284,0.0,0.001,0.339,-0.054,3.146
11,0.052000000000000005,0.0,0.001,0.344,-0.291,3.094
12,0.052000000000000005,0.0,0.001,0.289,-0.236,3.041
13,0.052000000000000005,0.0,0.001,0.262,-0.209,2.997
14,0.052000000000000005,0.0,0.001,0.281,-0.228,2.956
15,0.052000000000000005,0.0,0.001,0.36,-0.307,2.913
16,0.052000000000000005,0.0,0.001,0.363,-0.31,2.858
17,0.284,0.0,0.001,0.378,-0.093,2.802
18,0.284,0.0,0.001,0.392,-0.107,2.745
19,0.052000000000000005,0.0,0.001,0.319,-0.266,2.684
20,0.052000000000000005,0.0,0.0,0.336,-0.284,2.635
21,0.052000000000000005,0.0,0.001,0.352,-0.299,2.584
22,0.052000000000000005,0.0,0.001,0.322,-0.269,2.53
23,0.052000000000000005,0.0,0.001,0.319,-0.266,2.48
24,0.284,0.0,0.001,0.378,-0.093,2.432
25,0.284,0.0,0.001,0.415,-0.13,2.374
26,0.052000000000000005,0.0,0.001,0.346,-0.293,2.31
27,0.052000000000000005,0.0,0.001,0.323,-0.27,2.257
28,0.052000000000000005,0.0,0.001,0.322,-0.269,2.207
29,0.052000000000000005,0.0,0.001,0.32,-0.267,2.158
30,0.052000000000000005,0.0,0.001,0.335,-0.282,2.109
31,0.052000000000000005,0.0,0.001,0.299,-0.246,2.057
32,0.052000000000000005,0.0,0.001,0.277,-0.224,2.012
33,0.052000000000000005,0.0,0.001,0.321,-0.268,1.969
34,0.052000000000000005,0.0,0.0,0.388,-0.336,1.92
35,0.052000000000000005,0.0,0.001,0.305,-0.252,1.86
36,0.052000000000000005,0.0,0.001,0.319,-0.266,1.814
37,0.052000000000000005,0.0,0.001,0.311,-0.258,1.765
38,0.052000000000000005,0.0,0.001,0.304,-0.251,1.717
39,0.052000000000000005,0.1,0.001,0.233,-0.28,1.67
40,0.052000000000000005,0.1,0.001,0.572,-0.619,1.635
41,0.29600000000000004,0.1,0.001,0.621,-0.424,1.547
42,0.33899999999999997,0.1,0.001,0.376,-0.136,1.452
