;0;1;2;3;4;5;6;7;8;9;10
0;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00040500000000000003;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005;-0.00039000000000000005
1;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000294;-0.000286;-0.000286;-0.000286;-0.000286
2;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000286;-0.000294;-0.000286;-0.000286;-0.000286;-0.000286
3;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.000351;-0.00034;-0.00034;-0.00034;-0.00034
4;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00033299999999999996;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994;-0.00032299999999999994
5;-0.000308;-0.000308;-0.000308;-0.000308;-0.000308;-0.000308;-0.00031800000000000003;-0.000308;-0.000308;-0.000308;-0.000308
6;-0.000337;-0.000337;-0.000337;-0.000337;-0.000337;-0.000337;-0.000348;-0.000337;-0.000337;-0.000337;-0.000337
7;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.000338;-0.00034899999999999997;-0.000338;-0.000338;-0.000338;-0.000338
8;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.00035299999999999996;-0.000342;-0.000342;-0.000342;-0.000342
9;-0.000364;-0.000364;-0.000364;-0.000364;-0.000364;-0.000364;-0.000377;-0.000364;-0.000364;-0.000364;-0.000364
10;-0.000335;-0.000335;-0.000335;-0.000335;-0.000335;-0.000335;-0.00034600000000000006;-0.000335;-0.000335;-0.000335;-0.000335
11;-0.000329;-0.000329;-0.000329;-0.000329;-0.000329;-0.000329;-0.000339;-0.000329;-0.000329;-0.000329;-0.000329
12;-0.000289;-0.000289;-0.000289;-0.000289;-0.000289;-0.000289;-0.000297;-0.000289;-0.000289;-0.000289;-0.000289
13;-0.000302;-0.000302;-0.000302;-0.000302;-0.000302;-0.000302;-0.000311;-0.000302;-0.000302;-0.000302;-0.000302
