;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;-0.0014550000000000001;-0.0014550000000000001;-0.0014550000000000001;-0.0014550000000000001;-0.0014550000000000001;-0.0014550000000000001;-0.0014650000000000002;-0.0014550000000000001;-0.001362;-0.00022;-0.0005020000000000001;-0.000359;-0.00023;-0.00043700000000000005;-0.000408;-0.00036700000000000003
1;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.000585;-0.0005859999999999999;-4.2999999999999995e-05;-0.00022;-0.000447;-0.000431;-0.0002;-0.000443;-0.000408;-0.00042100000000000004
2;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.0005859999999999999;-0.000585;-0.0005859999999999999;-4.2999999999999995e-05;-0.000214;-0.00045299999999999995;-0.000507;-0.00019399999999999997;-0.000443;-0.000402;-0.000537
3;-0.000634;-0.000634;-0.000634;-0.000634;-0.000634;-0.000634;-0.000633;-0.000634;-0.000259;-0.00022;-0.00045299999999999995;-0.000894;-0.0002;-0.000443;-0.000578;-0.000637
4;-0.000611;-0.000611;-0.000611;-0.000611;-0.000611;-0.000611;-0.00061;-0.000611;-0.00026500000000000004;-0.00022;-0.00045299999999999995;-0.0009090000000000001;-0.0002;-0.000443;-0.000578;-0.0009220000000000001
5;-0.0006180000000000001;-0.0006180000000000001;-0.0006180000000000001;-0.0006180000000000001;-0.0006180000000000001;-0.0006180000000000001;-0.000617;-0.0006180000000000001;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995;-0.000998;-0.0002;-0.00043700000000000005;-0.000408;-0.000903
6;-0.000637;-0.000637;-0.000637;-0.000637;-0.000637;-0.000637;-0.0006360000000000001;-0.000637;-4.2999999999999995e-05;-0.00022;-0.000447;-0.0007199999999999999;-0.0002;-0.000443;-0.000408;-0.00022600000000000002
7;-0.000429;-0.000429;-0.000429;-0.000429;-0.000429;-0.000429;-0.000428;-0.000429;-4.2999999999999995e-05;-0.00022;-0.0005920000000000001;-0.00038500000000000003;-0.0002;-0.000443;-0.000402;-0.00022600000000000002
8;-0.00023;-0.00023;-0.00023;-0.00023;-0.00023;-0.00023;-0.00022899999999999998;-0.00023;-0.00021700000000000002;-0.00022;-0.0005920000000000001;-0.00048100000000000004;-0.00019399999999999997;-0.000565;-0.000408;-0.000343
9;-0.000201;-0.000201;-0.000201;-0.000201;-0.000201;-0.000201;-0.000201;-0.000201;-0.00021700000000000002;-0.000326;-0.00045299999999999995;-0.00048100000000000004;-0.0002;-0.000565;-0.000408;-0.00022
10;-0.000182;-0.000182;-0.000182;-0.000182;-0.000182;-0.000182;-0.000182;-0.000182;-4.2999999999999995e-05;-0.00033200000000000005;-0.00045299999999999995;-0.000391;-0.0002;-0.000443;-0.000408;-0.00022600000000000002
11;-0.000187;-0.000187;-0.000187;-0.000187;-0.000187;-0.000187;-0.000187;-0.000187;-4.2999999999999995e-05;-0.00022;-0.000447;-0.000535;-0.0002;-0.000598;-0.000408;-0.00035700000000000006
12;-0.000133;-0.000133;-0.000133;-0.000133;-0.000133;-0.000133;-0.000133;-0.000133;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995;-0.000695;-0.0002;-0.000604;-0.000402;-0.00035700000000000006
13;-0.000105;-0.000105;-0.000105;-0.000105;-0.000105;-0.000105;-0.000105;-0.000105;-0.00026500000000000004;-0.00022;-0.0005920000000000001;-0.0005570000000000001;-0.00019399999999999997;-0.000443;-0.000408;-0.00022600000000000002
14;-0.000123;-0.000123;-0.000123;-0.000123;-0.000123;-0.000123;-0.000123;-0.000123;-0.00026500000000000004;-0.00033200000000000005;-0.0005920000000000001;-0.000644;-0.0002;-0.000443;-0.000578;-0.00022
15;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-0.00020300000000000003;-4.2999999999999995e-05;-0.00033200000000000005;-0.00045299999999999995;-0.000391;-0.0002;-0.000565;-0.000578;-0.00022600000000000002
16;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-0.00020600000000000002;-4.2999999999999995e-05;-0.000214;-0.000447;-0.000391;-0.0002;-0.0005589999999999999;-0.000408;-0.00022600000000000002
17;-0.000221;-0.000221;-0.000221;-0.000221;-0.000221;-0.000221;-0.000221;-0.000221;-3.7000000000000005e-05;-0.00022;-0.00045299999999999995;-0.0005290000000000001;-0.0002;-0.000443;-0.000402;-0.00022600000000000002
18;-0.000235;-0.000235;-0.000235;-0.000235;-0.000235;-0.000235;-0.000235;-0.000235;-0.00021700000000000002;-0.00022;-0.00045299999999999995;-0.000535;-0.00019399999999999997;-0.000604;-0.000408;-0.00035700000000000006
19;-0.000163;-0.000163;-0.000163;-0.000163;-0.000163;-0.000163;-0.000163;-0.000163;-0.00021700000000000002;-0.00022;-0.00045299999999999995;-0.000391;-0.0002;-0.000604;-0.000408;-0.000468
20;-0.000179;-0.000179;-0.000179;-0.000179;-0.000179;-0.000179;-0.000179;-0.000179;-0.00026500000000000004;-0.00022;-0.00045299999999999995;-0.000391;-0.0002;-0.000443;-0.000408;-0.000343
21;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00019399999999999997;-0.00026500000000000004;-0.00022;-0.000447;-0.000647;-0.0002;-0.00043700000000000005;-0.000408;-0.00022600000000000002
22;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-0.00016600000000000002;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995;-0.0008100000000000001;-0.0002;-0.000443;-0.000578;-0.00022600000000000002
23;-0.000161;-0.000161;-0.000161;-0.000161;-0.000161;-0.000161;-0.000161;-0.000161;-4.2999999999999995e-05;-0.000214;-0.00045299999999999995;-0.00038500000000000003;-0.0002;-0.000443;-0.000572;-0.00022600000000000002
24;-0.000222;-0.000222;-0.000222;-0.000222;-0.000222;-0.000222;-0.000222;-0.000222;-0.00021700000000000002;-0.00033200000000000005;-0.0005920000000000001;-0.000391;-0.00019399999999999997;-0.000443;-0.000408;-0.000351
25;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00025800000000000004;-0.00021700000000000002;-0.00033200000000000005;-0.0005920000000000001;-0.000391;-0.0002;-0.000443;-0.000408;-0.00035700000000000006
26;-0.00019;-0.00019;-0.00019;-0.00019;-0.00019;-0.00019;-0.00019;-0.00019;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995;-0.000391;-0.0002;-0.00043700000000000005;-0.000408;-0.000343
27;-0.000167;-0.000167;-0.000167;-0.000167;-0.000167;-0.000167;-0.000167;-0.000167;-0.00026500000000000004;-0.00022;-0.000447;-0.000535;-0.0002;-0.000565;-0.000408;-0.000343
28;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00016399999999999997;-0.00026500000000000004;-0.00022;-0.00045299999999999995;-0.0005290000000000001;-0.0002;-0.000726;-0.000402;-0.00022600000000000002
