,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.054000000000000006,0.0,0.365,-0.311,3.794
1,0.054000000000000006,0.0,0.333,-0.279,3.738
2,0.054000000000000006,0.0,0.34,-0.286,3.687
3,0.054000000000000006,0.0,0.373,-0.319,3.635
4,0.054000000000000006,0.0,0.37,-0.316,3.578
5,0.054000000000000006,0.0,0.378,-0.324,3.521
6,0.054000000000000006,0.0,0.365,-0.311,3.463
7,0.054000000000000006,0.0,0.351,-0.297,3.407
8,0.22,0.0,0.391,-0.171,3.353
9,0.441,0.0,0.383,0.058,3.293
10,0.275,0.0,0.36,-0.085,3.235
11,0.054000000000000006,0.0,0.356,-0.302,3.179
12,0.054000000000000006,0.0,0.337,-0.283,3.125
13,0.054000000000000006,0.0,0.347,-0.293,3.073
14,0.054000000000000006,0.0,0.362,-0.308,3.02
15,0.22,0.0,0.396,-0.176,2.964
16,0.441,0.0,0.386,0.055,2.904
17,0.275,0.0,0.358,-0.083,2.844
18,0.054000000000000006,0.0,0.384,-0.33,2.79
19,0.054000000000000006,0.0,0.371,-0.317,2.731
20,0.054000000000000006,0.0,0.351,-0.297,2.674
21,0.054000000000000006,0.0,0.449,-0.395,2.62
22,0.054000000000000006,0.0,0.461,-0.407,2.551
23,0.22,0.0,0.379,-0.159,2.48
24,0.441,0.0,0.4,0.041,2.422
25,0.275,0.0,0.4,-0.125,2.361
26,0.054000000000000006,0.0,0.367,-0.313,2.3
27,0.054000000000000006,0.0,0.347,-0.293,2.243
28,0.054000000000000006,0.0,0.366,-0.312,2.19
29,0.054000000000000006,0.0,0.366,-0.312,2.134
30,0.054000000000000006,0.0,0.376,-0.322,2.078
31,0.22,0.0,0.374,-0.154,2.02
32,0.22,0.0,0.367,-0.147,1.963
33,0.054000000000000006,0.0,0.374,-0.32,1.907
34,0.275,0.0,0.4,-0.125,1.849
35,0.275,0.0,0.398,-0.123,1.788
36,0.275,0.0,0.382,-0.107,1.727
37,0.054000000000000006,0.0,0.382,-0.328,1.668
38,0.054000000000000006,0.0,0.371,-0.317,1.61
39,0.054000000000000006,0.1,0.296,-0.342,1.553
40,0.054000000000000006,0.1,0.393,-0.439,1.507
41,0.054000000000000006,0.1,0.609,-0.655,1.447
42,0.054000000000000006,0.1,0.532,-0.578,1.354
43,0.22,0.1,0.619,-0.499,1.272
44,0.441,0.1,0.606,-0.265,1.177
45,0.275,0.3,0.286,-0.311,1.084
46,0.054000000000000006,0.3,0.339,-0.585,1.041
47,0.154,0.3,0.366,-0.512,0.989
48,0.251,0.3,0.492,-0.541,0.933
49,0.203,0.3,0.439,-0.536,0.857
50,0.564,0.3,0.417,-0.153,0.79
51,0.441,0.6,0.299,-0.458,0.726
52,0.275,0.6,0.086,-0.411,0.68
53,0.054000000000000006,0.6,0.163,-0.709,0.667
