;0
0;0.006506102159129211
1;-0.0034129246037296044
2;-0.003644258050532633
3;-0.004047742050828497
4;-0.004405444070175119
5;-0.005162417850805156
6;-0.005364256024635465
7;-0.004236218441908167
8;-0.004982685035717992
9;-0.004906487496663314
10;-0.0042068760785392845
11;-0.0029092206918718095
12;-0.0028580857725300684
13;-0.0034105875433281495
14;-0.0033401675615215044
15;-0.004315472993048147
16;-0.004247750763513855
17;-0.003252269443049302
18;-0.003718951806451855
19;-0.0036186961991927394
20;-0.003356575043210439
21;-0.006921874230551544
22;-0.007550016845831672
23;-0.004133304669359829
24;-0.0038625110588113637
25;-0.003923553752359684
26;-0.003995925715422328
27;-0.003224080991446154
28;-0.004258601798437971
29;-0.004260710022222744
30;-0.004022060589788229
31;-0.0046022253447834845
32;-0.003767968188531116
33;-0.0035596745441716
34;-0.004245434325770223
35;-0.005144976384878816
36;-0.006925592866433313
37;-0.004917381104673656
38;-0.004785270010943641
39;-0.0058756257097927365
40;-0.006186792837973538
41;-0.013625762328902398
42;-0.013159074151295927
43;-0.026019112433013625
44;-0.014734708783022184
45;-0.010140344700402332
46;-0.010468955761031868
47;-0.013501965070633224
48;-0.0198204185503872
49;-0.017260443920310384
50;-0.015664075125552332
51;-0.020444621462252798
52;-0.015243249039207115
53;-0.02221832282577707
54;-0.01798125895518764
55;-0.02027023766571607
56;-0.025215237133539698
57;-0.021747142694655032
58;-0.016862597421603124
59;-0.02269320834886609
60;-0.022164107989672378
61;-0.017594018340340536
62;-0.026686003677899417
63;-0.014246673509111548
64;-0.0156315009602174
65;-0.01159764200128087
66;-0.008711164539212368
67;-0.006021863953504559
68;-0.011173423410962243
69;-0.010762186089309497
70;-0.011492639021855895
71;-0.01927510654489475
72;-0.018831265817285326
73;-0.01752942904826192
74;-0.013043713620187948
75;-0.005592496420383864
76;-0.005630593839892834
77;-0.008951054508046681
78;-0.006916721413334052
79;-0.010657929688729058
80;-0.019158817572892506
81;-0.007112297474679796
82;-0.013100106043558235
83;-0.007861046069513614
84;-0.009372896301247841
85;-0.013066969755554202
86;-0.024871663540834994
87;-0.01483757757427061
88;-0.010553333732148453
89;-0.009647551884008149
90;-0.02268166307083204
91;-0.019292506034305594
92;-0.02005980069411087
93;-0.015238475375600295
94;-0.01850935283158871
95;-0.01947749411631357
96;-0.017819894219971474
97;-0.018959869444768112
98;-0.02624544731401951
99;-0.02712814608635793
100;-0.03368524544631076
101;-0.02877762905328212
102;-0.02708329908468701
103;-0.028684159068517734
104;-0.02622119249429191
105;-0.026010133993309915
106;-0.02386609243877374
107;-0.0309051931646668
108;-0.04050321864470787
109;-0.041446517512551316
110;-0.03838109113144001
111;-0.040439945483263184
112;-0.041016262152854206
113;-0.03790255646127791
114;-0.03651171440216722
115;-0.033125240889748095
116;-0.03734878360333434
117;-0.037332564658615564
118;-0.03571133812861038
119;-0.03576608774388791
120;-0.035518249117848955
121;-0.03385289099137887
122;-0.031247826152119098
123;-0.027607249167810606
124;-0.030435861609648954
125;-0.03236684027335118
126;-0.026751677876167147
127;-0.029903071807955095
128;-0.03384557351396844
129;-0.028902452471831267
130;-0.032401122666567646
131;-0.03505754857058663
132;-0.032763839780841145
133;-0.034337639071093516
134;-0.02319447375160133
135;-0.025484921006699097
136;-0.030689665632134395
137;-0.031253658000684574
138;-0.022483266694980537
139;-0.022859173441948606
140;-0.019577216193533285
141;-0.01847854143692378
142;-0.016559977746462434
143;-0.006791773604245794
