;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54
0;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000234;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.000324;0.00026500000000000004;0.00019500000000000002;0.000319;-9.000000000000002e-06;0.00035600000000000003;0.000177;0.00041600000000000003;-0.000274;0.000302;0.000304;0.000234;0.000451;0.000338;-0.00028000000000000003
1;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000201;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;-4.6e-05;0.00019500000000000002;0.000319;0.0005200000000000001;0.00015900000000000002;0.000177;0.00041600000000000003;-0.000428;0.000302;0.000304;0.00023300000000000003;0.000505;0.000377;-0.00028000000000000003
2;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.00019800000000000002;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;0.000291;-4.6e-05;0.00019500000000000002;0.000319;0.0005200000000000001;0.00021899999999999998;0.000177;0.00041600000000000003;-0.00020199999999999998;0.000302;0.000304;0.00023300000000000003;0.000505;0.000377;-0.00028100000000000005
3;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.000184;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026500000000000004;0.00019500000000000002;0.000319;0.000521;0.000259;0.000177;0.00041600000000000003;-7.200000000000002e-05;0.000302;0.000304;0.00023300000000000003;0.000505;0.000377;-0.0004
4;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000185;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.000263;0.00026500000000000004;0.00019500000000000002;0.000215;0.0005200000000000001;6.6e-05;0.000177;0.00041600000000000003;0.000338;0.000302;0.000304;0.00023300000000000003;0.000505;0.00020600000000000002;-7.5e-05
5;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.00018100000000000004;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.000256;0.00026500000000000004;0.00019500000000000002;0.000215;0.00035600000000000003;7.5e-05;0.000177;0.00041600000000000003;0.00023899999999999998;0.000302;0.000304;5.599999999999999e-05;0.000505;0.00020600000000000002;0.00033200000000000005
6;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.000183;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026000000000000003;0.00026500000000000004;0.00019500000000000002;0.000319;0.00035600000000000003;-6.800000000000001e-05;-1.1000000000000001e-05;0.00041600000000000003;0.00023899999999999998;4.4000000000000006e-05;0.000304;-0.00010400000000000001;0.000505;0.00020600000000000002;0.00033200000000000005
7;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.000193;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00028000000000000003;0.00026500000000000004;0.00019500000000000002;0.00012;0.00035600000000000003;7.6e-05;-1.1000000000000001e-05;0.00041700000000000005;0.000338;4.4000000000000006e-05;0.000304;0.00023300000000000003;0.000505;0.000377;0.00033200000000000005
8;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00017800000000000002;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00025;0.00026500000000000004;5e-06;0.00012;0.0005200000000000001;0.00012900000000000002;0.000177;0.00041600000000000003;0.000338;0.000302;0.000304;0.00023300000000000003;0.000505;0.00037799999999999997;0.00033200000000000005
9;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000182;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.000257;0.00026500000000000004;5e-06;0.000319;0.0005200000000000001;-9.400000000000001e-05;7.000000000000001e-05;0.000308;0.000137;0.000302;0.000205;0.00023300000000000003;0.000505;0.000377;8e-06
10;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00019399999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00028199999999999997;0.00015900000000000002;0.00019500000000000002;0.000319;0.0005200000000000001;6.999999999999999e-06;7.000000000000001e-05;0.000308;0.00013600000000000003;0.000302;0.000205;0.00023300000000000003;0.000319;0.000377;9.000000000000002e-06
