,load_kW,generation_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.044000000000000004,0.0,0.006,1.311,-1.261,3.649
1,0.044000000000000004,0.0,0.006,0.263,-0.213,3.448
2,0.044000000000000004,0.0,0.0,0.26,-0.216,3.408
3,0.044000000000000004,0.0,0.006,0.26,-0.21,3.368
4,0.044000000000000004,0.0,0.006,0.263,-0.213,3.328
5,0.198,0.0,0.006,0.419,-0.215,3.287
6,0.198,0.0,0.006,0.419,-0.215,3.223
7,0.044000000000000004,0.0,0.0,0.319,-0.275,3.159
8,0.044000000000000004,0.0,0.006,0.322,-0.272,3.11
9,0.39299999999999996,0.0,0.006,0.439,-0.04,3.061
10,0.244,0.0,0.006,0.364,-0.114,2.994
11,0.141,0.0,0.006,0.312,-0.165,2.938
12,0.141,0.0,0.006,0.312,-0.165,2.89
13,0.044000000000000004,0.0,0.0,0.26,-0.216,2.842
14,0.044000000000000004,0.0,0.006,0.263,-0.213,2.802
15,0.198,0.0,0.006,0.498,-0.294,2.762
16,0.198,0.0,0.006,0.495,-0.291,2.685
17,0.39299999999999996,0.0,0.006,0.517,-0.118,2.61
18,0.39299999999999996,0.0,0.0,0.481,-0.088,2.53
19,0.044000000000000004,0.0,0.006,0.407,-0.357,2.456
20,0.044000000000000004,0.0,0.006,0.402,-0.352,2.394
21,0.044000000000000004,0.0,0.006,0.377,-0.327,2.332
22,0.141,0.0,0.006,0.415,-0.268,2.275
23,0.295,0.0,0.0,0.487,-0.192,2.211
24,0.39799999999999996,0.0,0.006,0.52,-0.116,2.136
25,0.39299999999999996,0.0,0.006,0.576,-0.177,2.057
26,0.244,0.0,0.006,0.423,-0.173,1.968
27,0.044000000000000004,0.0,0.006,0.264,-0.214,1.903
28,0.044000000000000004,0.0,0.006,0.264,-0.214,1.863
29,0.198,0.0,0.0,0.338,-0.14,1.823
30,0.295,0.0,0.006,0.387,-0.086,1.771
31,0.044000000000000004,0.0,0.006,0.322,-0.272,1.711
32,0.044000000000000004,0.0,0.006,0.322,-0.272,1.662
33,0.39299999999999996,0.0,0.006,0.44,-0.041,1.613
34,0.39299999999999996,0.0,0.0,0.437,-0.044,1.545
35,0.044000000000000004,0.0,0.006,0.264,-0.214,1.478
36,0.141,0.0,0.006,0.313,-0.166,1.438
37,0.141,0.0,0.006,0.371,-0.224,1.39
38,0.198,0.0,0.006,0.342,-0.138,1.333
39,0.198,0.1,0.0,0.316,-0.218,1.281
40,0.044000000000000004,0.1,0.006,0.282,-0.332,1.232
41,0.193,0.1,0.006,0.276,-0.177,1.189
42,0.044000000000000004,0.1,0.006,0.467,-0.517,1.147
43,0.044000000000000004,0.1,0.006,0.435,-0.485,1.075
44,0.244,0.1,0.0,1.492,-1.348,1.008
45,0.341,0.3,0.006,1.301,-1.254,0.779
46,0.198,0.3,0.006,1.294,-1.39,0.58
47,0.198,0.3,0.006,0.314,-0.41,0.382
48,0.193,0.3,0.006,0.219,-0.32,0.333
49,0.193,0.3,0.006,0.242,-0.343,0.3
50,0.141,0.3,0.0,0.235,-0.394,0.263
51,0.141,0.6,0.006,0.017,-0.47,0.227
52,0.244,0.6,0.006,0.179,-0.529,0.224
53,0.244,0.6,0.006,0.358,-0.708,0.196
54,0.198,0.6,0.006,-0.752,0.356,0.142
55,0.198,0.6,0.0,1.179,-1.581,0.257
56,0.044000000000000004,0.6,0.006,-0.948,0.398,0.076
57,0.044000000000000004,1.0,0.006,-0.463,-0.487,0.222
58,0.29,1.0,0.006,-0.334,-0.37,0.293
59,0.193,1.0,0.006,-0.314,-0.487,0.344
60,0.244,1.0,0.0,-0.351,-0.405,0.392
61,0.244,1.0,0.006,-0.351,-0.399,0.446
62,0.198,1.0,0.006,-0.454,-0.342,0.5
63,0.198,1.6,0.006,0.046,-1.442,0.569
64,0.044000000000000004,1.6,0.006,-1.145,-0.405,0.562
65,0.044000000000000004,1.6,0.0,-1.097,-0.459,0.738
66,0.193,1.6,0.006,-1.024,-0.377,0.906
67,0.141,1.6,0.006,-1.113,-0.34,1.063
68,0.341,1.6,0.006,-0.935,-0.318,1.234
69,0.244,2.0,0.006,-1.382,-0.368,1.377
70,0.044000000000000004,2.0,0.0,-1.734,-0.222,1.589
71,0.044000000000000004,2.0,0.006,-1.731,-0.219,1.855
72,0.044000000000000004,2.0,0.006,-1.732,-0.218,2.12
73,0.193,2.0,0.006,-1.66,-0.141,2.386
74,0.193,2.0,0.006,-1.579,-0.222,2.64
75,0.341,2.2,0.006,-1.706,-0.147,2.882
76,0.341,2.2,0.0,-1.709,-0.15,3.144
77,0.198,2.2,0.006,-1.856,-0.14,3.406
78,0.198,2.2,0.006,-1.86,-0.136,3.691
79,0.044000000000000004,2.2,0.006,-1.934,-0.216,3.976
80,0.044000000000000004,2.2,0.006,-1.934,-0.216,4.272
81,0.193,2.0,0.0,-1.604,-0.203,4.569
82,0.193,2.0,0.006,-1.601,-0.2,4.815
83,0.141,2.0,0.006,-1.61,-0.243,5.06
84,0.341,2.0,0.006,-1.507,-0.146,5.307
85,0.244,2.0,0.006,-1.634,-0.116,5.538
86,0.044000000000000004,2.0,0.0,-1.737,-0.219,5.789
87,0.044000000000000004,1.8,0.006,-1.534,-0.216,6.055
88,0.044000000000000004,1.8,0.006,-1.479,-0.271,6.29
89,0.34700000000000003,1.8,0.006,-1.325,-0.122,6.517
90,0.198,1.8,0.006,-1.379,-0.217,6.72
91,0.044000000000000004,1.8,0.006,-1.457,-0.293,6.931
92,0.044000000000000004,1.8,0.0,-1.538,-0.218,7.155
93,0.301,1.4,0.006,-0.889,-0.204,7.391
94,2.5980000000000003,1.4,0.006,0.256,0.948,7.527
95,0.345,1.4,0.006,-0.828,-0.221,7.488
96,0.847,1.4,0.006,-0.556,0.009,7.615
97,0.8190000000000001,1.4,0.0,0.306,-0.887,7.7
98,2.9589999999999996,1.4,0.006,1.397,0.168,7.653
99,3.033,1.0,1.458,2.542,0.949,7.439
100,0.6940000000000001,1.0,3.6959999999999997,2.41,0.98,7.049
101,0.867,1.0,3.6959999999999997,2.453,1.11,6.679
102,0.73,1.0,3.6959999999999997,2.449,0.977,6.303
103,1.015,1.0,3.69,2.731,0.974,5.928
104,0.955,1.0,3.684,1.874,1.765,5.509
105,0.8690000000000001,0.4,3.69,1.771,2.388,5.222
106,0.746,0.4,3.678,1.565,2.459,4.95
107,3.188,0.4,3.684,2.774,3.698,4.71
108,3.322,0.4,3.678,2.949,3.651,4.285
109,3.4189999999999996,0.4,3.2939999999999996,2.789,3.524,3.832
110,3.5189999999999997,0.4,1.6680000000000001,1.907,2.88,3.405
111,3.1639999999999997,0.1,0.006,1.287,1.783,3.112
112,3.179,0.1,0.006,1.265,1.82,2.915
113,0.413,0.1,0.006,-0.377,0.696,2.721
114,0.642,0.1,0.006,-0.236,0.784,2.779
115,0.7390000000000001,0.1,0.006,-0.282,0.927,2.815
116,0.63,0.1,0.006,0.151,0.385,2.858
117,0.5329999999999999,0.0,0.006,-0.398,0.937,2.835
118,0.653,0.0,0.006,-0.318,0.977,2.896
119,0.5529999999999999,0.0,0.0,-0.205,0.758,2.945
120,0.5529999999999999,0.0,0.006,-0.255,0.814,2.976
121,0.5529999999999999,0.0,0.006,-0.297,0.856,3.016
122,0.5529999999999999,0.0,0.006,-0.08,0.639,3.061
123,0.763,0.0,0.006,-0.185,0.954,3.073
124,0.8029999999999999,0.0,0.006,-0.203,1.012,3.102
125,0.425,0.0,0.006,-0.345,0.776,3.133
126,0.444,0.0,0.006,-0.295,0.745,3.186
127,0.5529999999999999,0.0,0.006,-0.191,0.75,3.231
128,0.546,0.0,0.006,-0.164,0.716,3.26
129,0.858,0.0,0.006,-0.127,0.991,3.285
130,0.927,0.0,0.006,-0.144,1.077,3.305
131,0.847,0.0,0.006,-0.237,1.09,3.327
132,1.2309999999999999,0.0,0.0,-0.073,1.304,3.363
133,0.759,0.0,0.006,-0.3,1.065,3.374
134,0.682,0.0,0.006,-0.277,0.965,3.42
135,1.056,0.0,0.006,-0.012,1.074,3.463
136,0.8,0.0,0.006,-0.143,0.949,3.465
137,0.7,0.0,0.006,-0.348,1.054,3.487
138,0.873,0.0,0.006,-0.215,1.094,3.54
139,1.13,0.0,0.006,-0.056,1.192,3.573
