;0
0;0.00598302200345576
1;0.002729403351026419
2;0.0026904519052791316
3;0.002909484982111748
4;0.0029834174086834577
5;0.002053339197542428
6;0.0006802510043160478
7;0.0015940490076278722
8;0.0017692520415801736
9;0.0011435092986828504
10;0.001444728257038025
11;0.002983347250223068
12;0.0029373482892978598
13;0.0019522874688840714
14;0.0023173854120802093
15;0.0013861159059504807
16;0.001273933742041778
17;0.0024371124055628628
18;0.002791141859654643
19;0.0026663287037535593
20;0.0021101497124579364
21;-0.0016392894918855374
22;-0.0017696750928243251
23;0.001207017880367474
24;0.0020112002218985662
25;0.002332167381623104
26;0.0020151920102357904
27;0.002552268424464477
28;0.001381879964068696
29;0.0012398232145692787
30;0.0013280545198291643
31;0.001230887639323157
32;0.002330403683489402
33;0.002340352782796166
34;0.0014970944808775225
35;0.0011798299787555812
36;-0.0006944975910818587
37;0.0005043353261962945
38;0.0004712046373413166
39;0.0006440738011255381
40;0.0012279462105929694
41;-0.0063702881232270605
42;-0.006158196281751129
43;-0.015019482600983477
44;-0.003117712948640246
45;-0.0012523588892459278
46;-0.003283619259707241
47;-0.005369956421388066
48;-0.007317477433069382
49;-0.004945573692406149
50;-0.006331315673117646
51;-0.01209740622888298
52;-0.006916199947373742
53;-0.011037254855403194
54;-0.008591973190354613
55;-0.012718118510173739
56;-0.014214831512393755
57;-0.010559945577912106
58;-0.008052029245352291
59;-0.00995546570269632
60;-0.008833849647476532
61;-0.004623440508035405
62;-0.01713045661058509
63;-0.005052273619030137
64;-0.0070485538787041545
65;-0.005037441311798679
66;-0.0019246581438223118
67;0.0007399826454655022
68;-0.0036358898250534065
69;-0.0037654787543734227
70;-0.00441158326280222
71;-0.012908592012047424
72;-0.012606874498153344
73;-0.009042585515810903
74;-0.007038471378379758
75;0.0002458670963674955
76;0.0005018220423103502
77;-0.002822576038163703
78;-0.0013681688441400752
79;-0.004653822390809449
80;-0.01360088335426239
81;-0.0019562522752931814
82;-0.007391798744358823
83;-0.001626763179154526
84;-0.003119666382496524
85;-0.006972709720118621
86;-0.01752738191321593
87;-0.005669478061333513
88;-0.004290048214850468
89;-0.002125889385836185
90;-0.01299203855843289
91;-0.00958555756909114
92;-0.010379764320476869
93;-0.006695102919640875
94;-0.00655403496641705
95;-0.006121754386707933
96;-0.006954649036273673
97;-0.004476564889028717
98;-0.009962178930069066
99;-0.010345593094624565
100;-0.016026122998941354
101;-0.012380317805032981
102;-0.011201209239737282
103;-0.010705122963248827
104;-0.008106629713924902
105;-0.008463799322351499
106;-0.00815370676726351
107;-0.012910226920647189
108;-0.01989998301554524
109;-0.020961914112413535
110;-0.019587915912290522
111;-0.02195812169553816
112;-0.022835909486135224
113;-0.017849684274004927
114;-0.015293249051674195
115;-0.014521909036227658
116;-0.019785800411842205
117;-0.020819203088039993
118;-0.01959521432433783
119;-0.018427072615201753
120;-0.01700036904975368
121;-0.014602687508292307
122;-0.01255568695435287
123;-0.00952600189086354
124;-0.013257388536171033
125;-0.015569328637838485
126;-0.00985677117060287
127;-0.012734890734281976
128;-0.014234958429950904
129;-0.01087267248451422
130;-0.014400751018174642
131;-0.014636781707366476
132;-0.012043434896181713
133;-0.014077940757959578
134;-0.006188019632919646
135;-0.00908045428387102
136;-0.012640054268338525
137;-0.014314698248523737
138;-0.006614168243426172
139;-0.007107353211145526
140;-0.004495130598939859
141;-0.0034901098225576456
142;-0.0019747327986709127
143;-0.007309891622256065
