;0;1;2;3;4;5;6;7;8;9;10
0;-0.001336;-0.001336;-0.001336;-0.00121;-0.001336;0.000451;-0.003;-0.000795;-0.001362;-0.00022;-0.0005020000000000001
1;-0.000232;-0.000232;-0.000232;-0.000235;-0.000232;0.000132;-0.0029539999999999996;3.3e-05;-4.2999999999999995e-05;-0.00022;-0.000447
2;-0.00023300000000000003;-0.00023300000000000003;-0.00023300000000000003;-0.00023600000000000002;-0.00023300000000000003;0.000132;-0.002948;3.3e-05;-4.2999999999999995e-05;-0.000214;-0.00045299999999999995
3;-0.000273;-0.000273;-0.000273;-0.00027800000000000004;-0.000273;0.000132;-0.0029539999999999996;-0.000137;-0.000259;-0.00022;-0.00045299999999999995
4;-0.000238;-0.000238;-0.000238;-0.00024100000000000003;-0.000238;0.000132;-0.002948;-0.000137;-0.00026500000000000004;-0.00022;-0.00045299999999999995
5;-0.00028399999999999996;-0.00028399999999999996;-0.00028399999999999996;-0.00028800000000000006;-0.00028399999999999996;0.000132;-0.002948;3.3e-05;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995
6;-0.00028399999999999996;-0.00028399999999999996;-0.00028399999999999996;-0.00028800000000000006;-0.00028399999999999996;0.00013800000000000002;-0.0029460000000000003;-0.000125;-4.2999999999999995e-05;-0.00022;-0.000447
7;-0.00022;-0.00022;-0.00022;-0.000223;-0.00022;0.000132;-0.00141;-0.000305;-4.2999999999999995e-05;-0.00022;-0.0005920000000000001
8;-0.000256;-0.000256;-0.000256;-0.000259;-0.000256;0.000132;-0.0;-0.000153;-0.00021700000000000002;-0.00022;-0.0005920000000000001
9;-0.000303;-0.000303;-0.000303;-0.000308;-0.000303;-0.0001;4.4000000000000006e-05;3.3e-05;-0.00021700000000000002;-0.000326;-0.00045299999999999995
10;-0.000274;-0.000274;-0.000274;-0.00027800000000000004;-0.000274;-0.0001;4.4000000000000006e-05;3.3e-05;-4.2999999999999995e-05;-0.00033200000000000005;-0.00045299999999999995
11;-0.000294;-0.000294;-0.000294;-0.000298;-0.000294;0.000132;4.4000000000000006e-05;-0.000137;-4.2999999999999995e-05;-0.00022;-0.000447
12;-0.00024100000000000003;-0.00024100000000000003;-0.00024100000000000003;-0.000244;-0.00024100000000000003;0.000132;4.4000000000000006e-05;3.3e-05;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995
13;-0.000197;-0.000197;-0.000197;-0.00019899999999999999;-0.000197;0.000132;4.4000000000000006e-05;3.3e-05;-0.00026500000000000004;-0.00022;-0.0005920000000000001
14;-0.00019600000000000002;-0.00019600000000000002;-0.00019600000000000002;-0.00019800000000000002;-0.00019600000000000002;0.000132;-0.00011;3.3e-05;-0.00026500000000000004;-0.00033200000000000005;-0.0005920000000000001
15;-0.000291;-0.000291;-0.000291;-0.000295;-0.000291;0.000132;-0.00011;-0.000125;-4.2999999999999995e-05;-0.00033200000000000005;-0.00045299999999999995
16;-0.00029;-0.00029;-0.00029;-0.000294;-0.00029;0.000132;2e-05;-0.000311;-4.2999999999999995e-05;-0.000214;-0.000447
17;-0.000299;-0.000299;-0.000299;-0.000303;-0.000299;-0.0001;2e-05;-0.000153;-3.7000000000000005e-05;-0.00022;-0.00045299999999999995
18;-0.000321;-0.000321;-0.000321;-0.000326;-0.000321;-0.0001;2e-05;-0.000153;-0.00021700000000000002;-0.00022;-0.00045299999999999995
19;-0.000255;-0.000255;-0.000255;-0.00025800000000000004;-0.000255;0.000132;2e-05;-0.000137;-0.00021700000000000002;-0.00022;-0.00045299999999999995
20;-0.000317;-0.000317;-0.000317;-0.000321;-0.000317;0.00013800000000000002;2e-05;3.3e-05;-0.00026500000000000004;-0.00022;-0.00045299999999999995
21;-0.00034100000000000005;-0.00034100000000000005;-0.00034100000000000005;-0.00034600000000000006;-0.00034100000000000005;0.000132;2.6000000000000002e-05;3.9e-05;-0.00026500000000000004;-0.00022;-0.000447
22;-0.000294;-0.000294;-0.000294;-0.000298;-0.000294;0.000132;2e-05;3.3e-05;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995
23;-0.000287;-0.000287;-0.000287;-0.000291;-0.000287;0.000132;2e-05;3.3e-05;-4.2999999999999995e-05;-0.000214;-0.00045299999999999995
24;-0.0003;-0.0003;-0.0003;-0.000304;-0.0003;-0.0001;2e-05;-0.000153;-0.00021700000000000002;-0.00033200000000000005;-0.0005920000000000001
25;-0.000359;-0.000359;-0.000359;-0.000364;-0.000359;-0.0001;2e-05;-0.000153;-0.00021700000000000002;-0.00033200000000000005;-0.0005920000000000001
26;-0.000262;-0.000262;-0.000262;-0.000264;-0.000262;0.000132;2e-05;-0.00032299999999999994;-4.2999999999999995e-05;-0.00022;-0.00045299999999999995
27;-0.000262;-0.000262;-0.000262;-0.00026500000000000004;-0.000262;0.000132;2e-05;-0.000137;-0.00026500000000000004;-0.00022;-0.000447
28;-0.000261;-0.000261;-0.000261;-0.000263;-0.000261;0.000132;2e-05;-0.000125;-0.00026500000000000004;-0.00022;-0.00045299999999999995
